wid,button_pressed,stimulus,view_history,responses,questions,correct,delays,score,trial_time,block,trial_index,clicks,n_clicks,stim_i
w96597c3,,,,,,,[],12.0,21052.0,training,0,"[1, 5, 6, 8, 3, 2, 4, 7, 11, 9, 12, 10]",12,23
w96597c3,,,,,,,[],24.0,18220.0,training,1,"[9, 1, 5, 8, 6, 7, 3, 2, 11, 4, 10, 12]",12,57
w96597c3,,,,,,,[],36.0,20416.0,training,2,"[6, 8, 7, 5, 1, 9, 10, 12, 11, 4, 2, 3]",12,19
w96597c3,,,,,,,[],28.0,19911.0,training,3,"[1, 5, 9, 8, 6, 7, 3, 4, 2, 11, 10, 12]",12,34
w96597c3,,,,,,,[],42.0,17752.0,training,4,"[9, 1, 5, 6, 8, 7, 3, 2, 4, 10, 11, 12]",12,59
w96597c3,,,,,,,[],34.0,19751.0,training,5,"[5, 9, 1, 3, 7, 6, 8, 12, 10, 11, 4, 2]",12,46
w96597c3,,,,,,,[],40.0,16908.0,training,6,"[5, 9, 1, 7, 6, 8, 12, 10, 11, 4, 2, 3]",12,56
w96597c3,,,,,,,[],46.0,18828.0,training,7,"[1, 2, 3, 11, 4, 10, 12, 9, 5, 6, 8, 7]",12,11
w96597c3,,,,,,,[],18.0,26221.0,training,8,"[1, 9, 5, 6, 8, 7, 3, 2, 4, 11, 10, 12]",12,30
w96597c3,,,,,,,[],26.0,17652.0,training,9,"[9, 5, 6, 8, 7, 1, 2, 3, 4, 11, 10, 12]",12,10
w45f8228,,,,,,,[],35.0,11525.0,training,0,[5],1,48
w45f8228,,,,,,,[],47.0,10460.0,training,1,"[9, 10, 11]",3,52
w45f8228,,,,,,,[],15.0,8760.0,training,2,"[1, 2, 4]",3,24
w45f8228,,,,,,,[],12.0,8641.0,training,3,"[5, 6, 7, 8]",4,33
w45f8228,,,,,,,[],43.0,8652.0,training,4,"[9, 10, 12]",3,31
w45f8228,,,,,,,[],17.0,9680.0,training,5,"[9, 10, 11]",3,13
w45f8228,,,,,,,[],44.0,8497.0,training,6,"[1, 2, 4, 3]",4,19
w45f8228,,,,,,,[],47.0,8765.0,training,7,"[5, 6, 8]",3,57
w45f8228,,,,,,,[],11.0,11087.0,training,8,"[5, 6, 7, 8, 9, 10, 11]",7,37
w45f8228,,,,,,,[],45.0,12250.0,training,9,"[1, 2, 4, 3, 5, 6, 7]",7,43
wfcf6b45,,,,,,,"[3, 3, 41]",28.0,68470.0,training,0,"[1, 9]",2,9
wfcf6b45,,,,,,,"[0, 0, 0, 14]",19.0,34125.0,training,1,"[7, 11, 4]",3,20
wfcf6b45,,,,,,,"[0, 0, 0]",56.0,8940.0,training,2,"[4, 3]",2,11
wfcf6b45,,,,,,,"[0, 0, 0, 0, 0]",44.0,11024.0,training,3,"[8, 7, 12, 11]",4,49
wfcf6b45,,,,,,,"[0, 0, 0, 0, 0, 0, 4]",12.0,12820.0,training,4,"[4, 3, 7, 8, 11, 12]",6,45
wfcf6b45,,,,,,,"[0, 0, 0, 0, 0]",50.0,13815.0,training,5,"[4, 3, 7, 8]",4,27
wfcf6b45,,,,,,,"[0, 0, 0]",38.0,12516.0,training,6,"[7, 11]",2,4
wfcf6b45,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",32.0,12294.0,training,7,"[11, 12, 7, 8, 3, 4]",6,37
wfcf6b45,,,,,,,"[0, 0, 0, 0]",47.0,8537.0,training,8,"[4, 3, 8]",3,57
wfcf6b45,,,,,,,"[0, 0, 0, 0]",51.0,8718.0,training,9,"[12, 7, 4]",3,42
w6ac09ac,,,,,,,[],-50.0,139928.0,training,0,"[5, 6, 7, 9, 10, 12, 1, 8, 2, 3, 4, 11]",12,15
w6ac09ac,,,,,,,[],-42.0,84204.0,training,1,"[5, 1, 2, 3, 4, 11, 10, 12, 9, 7, 6, 8]",12,9
w6ac09ac,,,,,,,[],8.0,88337.0,training,2,"[1, 5, 9, 10, 2, 6, 8, 7, 3, 4, 11, 12]",12,28
w6ac09ac,,,,,,,[],-64.0,113241.0,training,3,"[5, 9, 1, 2, 3, 7, 6, 8, 10, 12, 11, 4]",12,34
w6ac09ac,,,,,,,[],42.0,23146.0,training,4,"[5, 9, 1, 2, 3, 4, 11, 10, 12, 8, 6, 7]",12,31
w6ac09ac,,,,,,,[],12.0,47481.0,training,5,"[1, 2, 4, 3, 9, 10, 11, 12, 6, 7, 8, 5]",12,8
w6ac09ac,,,,,,,[],44.0,20360.0,training,6,"[9, 5, 1, 2, 4, 3, 7, 6, 8, 10, 11, 12]",12,48
w6ac09ac,,,,,,,[],42.0,18598.0,training,7,"[9, 1, 5, 6, 7, 8, 3, 2, 4, 11, 10, 12]",12,24
w6ac09ac,,,,,,,[],44.0,14616.0,training,8,"[5, 1, 9, 2, 3, 7, 6, 8, 4, 11, 10, 12]",12,40
w6ac09ac,,,,,,,[],18.0,13140.0,training,9,"[9, 1, 5, 6, 8, 7, 3, 2, 4, 11, 10, 12]",12,35
wd3138e8,,,,,,,[42],52.0,63931.0,training,0,[],0,40
wd3138e8,,,,,,,"[2, 41]",-35.0,62041.0,training,1,[6],1,51
wd3138e8,,,,,,,"[0, 40]",-53.0,56889.0,training,2,[11],1,29
wd3138e8,,,,,,,"[0, 0, 0, 0, 0, 0, 5]",24.0,24553.0,training,3,"[8, 7, 3, 4, 11, 12]",6,6
wd3138e8,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 3, 0]",16.0,26002.0,training,4,"[8, 7, 4, 3, 11, 12, 9, 5]",8,8
wd3138e8,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",32.0,11609.0,training,5,"[12, 11, 4, 3, 7, 8]",6,10
wd3138e8,,,,,,,"[0, 0, 0]",44.0,8443.0,training,6,"[11, 12]",2,31
wd3138e8,,,,,,,"[0, 3, 0]",46.0,11917.0,training,7,"[11, 12]",2,0
wd3138e8,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 3]",17.0,24256.0,training,8,"[11, 12, 4, 3, 7, 8, 9]",7,45
wd3138e8,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 0]",23.0,16839.0,training,9,"[11, 12, 8, 7, 3, 4, 10]",7,44
w25ed3e9,,,,,,,[],22.0,10703.0,training,0,[],0,20
w25ed3e9,,,,,,,[],52.0,11902.0,training,1,[],0,42
w25ed3e9,,,,,,,[],-36.0,44319.0,training,2,[],0,50
w25ed3e9,,,,,,,[],30.0,23076.0,training,3,[],0,30
w25ed3e9,,,,,,,[],18.0,26774.0,training,4,[],0,45
w25ed3e9,,,,,,,[],-45.0,37566.0,training,5,[5],1,32
w25ed3e9,,,,,,,[],18.0,53369.0,training,6,[],0,0
w25ed3e9,,,,,,,[],-55.0,92231.0,training,7,[5],1,13
w25ed3e9,,,,,,,[],-28.0,7817.0,training,8,[],0,51
w25ed3e9,,,,,,,[],-12.0,59691.0,training,9,[],0,57
wdbe4661,,,,,,,[],58.0,15111.0,training,0,"[8, 7]",2,38
wdbe4661,,,,,,,[],14.0,22944.0,training,1,"[8, 7, 3, 4, 11, 12]",6,13
wdbe4661,,,,,,,[],42.0,84924.0,training,2,"[12, 11, 4, 3]",4,53
wdbe4661,,,,,,,[],38.0,13447.0,training,3,"[7, 8, 4, 3, 12, 11]",6,21
wdbe4661,,,,,,,[],52.0,38656.0,training,4,"[12, 11, 4, 3]",4,2
wdbe4661,,,,,,,[],36.0,11450.0,training,5,"[4, 3, 7, 8, 12, 11]",6,30
wdbe4661,,,,,,,[],42.0,12186.0,training,6,"[11, 4, 7, 8, 3, 12]",6,8
wdbe4661,,,,,,,[],35.0,10116.0,training,7,"[12, 11, 3]",3,25
wdbe4661,,,,,,,[],36.0,27531.0,training,8,"[4, 7, 8, 11]",4,4
wdbe4661,,,,,,,[],40.0,18744.0,training,9,"[11, 12]",2,57
w0cbacbe,,,,,,,[],-24.0,36998.0,training,0,"[5, 9, 1, 2, 3, 4]",6,44
w0cbacbe,,,,,,,[],57.0,13732.0,training,1,"[9, 10, 12]",3,22
w0cbacbe,,,,,,,[],21.0,19227.0,training,2,"[5, 6, 8, 7, 9, 1, 2, 3, 4]",9,35
w0cbacbe,,,,,,,[],35.0,27721.0,training,3,"[5, 6, 9, 1, 2, 3, 4, 7, 8]",9,51
w0cbacbe,,,,,,,[],54.0,13167.0,training,4,"[9, 1, 5, 6, 8, 7]",6,38
w0cbacbe,,,,,,,[],54.0,37685.0,training,5,"[9, 5, 1, 2, 3, 4]",6,54
w0cbacbe,,,,,,,[],30.0,26145.0,training,6,"[1, 9, 5, 6, 8, 7, 2, 3, 4, 11, 10, 12]",12,30
w0cbacbe,,,,,,,[],43.0,16323.0,training,7,"[1, 9, 5, 6, 8, 7, 3, 2, 4]",9,4
w0cbacbe,,,,,,,[],37.0,15946.0,training,8,"[1, 2, 3, 5, 6, 8, 7, 9, 10, 12, 11]",11,49
w0cbacbe,,,,,,,[],40.0,20260.0,training,9,"[9, 5, 1, 2, 3, 4, 11, 10, 12, 8, 6, 7]",12,42
wa82fd57,,,,,,,[],55.0,13909.0,training,0,"[3, 1, 2]",3,11
wa82fd57,,,,,,,[],44.0,18210.0,training,1,"[8, 4, 12, 11, 3, 7, 5, 6]",8,7
wa82fd57,,,,,,,[],38.0,27589.0,training,2,"[12, 11, 9, 10]",4,47
wa82fd57,,,,,,,[],22.0,20969.0,training,3,"[3, 8, 12, 11, 7, 4, 9, 10]",8,44
wa82fd57,,,,,,,[],55.0,13279.0,training,4,"[11, 3, 4, 1, 2]",5,54
wa82fd57,,,,,,,[],46.0,10257.0,training,5,"[8, 3, 1, 2]",4,32
wa82fd57,,,,,,,[],22.0,15498.0,training,6,"[12, 4, 7, 11, 8, 3, 1, 2]",8,35
wa82fd57,,,,,,,[],14.0,16011.0,training,7,"[12, 4, 7, 8, 11, 3, 1, 2]",8,20
wa82fd57,,,,,,,[],16.0,15499.0,training,8,"[12, 4, 7, 8, 3, 11, 9, 10]",8,45
wa82fd57,,,,,,,[],39.0,15588.0,training,9,"[3, 1, 2]",3,46
w8935a2b,,,,,,,"[0, 0, 0, 0, 0, 0]",39.0,10788.0,training,0,"[8, 7, 3, 4, 11]",5,50
w8935a2b,,,,,,,"[0, 0, 0, 0, 0, 0, 5]",8.0,19936.0,training,1,"[11, 12, 8, 7, 4, 3]",6,1
w8935a2b,,,,,,,"[0, 0, 0]",38.0,8931.0,training,2,"[3, 7]",2,41
w8935a2b,,,,,,,"[0, 0, 0, 0, 0]",34.0,12861.0,training,3,"[7, 3, 4, 11]",4,25
w8935a2b,,,,,,,"[0, 0, 2, 0]",51.0,11644.0,training,4,"[7, 8, 3]",3,28
w8935a2b,,,,,,,"[0, 0, 0]",50.0,10076.0,training,5,"[7, 8]",2,42
w8935a2b,,,,,,,"[0, 0, 0, 0, 0, 0]",33.0,9792.0,training,6,"[7, 3, 4, 11, 12]",5,29
w8935a2b,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,13038.0,training,7,"[7, 8, 3, 4, 11, 12]",6,44
w8935a2b,,,,,,,"[0, 0, 0, 3, 0]",46.0,12333.0,training,8,"[7, 8, 3, 4]",4,32
w8935a2b,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",30.0,10591.0,training,9,"[7, 3, 4, 11, 12, 8]",6,26
wcb22739,,,,,,,[],12.0,129336.0,training,0,"[5, 9, 3, 8, 6, 7, 11, 1, 2, 4, 10, 12]",12,29
wcb22739,,,,,,,[],-24.0,38513.0,training,1,[],0,19
wcb22739,,,,,,,[],10.0,44479.0,training,2,"[9, 5, 1, 2, 6, 8, 7, 12, 11, 10, 4, 3]",12,20
wcb22739,,,,,,,[],52.0,34752.0,training,3,"[8, 7]",2,59
wcb22739,,,,,,,[],-48.0,141583.0,training,4,[],0,36
wcb22739,,,,,,,[],18.0,41891.0,training,5,[],0,53
wcb22739,,,,,,,[],-54.0,16427.0,training,6,[],0,45
wcb22739,,,,,,,[],36.0,27174.0,training,7,[],0,39
wcb22739,,,,,,,[],-30.0,95508.0,training,8,[],0,4
wcb22739,,,,,,,[],20.0,48632.0,training,9,[],0,28
w8d3b50b,,,,,,,[],18.0,22039.0,training,0,"[5, 6, 7, 8, 12, 10, 11, 9, 1, 2, 3, 4]",12,35
w8d3b50b,,,,,,,[],51.0,20588.0,training,1,"[5, 1, 9, 6, 7, 8, 2, 3, 4]",9,54
w8d3b50b,,,,,,,[],34.0,14483.0,training,2,"[9, 10, 12, 11]",4,29
w8d3b50b,,,,,,,[],50.0,22152.0,training,3,"[11, 12, 9, 5, 1, 3, 4, 2]",8,11
w8d3b50b,,,,,,,[],54.0,17901.0,training,4,"[5, 1, 9, 11, 12, 10]",6,12
w8d3b50b,,,,,,,[],46.0,20539.0,training,5,"[9, 1, 5, 7, 8, 3, 4, 12, 11, 2]",10,2
w8d3b50b,,,,,,,[],42.0,18668.0,training,6,"[5, 1, 9, 4, 3, 2]",6,52
w8d3b50b,,,,,,,[],50.0,18186.0,training,7,"[5, 1, 9, 12, 11, 10]",6,40
w8d3b50b,,,,,,,[],34.0,23820.0,training,8,"[5, 1, 9, 3, 4, 2, 7, 8, 12, 10]",10,5
w8d3b50b,,,,,,,[],14.0,22708.0,training,9,"[9, 1, 5, 12, 11, 3, 4, 7, 8, 10]",10,15
w2e4b0af,,,,,,,"[0, 2, 3, 3, 17]",20.0,82404.0,training,0,"[11, 10, 5, 9]",4,23
w2e4b0af,,,,,,,"[3, 2, 2, 2, 3, 0, 3, 3, 0]",46.0,29739.0,training,1,"[1, 11, 12, 8, 7, 2, 4, 5]",8,28
w2e4b0af,,,,,,,"[0, 0, 0, 0, 2, 2, 4]",36.0,19319.0,training,2,"[8, 7, 3, 4, 11, 12]",6,12
w2e4b0af,,,,,,,"[0, 0, 2, 0]",51.0,13377.0,training,3,"[8, 7, 3]",3,59
w2e4b0af,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",52.0,11702.0,training,4,"[7, 8, 12, 11, 4, 3]",6,33
w2e4b0af,,,,,,,"[0, 0, 0, 0, 0, 3, 0]",52.0,12545.0,training,5,"[11, 12, 8, 7, 3, 4]",6,11
w2e4b0af,,,,,,,"[0, 0, 0, 0, 0, 0]",49.0,12850.0,training,6,"[7, 8, 3, 4, 11]",5,36
w2e4b0af,,,,,,,"[0, 0, 0, 0]",45.0,9938.0,training,7,"[7, 8, 3]",3,19
w2e4b0af,,,,,,,"[0, 0, 0, 0, 0, 0]",49.0,16914.0,training,8,"[7, 3, 4, 8, 11]",5,3
w2e4b0af,,,,,,,"[0, 0, 0]",36.0,8249.0,training,9,"[7, 8]",2,10
wf5bd86c,,,,,,,[],25.0,26079.0,training,0,"[1, 9, 5, 2, 10]",5,7
wf5bd86c,,,,,,,[],29.0,16634.0,training,1,"[9, 1, 5, 7, 8]",5,8
wf5bd86c,,,,,,,[],-23.0,13607.0,training,2,"[1, 5, 9, 12, 11]",5,10
wf5bd86c,,,,,,,[],19.0,26626.0,training,3,"[9, 1, 5, 10, 6, 2, 11, 4, 3, 7, 8]",11,9
wf5bd86c,,,,,,,[],41.0,25750.0,training,4,"[1, 9, 5, 11, 12, 4, 3, 7, 8, 6, 10]",11,43
wf5bd86c,,,,,,,[],44.0,21336.0,training,5,"[9, 1, 5, 10, 2, 6, 11, 12, 4, 3, 7, 8]",12,14
wf5bd86c,,,,,,,[],35.0,24231.0,training,6,"[1, 5, 9, 11, 4, 7, 8, 6, 2]",9,51
wf5bd86c,,,,,,,[],40.0,18517.0,training,7,"[9, 1, 5, 4, 3, 11, 7, 6]",8,52
wf5bd86c,,,,,,,[],20.0,21258.0,training,8,"[1, 9, 5, 11, 4, 3, 7, 10, 2, 6]",10,23
wf5bd86c,,,,,,,[],30.0,21869.0,training,9,"[1, 9, 4, 11, 7, 8, 10, 2]",8,37
w30e9190,,,,,,,"[0, 0]",43.0,9066.0,training,0,[12],1,43
w30e9190,,,,,,,"[0, 0, 0, 0]",51.0,10697.0,training,1,"[11, 12, 8]",3,28
w30e9190,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,14572.0,training,2,"[7, 8, 11, 12, 4, 3]",6,44
w30e9190,,,,,,,"[0, 0, 0]",58.0,10437.0,training,3,"[11, 12]",2,12
w30e9190,,,,,,,"[0, 0]",47.0,8264.0,training,4,[12],1,27
w30e9190,,,,,,,"[0, 0, 0, 0, 0, 0, 5]",14.0,32728.0,training,5,"[12, 11, 4, 3, 7, 8]",6,6
w30e9190,,,,,,,"[0, 0, 0, 0, 0]",38.0,15771.0,training,6,"[8, 7, 4, 3]",4,22
w30e9190,,,,,,,"[0, 0, 0, 0, 0, 0, 5]",8.0,21617.0,training,7,"[3, 4, 7, 8, 12, 11]",6,1
w30e9190,,,,,,,"[0, 0]",55.0,10565.0,training,8,[4],1,47
w30e9190,,,,,,,"[0, 0, 0, 0]",39.0,11953.0,training,9,"[4, 3, 12]",3,57
w6106192,,,,,,,[],16.0,14784.0,training,0,"[7, 8, 3, 4, 11, 12]",6,17
w6106192,,,,,,,[],42.0,9011.0,training,1,"[7, 8]",2,51
w6106192,,,,,,,[],43.0,15791.0,training,2,"[4, 3, 7, 8, 11]",5,49
w6106192,,,,,,,[],44.0,10080.0,training,3,"[7, 8, 3, 4]",4,52
w6106192,,,,,,,[],51.0,11162.0,training,4,"[7, 8, 3]",3,24
w6106192,,,,,,,[],24.0,11767.0,training,5,"[7, 8, 3, 4, 11, 12]",6,1
w6106192,,,,,,,[],39.0,10911.0,training,6,"[7, 8, 3]",3,22
w6106192,,,,,,,[],49.0,8541.0,training,7,"[7, 8, 3]",3,4
w6106192,,,,,,,[],16.0,11521.0,training,8,"[3, 4, 7, 8, 11, 12]",6,20
w6106192,,,,,,,[],20.0,12576.0,training,9,"[3, 4, 11, 12, 7, 8]",6,13
w400fe41,,,,,,,[],60.0,19863.0,training,0,[],0,38
w400fe41,,,,,,,[],12.0,10130.0,training,1,[],0,49
w400fe41,,,,,,,[],40.0,9075.0,training,2,[],0,4
w400fe41,,,,,,,[],-52.0,11609.0,training,3,[],0,34
w400fe41,,,,,,,[],-30.0,11020.0,training,4,[],0,44
w400fe41,,,,,,,[],26.0,9666.0,training,5,[],0,28
w400fe41,,,,,,,[],-36.0,10434.0,training,6,[],0,6
w400fe41,,,,,,,[],44.0,9718.0,training,7,[],0,56
w400fe41,,,,,,,[],56.0,9742.0,training,8,[],0,40
w400fe41,,,,,,,[],30.0,11066.0,training,9,[],0,30
w3704c5d,,,,,,,[],44.0,35403.0,training,0,"[1, 2, 4, 3, 5, 7, 6, 8, 9, 10, 12, 11]",12,47
w3704c5d,,,,,,,[],14.0,18646.0,training,1,"[11, 10, 12, 9, 5, 6, 8, 7, 1, 2, 3, 4]",12,58
w3704c5d,,,,,,,[],6.0,24891.0,training,2,"[11, 10, 12, 9, 5, 6, 8, 7, 1, 2, 3, 4]",12,45
w3704c5d,,,,,,,[],40.0,17993.0,training,3,"[8, 6, 7, 5, 9, 10, 12, 11, 1, 2, 4, 3]",12,18
w3704c5d,,,,,,,[],10.0,17014.0,training,4,"[7, 6, 5, 8, 12, 10, 11, 1, 2, 3, 4, 9]",12,20
w3704c5d,,,,,,,[],42.0,20166.0,training,5,"[11, 10, 12, 9, 5, 6, 8, 7, 3, 2, 4, 1]",12,27
w3704c5d,,,,,,,[],32.0,14062.0,training,6,"[11, 10, 12, 9, 5, 7, 6, 8, 3, 2, 4, 1]",12,21
w3704c5d,,,,,,,[],44.0,16218.0,training,7,"[4, 2, 3, 1, 7, 6, 8, 5, 9, 10, 11, 12]",12,2
w3704c5d,,,,,,,[],48.0,15807.0,training,8,"[11, 10, 12, 9, 5, 7, 6, 8, 1, 2, 3, 4]",12,54
w3704c5d,,,,,,,[],44.0,21627.0,training,9,"[7, 6, 5, 8, 10, 12, 11, 1, 9, 4, 2, 3]",12,41
w2e29dc3,,,,,,,[],33.0,51559.0,training,0,"[1, 4, 2]",3,57
w2e29dc3,,,,,,,[],37.0,18180.0,training,1,"[9, 1, 3, 2, 4]",5,46
w2e29dc3,,,,,,,[],50.0,16129.0,training,2,"[1, 3, 2, 4, 10, 6, 7, 11, 12, 9]",10,12
w2e29dc3,,,,,,,[],47.0,11680.0,training,3,"[9, 12, 11, 10, 7, 8, 6]",7,28
w2e29dc3,,,,,,,[],49.0,9362.0,training,4,"[7, 8, 6]",3,43
w2e29dc3,,,,,,,[],22.0,12259.0,training,5,"[6, 5, 8, 7, 4, 12, 11, 3]",8,35
w2e29dc3,,,,,,,[],44.0,7112.0,training,6,"[7, 3]",2,53
w2e29dc3,,,,,,,[],53.0,9555.0,training,7,"[4, 3, 12]",3,48
w2e29dc3,,,,,,,[],32.0,8646.0,training,8,"[11, 3, 7, 8]",4,6
w2e29dc3,,,,,,,[],48.0,8472.0,training,9,"[8, 4, 11, 12]",4,56
w0ed7a44,,,,,,,"[3, 2, 2, 0, 0, 3, 2, 0]",47.0,47061.0,training,0,"[9, 11, 10, 12, 8, 7, 3]",7,28
w0ed7a44,,,,,,,"[0, 3, 0]",52.0,12937.0,training,1,"[11, 12]",2,3
w0ed7a44,,,,,,,"[0, 0, 0, 0, 0, 3, 0]",42.0,14514.0,training,2,"[3, 4, 7, 8, 11, 12]",6,49
w0ed7a44,,,,,,,"[0, 0]",59.0,10442.0,training,3,[4],1,54
w0ed7a44,,,,,,,"[0, 0]",57.0,9293.0,training,4,[3],1,33
w0ed7a44,,,,,,,"[0, 0]",41.0,10452.0,training,5,[11],1,30
w0ed7a44,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 0]",49.0,11054.0,training,6,"[3, 4, 7, 8, 11, 12, 9]",7,48
w0ed7a44,,,,,,,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0]",14.0,24824.0,training,7,"[11, 12, 7, 8, 4, 3, 10, 9, 2, 1]",10,45
w0ed7a44,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",32.0,10428.0,training,8,"[4, 3, 7, 8, 11, 12]",6,29
w0ed7a44,,,,,,,"[0, 0, 0, 0, 0, 0, 0, 3, 3, 0]",27.0,16648.0,training,9,"[4, 11, 8, 7, 3, 12, 6, 10, 5]",9,6
w6675334,,,,,,,[],30.0,33027.0,training,0,[],0,59
w6675334,,,,,,,[],30.0,18326.0,training,1,[],0,25
w6675334,,,,,,,[],-30.0,8070.0,training,2,[],0,53
w6675334,,,,,,,[],-52.0,9036.0,training,3,[],0,34
w6675334,,,,,,,[],-44.0,11172.0,training,4,[],0,42
w6675334,,,,,,,[],52.0,8864.0,training,5,[],0,18
w6675334,,,,,,,[],36.0,8438.0,training,6,[],0,48
w6675334,,,,,,,[],-56.0,8596.0,training,7,[],0,35
w6675334,,,,,,,[],-40.0,8896.0,training,8,[],0,16
w6675334,,,,,,,[],-18.0,10102.0,training,9,[],0,10
wb8e42d0,,,,,,,"[3, 3, 2, 0, 0]",50.0,45162.0,training,0,"[9, 5, 6, 8]",4,28
wb8e42d0,,,,,,,"[3, 3, 3, 0, 0, 3, 3, 0, 10]",22.0,59599.0,training,1,"[9, 5, 6, 7, 8, 1, 2, 4]",8,35
wb8e42d0,,,,,,,"[3, 3, 0, 0]",53.0,21936.0,training,2,"[9, 10, 12]",3,48
wb8e42d0,,,,,,,"[3, 3, 3, 2, 2, 0, 0]",42.0,36391.0,training,3,"[1, 5, 9, 10, 2, 3]",6,19
wb8e42d0,,,,,,,"[3, 3, 3, 24]",13.0,46932.0,training,4,"[5, 6, 8]",3,41
wb8e42d0,,,,,,,"[3, 2, 2, 2, 18]",18.0,38070.0,training,5,"[1, 2, 4, 3]",4,55
wb8e42d0,,,,,,,"[3, 2, 0, 0, 3, 3, 0, 0, 11]",16.0,81931.0,training,6,"[5, 6, 7, 8, 1, 2, 3, 4]",8,21
wb8e42d0,,,,,,,"[3, 2, 2, 0]",43.0,16876.0,training,7,"[1, 2, 3]",3,53
wb8e42d0,,,,,,,"[3, 3, 0, 0]",45.0,16020.0,training,8,"[9, 10, 12]",3,8
wb8e42d0,,,,,,,"[3, 3, 0, 3, 2, 0, 0, 0, 11]",16.0,38463.0,training,9,"[9, 10, 12, 5, 6, 8, 7, 11]",8,15
w660ffbd,,,,,,,"[0, 3, 0]",38.0,14121.0,training,0,"[7, 8]",2,41
w660ffbd,,,,,,,"[0, 0, 0, 0, 0, 3, 0]",34.0,25033.0,training,1,"[7, 8, 3, 4, 11, 12]",6,34
w989965b,,,,,,,[],29.0,19604.0,training,0,[5],1,44
w989965b,,,,,,,[],19.0,12068.0,training,1,[1],1,28
w989965b,,,,,,,[],21.0,9361.0,training,2,[9],1,42
w989965b,,,,,,,[],30.0,10040.0,training,3,[],0,30
w989965b,,,,,,,[],60.0,8114.0,training,4,[],0,22
w989965b,,,,,,,[],42.0,7655.0,training,5,[],0,18
w989965b,,,,,,,[],-24.0,10735.0,training,6,[],0,39
w989965b,,,,,,,[],-28.0,9453.0,training,7,[],0,6
w989965b,,,,,,,[],-56.0,9587.0,training,8,[],0,10
w989965b,,,,,,,[],41.0,9733.0,training,9,[9],1,57
w7920e1a,,,,,,,"[3, 3, 0, 2, 3, 3, 2, 2, 2, 2, 3, 0, 0]",-56.0,84788.0,training,0,"[5, 6, 7, 3, 1, 9, 10, 11, 4, 8, 12, 2]",12,42
w7920e1a,,,,,,,[42],-40.0,59228.0,training,1,[],0,2
w7920e1a,,,,,,,"[3, 0, 39]",-20.0,55202.0,training,2,"[1, 4]",2,3
w7920e1a,,,,,,,"[3, 0, 15]",22.0,35975.0,training,3,"[9, 11]",2,15
w7920e1a,,,,,,,"[3, 0, 0]",52.0,15596.0,training,4,"[5, 8]",2,28
w7920e1a,,,,,,,"[3, 0, 0]",42.0,16622.0,training,5,"[9, 12]",2,5
w7920e1a,,,,,,,"[3, 0, 0]",56.0,15738.0,training,6,"[1, 3]",2,11
w7920e1a,,,,,,,"[3, 42]",-35.0,55578.0,training,7,[1],1,38
w7920e1a,,,,,,,"[3, 3, 42]",-26.0,60163.0,training,8,"[5, 6]",2,20
w7920e1a,,,,,,,"[3, 3, 40]",-46.0,59194.0,training,9,"[9, 10]",2,56
w2230faa,,,,,,,"[3, 3, 40]",-50.0,129119.0,training,0,"[5, 1]",2,0
w2230faa,,,,,,,[42],12.0,76667.0,training,1,[],0,19
w2230faa,,,,,,,[42],26.0,173420.0,training,2,[],0,11
w2230faa,,,,,,,[42],-30.0,227485.0,training,3,[],0,9
w2230faa,,,,,,,[42],26.0,269793.0,training,4,[],0,32
w2230faa,,,,,,,[42],24.0,1068616.0,training,5,[],0,39
w2230faa,,,,,,,[42],-54.0,155658.0,training,6,[],0,45
w2230faa,,,,,,,[42],-56.0,89722.0,training,7,[],0,10
w2230faa,,,,,,,[42],-18.0,50293.0,training,8,[],0,44
w2230faa,,,,,,,[42],-12.0,54771.0,training,9,[],0,26
w05b31b5,,,,,,,[],42.0,68676.0,training,0,"[5, 1, 2, 3, 4, 9, 12, 10, 11, 7, 6, 8]",12,42
w05b31b5,,,,,,,[],-22.0,54948.0,training,1,[],0,39
w05b31b5,,,,,,,[],26.0,23988.0,training,2,"[6, 7, 4, 3, 2, 1, 5, 8, 11, 10, 12, 9]",12,29
w05b31b5,,,,,,,[],42.0,10228.0,training,3,"[7, 8]",2,51
w05b31b5,,,,,,,[],12.0,26889.0,training,4,"[4, 3, 7, 8, 11, 12]",6,45
w05b31b5,,,,,,,[],12.0,47056.0,training,5,"[6, 7]",2,52
w05b31b5,,,,,,,[],53.0,12622.0,training,6,"[7, 3, 4]",3,2
w05b31b5,,,,,,,[],8.0,58812.0,training,7,"[12, 11, 7, 8]",4,19
w05b31b5,,,,,,,[],55.0,10236.0,training,8,[3],1,14
w05b31b5,,,,,,,[],40.0,10854.0,training,9,"[4, 11]",2,30
