wid,stimulus,button_pressed,view_history,questions,responses,correct,block,delays,score,trial_time,path,state_rewards,trial_index,key_press,clicks,n_clicks,stim_i
w37a96c2,,,,,,,test,[],36.0,10967.0,"['0', '12', '13', '14', '19', '21']","['', 0, 0, 4, 4, -39, 45, 32, 1, 5, 43, 53, 1, -2, 0, 7, -27, -39, 0, 1, 12, 39, -70, 0, 0, 0, 1, 33, 18, -1, 1, 3, -4, 42]",12,,[21],1,67
w37a96c2,,,,,,,test,[],38.0,13519.0,"['0', '1', '2', '3', '8', '9']","['', -1, 4, 3, -5, 1, 10, -3, -8, 46, -38, 28, 0, -2, -1, -15, 9, 23, -17, 2, -80, -17, -43, 1, 0, 0, -2, -8, 25, -33, 7, 22, 33, -11]",13,,"[6, 9]",2,155
w37a96c2,,,,,,,test,[],30.0,13282.0,"['0', '23', '24', '25', '30', '33']","['', -1, 0, -1, -7, 16, -15, 52, 7, -28, -1, -7, -2, 2, 4, 7, -15, 34, -7, 7, 58, 4, -45, 0, 1, 5, -9, -6, 7, 14, 7, -30, -14, 32]",14,,"[5, 28, 33, 32, 31]",5,125
w37a96c2,,,,,,,test,[],62.0,16062.0,"['0', '12', '13', '14', '19', '20']","['', 1, 1, -1, 6, -26, 7, 57, 12, -10, 31, -12, -1, -3, 2, 2, 32, 26, -10, 7, 60, 74, 25, 0, 1, 0, -5, 50, 24, 5, 12, 27, -40, 40]",15,,[20],1,95
w37a96c2,,,,,,,test,[],25.0,11965.0,"['0', '23', '24', '25', '26', '29']","['', 0, 3, 3, 8, -15, 44, -34, 4, -30, -17, -47, -1, 1, 0, -11, 47, 11, 32, 6, -21, -62, -29, 1, -2, 3, -5, 13, -58, 37, 0, 28, 6, 26]",16,,"[9, 10, 29]",3,114
w37a96c2,,,,,,,test,[],25.0,20260.0,"['0', '12', '13', '14', '19', '20']","['', 1, 3, -5, -4, -25, -34, 8, 4, -23, -16, 8, 0, -2, 9, -2, 3, -20, -8, -7, 52, -59, -6, 1, -3, 2, 11, 9, 0, -1, -2, 19, -28, 10]",17,,"[17, 22, 32, 29, 9, 7, 16, 21, 20]",9,100
w37a96c2,,,,,,,test,[],27.0,15130.0,"['0', '12', '13', '14', '19', '22']","['', 2, -1, -5, -5, -27, -15, 26, -15, -65, 62, -26, 1, -4, 3, -11, -32, -45, 17, -8, -32, 22, 50, 0, 1, 3, 13, -8, -31, 59, 11, -39, 26, 13]",18,,"[9, 11, 33, 32, 22]",5,113
w37a96c2,,,,,,,test,[],16.0,14088.0,"['0', '23', '24', '25', '26', '28']","['', 1, 3, -2, 6, -40, -18, 10, 17, 24, 9, -5, -1, 1, -1, 2, -28, 4, -49, 4, 42, 29, 68, 0, 1, 2, -7, 69, 32, -8, -7, 19, 27, 4]",19,,"[21, 18, 7, 28]",4,84
w4cc6f0b,,,,,,,training,[],24.0,39137.0,"['0', '5', '6', '8']","['', -2, 8, 24, -48, 2, 4, -24, 24, -2, -8, 48, -24]",0,,"[1, 5, 9, 6, 8, 7]",6,8
w4cc6f0b,,,,,,,training,[],33.0,39718.0,"['0', '1', '2', '4']","['', 4, 8, -24, 24, -2, 4, -24, 48, 2, -8, 24, 48]",1,,"[5, 1, 9]",3,21
w4cc6f0b,,,,,,,training,[],40.0,24915.0,"['0', '9', '10', '11']","['', -4, 4, -24, -24, -4, -8, 24, -24, 4, -8, 48, -48]",2,,"[1, 5, 9, 12]",4,37
w4cc6f0b,,,,,,,training,[],16.0,78133.0,"['0', '9', '10', '11']","['', -2, 4, 48, 24, -4, 8, -48, 24, 4, -8, 24, 24]",3,,"[1, 5, 9, 11]",4,30
w4cc6f0b,,,,,,,training,[],41.0,22874.0,"['0', '5', '6', '7']","['', -4, 4, 24, -24, -2, 4, 48, -24, -4, -8, -48, 48]",4,,"[9, 1, 5, 8, 7, 3, 4, 11, 12]",9,52
w4cc6f0b,,,,,,,training,[],47.0,16099.0,"['0', '1', '2', '3']","['', 4, 4, 48, -48, -2, -8, 48, -24, -4, -8, 24, -48]",5,,"[1, 5, 9, 12, 11, 4, 3, 7, 8]",9,10
w4cc6f0b,,,,,,,training,[],32.0,16631.0,"['0', '1', '2', '4']","['', -2, -8, 24, 48, -2, 8, -24, -24, -2, -4, 24, -24]",6,,"[12, 11, 4, 3, 7, 8]",6,25
w4cc6f0b,,,,,,,training,[],52.0,15048.0,"['0', '9', '10', '12']","['', 2, -8, -24, 48, -2, -4, -24, -24, 4, 8, 24, 48]",7,,"[12, 11, 4, 3, 7, 8, 1, 9]",8,53
w4cc6f0b,,,,,,,training,[],42.0,9800.0,"['0', '9', '10', '12']","['', -4, 4, 24, 24, 2, 8, -24, 24, -4, 4, -24, 48]",8,,"[12, 11, 4, 3, 7, 8]",6,13
w4cc6f0b,,,,,,,training,[],48.0,11873.0,"['0', '9', '10', '11']","['', 2, 4, -48, -24, -4, -8, 24, -48, -2, 8, 48, -24]",9,,"[7, 8, 12, 11, 4, 3]",6,49
w94b12b9,,,,,,,training,[],41.0,31533.0,"['0', '9', '10', '11']","['', 2, 8, 24, -24, 2, -8, -24, -24, 4, -8, 48, 48]",0,,"[9, 5, 1]",3,42
w94b12b9,,,,,,,training,[],42.0,25134.0,"['0', '5', '6', '8']","['', 4, -8, 24, 24, 2, 4, 24, 48, -2, 4, 24, -48]",1,,"[9, 1, 5, 2, 10, 12, 11, 4, 3, 7, 6, 8]",12,27
w94b12b9,,,,,,,training,[],57.0,10743.0,"['0', '5', '6', '7']","['', -2, -8, -24, -24, 4, 8, 48, 24, -2, 8, -24, -48]",2,,"[9, 1, 5]",3,19
w94b12b9,,,,,,,training,[],19.0,10188.0,"['0', '1', '2', '4']","['', 2, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24]",3,,"[1, 2, 4]",3,31
w94b12b9,,,,,,,training,[],52.0,10130.0,"['0', '1', '2', '4']","['', 4, 4, -48, 48, 4, 4, -24, -24, 2, -8, 48, -24]",4,,"[1, 2, 3, 4]",4,24
w94b12b9,,,,,,,training,[],23.0,39502.0,"['0', '1', '2', '4']","['', -2, 8, -24, 24, -4, 8, 48, 24, -2, -4, 24, -48]",5,,"[1, 9, 5, 10, 2, 4, 3]",7,32
w94b12b9,,,,,,,training,[],55.0,10287.0,"['0', '1', '2', '4']","['', 4, 8, -24, 48, 2, 8, -48, -48, 2, -4, 24, -48]",6,,"[5, 9, 1, 2, 4]",5,9
w94b12b9,,,,,,,training,[],34.0,9988.0,"['0', '9', '10', '12']","['', 4, -8, -48, -48, -4, 4, 24, 24, -2, -8, -24, 48]",7,,"[9, 10, 12, 11]",4,7
w94b12b9,,,,,,,training,[],51.0,9677.0,"['0', '1', '2', '4']","['', 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24]",8,,"[5, 6, 1, 2, 4]",5,0
w94b12b9,,,,,,,training,[],24.0,12853.0,"['0', '5', '6', '8']","['', 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48]",9,,"[1, 2, 3, 4, 9, 5, 10, 12, 11, 6, 7, 8]",12,48
wd596dfb,,,,,,,training,[],32.0,62140.0,"['0', '1', '2', '4']","['', 4, -8, 24, 48, 4, -8, -24, 48, -2, -8, 24, -24]",0,,"[1, 9, 5, 4, 2, 3, 6, 7, 8, 10, 12, 11]",12,47
wd596dfb,,,,,,,training,[],10.0,45946.0,"['0', '1', '2', '4']","['', 2, -4, 24, 24, -4, 4, -24, -24, -2, 4, -24, -48]",1,,"[5, 1, 4, 3, 11, 12, 7, 8, 2, 6, 9, 10]",12,40
wd596dfb,,,,,,,training,[],32.0,33787.0,"['0', '5', '6', '8']","['', -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48]",2,,"[4, 3, 7, 8, 12, 11]",6,20
wd596dfb,,,,,,,training,[],38.0,11674.0,"['0', '9', '10', '11']","['', -4, 4, -24, -24, -4, -8, 24, -24, 4, -8, 48, -48]",3,,"[4, 3, 7, 8, 12, 11]",6,37
wd596dfb,,,,,,,training,[],55.0,11171.0,"['0', '1', '2', '4']","['', 4, 4, -48, 48, 4, 4, -24, -24, 2, -8, 48, -24]",4,,[4],1,24
wd596dfb,,,,,,,training,[],38.0,10955.0,"['0', '9', '10', '12']","['', 2, 8, 24, -24, 2, -8, -24, -24, 4, -8, 48, 48]",5,,"[4, 3, 7, 8, 12, 11]",6,42
wd596dfb,,,,,,,training,[],50.0,9500.0,"['0', '9', '10', '12']","['', 2, 4, 24, -24, 4, 8, 24, -24, 4, 4, 24, 48]",6,,"[4, 3, 7, 8, 12, 11]",6,15
wd596dfb,,,,,,,training,[],36.0,13729.0,"['0', '9', '10', '11']","['', -2, 4, -48, -24, 2, 4, 24, 24, -2, -4, 48, -24]",7,,"[4, 3, 7, 8, 12, 11]",6,1
wd596dfb,,,,,,,training,[],24.0,26311.0,"['0', '5', '6', '8']","['', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",8,,"[4, 3, 7, 8, 12, 11, 5, 6, 1, 2, 10, 9]",12,88
wd596dfb,,,,,,,training,[],42.0,11690.0,"['0', '1', '2', '3']","['', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",9,,"[4, 3, 7, 8, 12, 11, 9, 10, 1, 2]",10,5
w6db0f97,,,,,,,training,[],-48.0,127685.0,"['0', '9', '10', '11']","['', -4, -4, -24, 24, 2, -4, 24, -48, -2, 8, -48, -48]",0,,"[5, 6, 7, 8, 9, 1]",6,87
w6db0f97,,,,,,,training,[],-50.0,38772.0,"['0', '1', '2', '4']","['', 2, -4, 24, -48, -4, 4, 48, 48, 4, 4, -48, -24]",1,,[],0,16
w6db0f97,,,,,,,training,[],-42.0,54982.0,"['0', '5', '6', '7']","['', -2, -4, 48, -48, 2, 4, -48, 24, 4, 8, -48, 48]",2,,[],0,35
w6db0f97,,,,,,,training,[],-24.0,25194.0,"['0', '9', '10', '11']","['', -4, 4, 24, 24, 2, 8, -24, 24, -4, 4, -24, 48]",3,,[],0,13
w6db0f97,,,,,,,training,[],-40.0,10256.0,"['0', '1', '2', '3']","['', 4, 4, -48, 48, 4, 4, -24, -24, 2, -8, 48, -24]",4,,[],0,24
w6db0f97,,,,,,,training,[],26.0,46820.0,"['0', '5', '6', '8']","['', 2, 8, 48, 24, -2, 4, 24, 24, -2, -4, -48, -24]",5,,[],0,26
w6db0f97,,,,,,,training,[],44.0,8975.0,"['0', '9', '10', '11']","['', 2, 8, 24, -24, 2, -8, -24, -24, 4, -8, 48, 48]",6,,[],0,42
w6db0f97,,,,,,,training,[],-56.0,2724398.0,"['0', '1', '2', '3']","['', -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48]",7,,[],0,20
w6db0f97,,,,,,,training,[],46.0,19727.0,"['0', '9', '10', '12']","['', 2, 4, -48, 48, -4, 4, -48, -48, 2, -4, 24, 48]",8,,[],0,17
w6db0f97,,,,,,,training,[],-42.0,9503.0,"['0', '5', '6', '7']","['', -2, -4, 48, 24, 2, 4, -48, 48, -4, 4, 48, 24]",9,,[],0,12
w2d09e07,,,,,,,training,[],31.0,28825.0,"['0', '5', '6', '8']","['', -4, 4, 24, 24, 2, 8, -24, 24, -4, 4, -24, 48]",0,,"[5, 1, 9]",3,13
w2d09e07,,,,,,,training,[],51.0,16652.0,"['0', '1', '2', '4']","['', 2, 4, -48, 48, -4, 4, -48, -48, 2, -4, 24, 48]",1,,"[5, 1, 9]",3,17
w2d09e07,,,,,,,training,[],41.0,15183.0,"['0', '9', '10', '11']","['', -4, 4, -24, -24, -4, -8, 24, -24, 4, -8, 48, -48]",2,,"[1, 9, 5]",3,37
w2d09e07,,,,,,,training,[],15.0,13250.0,"['0', '9', '10', '12']","['', 2, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24]",3,,"[1, 5, 9]",3,31
w2d09e07,,,,,,,training,[],19.0,10950.0,"['0', '5', '6', '7']","['', -4, -4, -24, 24, 2, -4, 24, -48, -2, 8, -48, -48]",4,,"[1, 5, 9]",3,87
w2d09e07,,,,,,,training,[],-50.0,11083.0,"['0', '9', '10', '12']","['', 4, -4, -48, 24, -2, -4, 24, 48, 4, -4, 48, -48]",5,,"[5, 9]",2,29
w2d09e07,,,,,,,training,[],27.0,9363.0,"['0', '5', '6', '7']","['', -2, 4, -48, -24, 2, 4, 24, 24, -2, -4, 48, -24]",6,,"[1, 5, 9]",3,1
w2d09e07,,,,,,,training,[],-14.0,8023.0,"['0', '9', '10', '11']","['', 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48]",7,,"[5, 9]",2,3
w2d09e07,,,,,,,training,[],19.0,8328.0,"['0', '1', '2', '3']","['', 2, -4, 24, -48, -2, -8, 24, -48, 2, 4, 24, -48]",8,,"[9, 1, 5]",3,34
w2d09e07,,,,,,,training,[],-15.0,9788.0,"['0', '1', '2', '3']","['', 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48]",9,,"[9, 5, 1]",3,48
w8849c6d,,,,,,,training,"[3, 2, 0, 0, 3, 2, 2, 2, 0]",28.0,57567.0,"['0', '5', '6', '7']","['', 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48]",0,,"[5, 4, 7, 8, 9, 12, 11, 3]",8,44
w8849c6d,,,,,,,training,"[0, 0, 3, 0, 0, 0, 0, 0]",41.0,37784.0,"['0', '1', '2', '3']","['', -4, 4, 48, -48, -4, 4, -24, 24, -4, -8, 24, 24]",1,,"[7, 8, 5, 12, 11, 4, 3]",7,23
w8849c6d,,,,,,,training,"[0, 0]",37.0,15488.0,"['0', '5', '6', '7']","['', 4, 4, 48, -48, -2, -8, 48, -24, -4, -8, 24, -48]",2,,[7],1,10
w8849c6d,,,,,,,training,"[0, 0, 0, 0, 0]",40.0,15106.0,"['0', '9', '10', '11']","['', -4, 4, -24, -24, -4, -8, 24, -24, 4, -8, 48, -48]",3,,"[7, 8, 12, 11]",4,37
w8849c6d,,,,,,,training,"[0, 0, 0, 0, 0, 0, 0]",44.0,14531.0,"['0', '1', '2', '3']","['', -2, 4, 48, 24, -4, 8, -48, 24, 4, -8, 24, 24]",4,,"[7, 8, 12, 11, 4, 3]",6,30
w8849c6d,,,,,,,training,"[0, 0, 0]",38.0,11636.0,"['0', '5', '6', '7']","['', -4, -8, -48, -48, -4, -4, 48, 24, 4, 4, 48, -48]",5,,"[8, 7]",2,50
w8849c6d,,,,,,,training,"[0, 0]",53.0,9541.0,"['0', '5', '6', '8']","['', -4, -8, 24, -24, -2, 8, 24, 48, 4, -4, 24, -48]",6,,[8],1,38
w8849c6d,,,,,,,training,"[0, 0, 0, 0]",43.0,12626.0,"['0', '1', '2', '3']","['', 2, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24]",7,,"[8, 7, 3]",3,31
w8849c6d,,,,,,,training,"[0, 0]",53.0,9627.0,"['0', '5', '6', '8']","['', 2, -4, 24, -24, -2, 8, 24, 48, 4, -4, 48, 48]",8,,[8],1,51
w8849c6d,,,,,,,training,"[0, 0, 0]",52.0,11236.0,"['0', '5', '6', '7']","['', 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48]",9,,"[8, 7]",2,3
w0175c05,,,,,,,training,[],-13.0,44018.0,"['0', '5', '6', '8']","['', 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48]",0,,[5],1,44
w0175c05,,,,,,,training,[],17.0,28818.0,"['0', '9', '10', '12']","['', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",1,,"[1, 9, 5]",3,88
w0175c05,,,,,,,training,[],51.0,17579.0,"['0', '9', '10', '12']","['', -2, -4, 48, -48, 2, 4, -48, 24, 4, 8, -48, 48]",2,,"[5, 6, 8, 7, 4, 12, 11, 10, 9]",9,35
w0175c05,,,,,,,training,[],19.0,43920.0,"['0', '1', '2', '4']","['', -2, 8, -24, 24, -4, 8, 48, 24, -2, -4, 24, -48]",3,,"[3, 8, 12, 11, 4, 9, 5, 6, 10, 1, 2]",11,32
w0175c05,,,,,,,training,[],42.0,11916.0,"['0', '9', '10', '11']","['', -2, -8, -48, -48, -4, -8, 24, 24, 4, -4, 48, -24]",4,,"[7, 8, 3, 4, 11, 12]",6,131
w0175c05,,,,,,,training,[],34.0,8345.0,"['0', '5', '6', '8']","['', -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48]",5,,"[4, 11, 12, 8]",4,20
w0175c05,,,,,,,training,[],42.0,9346.0,"['0', '9', '10', '11']","['', -4, 4, -24, -24, -4, -8, 24, -24, 4, -8, 48, -48]",6,,"[4, 11]",2,37
w0175c05,,,,,,,training,[],31.0,9488.0,"['0', '5', '6', '8']","['', 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48]",7,,"[4, 11, 12, 8, 7]",5,48
w0175c05,,,,,,,training,[],48.0,10808.0,"['0', '5', '6', '7']","['', -4, 4, 24, -24, -2, 4, 48, -24, -4, -8, -48, 48]",8,,"[3, 7]",2,52
w0175c05,,,,,,,training,[],48.0,9865.0,"['0', '5', '6', '8']","['', 4, -8, 24, 24, 2, 4, 24, 48, -2, 4, 24, -48]",9,,"[4, 11, 3, 7, 8, 12]",6,27
w6b1b7c5,,,,,,,test,[],31.0,21491.0,"['0', '1', '2', '3', '4', '6']","['', 1, -4, 0, -9, 17, 58, -17, 12, -30, 70, -26, 0, 1, -6, 12, -34, 20, -41, 1, 0, -12, 16, -1, 3, 1, -22, 64, 14, 50, -1, -72, -13, -39]",0,,"[1, 23, 12, 5, 6]",5,115
w6b1b7c5,,,,,,,test,[],7.0,23393.0,"['0', '12', '13', '14', '19', '21']","['', 0, 2, -4, -1, 46, -20, -65, -16, -80, -68, -13, 1, -1, 1, -1, 0, -5, -6, 4, -38, 32, 29, 0, 2, -3, -4, 5, -6, -14, -5, -18, 30, -62]",1,,"[31, 23, 1, 12, 16, 17, 20, 21, 18, 22]",10,111
w6b1b7c5,,,,,,,test,[],43.0,26519.0,"['0', '1', '2', '3', '4', '7']","['', 1, 1, -1, 6, -26, 7, 57, 12, -10, 31, -12, -1, -3, 2, 2, 32, 26, -10, 7, 60, 74, 25, 0, 1, 0, -5, 50, 24, 5, 12, 27, -40, 40]",2,,"[6, 5, 1, 9, 11, 10, 7]",7,95
w6b1b7c5,,,,,,,test,[],2.0,20693.0,"['0', '23', '24', '25', '30', '32']","['', 1, -1, -3, -3, -34, 1, -32, -7, 10, -18, -7, 2, 1, 5, 4, 19, -43, -18, -2, -14, -6, 5, 0, 1, -1, 9, 0, -19, -40, -6, -8, 38, -41]",3,,"[28, 27, 29, 31, 32, 33, 30, 25, 24, 23]",10,133
w6b1b7c5,,,,,,,test,[],22.0,15997.0,"['0', '23', '24', '25', '26', '29']","['', -1, -1, 0, -9, 8, 53, 24, -2, -28, -24, 54, 0, -1, 1, 17, 4, 20, 10, -3, -37, -11, -7, 1, 2, 4, 2, 28, -24, 40, 4, -10, 16, -2]",4,,"[1, 12, 23, 28, 29, 27, 31, 32, 33]",9,75
w6b1b7c5,,,,,,,test,[],11.0,20632.0,"['0', '23', '24', '25', '26', '27']","['', 1, -3, 4, 10, -9, 11, -18, 2, 5, -12, -1, -1, 1, -3, 3, 9, -25, -13, 3, 44, -20, -4, 0, -4, -1, 6, 25, -15, 17, -2, 11, 30, -21]",5,,"[30, 26, 27, 28, 29]",5,122
w6b1b7c5,,,,,,,test,[],-8.0,16584.0,"['0', '1', '2', '3', '8', '9']","['', 1, -2, -1, 5, 11, -3, -31, 1, 23, -23, 2, 2, 1, 2, -8, -18, -10, -27, -10, -50, -7, 27, 1, 1, 4, -7, -22, -8, -29, 2, -21, 36, -28]",6,,"[16, 17, 18, 20, 21, 22, 8, 9, 11, 10]",10,80
w6b1b7c5,,,,,,,test,[],50.0,13273.0,"['0', '12', '13', '14', '15', '16']","['', 0, 1, 2, 0, -19, 5, 18, 0, 4, -5, 29, 0, 0, 2, 6, 48, 22, 19, -12, 19, 73, -27, -1, 0, 4, 4, -15, -1, 33, 5, 78, 32, 11]",7,,"[15, 16]",2,149
w6b1b7c5,,,,,,,test,[],11.0,16150.0,"['0', '12', '13', '14', '19', '22']","['', 0, 0, 3, 4, -89, 19, 10, 0, -15, 27, -13, 2, 1, 9, -6, -56, 23, 27, 0, -49, -14, 20, 0, 0, -1, -7, -17, -46, 57, -4, 15, -33, 25]",8,,"[26, 30, 19, 21, 20, 22, 16]",7,152
w6b1b7c5,,,,,,,test,[],13.0,11666.0,"['0', '1', '2', '3', '4', '7']","['', 1, 4, -1, 10, -14, -16, 14, -9, -42, 31, -63, 0, -1, -1, -11, -65, -21, -37, -3, 3, -24, -34, 0, -2, -4, -2, 9, 67, 52, -10, -42, 2, 18]",9,,"[15, 4, 6, 5, 7]",5,94
w6b1b7c5,,,,,,,test,[],10.0,11876.0,"['0', '23', '24', '25', '26', '27']","['', 0, 1, -2, 6, -2, -22, 3, -12, -59, 11, -57, -1, 2, 1, -7, 0, -46, -36, -1, 19, -1, -3, -1, 0, 3, 9, 11, 4, 11, 4, -15, -12, -21]",10,,"[26, 28, 27, 29]",4,81
w6b1b7c5,,,,,,,test,[],32.0,13187.0,"['0', '1', '2', '3', '8', '9']","['', -1, -2, -6, 7, -14, 35, -26, 5, 45, -3, -36, 0, 3, 3, -3, -56, 23, 52, 13, 14, -6, -25, -1, -3, 9, 0, 76, -2, -52, 15, -28, -14, 53]",11,,"[11, 10, 9]",3,158
w6b1b7c5,,,,,,,test,[],-17.0,16388.0,"['0', '23', '24', '25', '26', '29']","['', 1, 0, -3, -11, 18, -61, -15, -4, -5, 19, -20, 0, -2, 0, 5, -11, 12, 3, -3, -2, -6, -63, -1, 1, -8, 9, -45, 1, 15, -5, 37, -44, 29]",12,,"[15, 17, 16, 18, 19, 4, 8, 26, 28, 27, 29]",11,76
w6b1b7c5,,,,,,,test,[],19.0,9765.0,"['0', '23', '24', '25', '30', '32']","['', 0, 1, 7, -1, -39, -38, -21, -13, 26, -16, -10, 0, -3, -3, 5, 20, -14, 58, -10, -11, -7, -89, 2, 1, -4, 16, 19, 14, -19, 1, -49, 25, -12]",13,,"[31, 32]",2,97
w6b1b7c5,,,,,,,test,[],36.0,14990.0,"['0', '12', '13', '14', '19', '20']","['', -1, -2, 1, 3, 10, -18, -26, 1, -13, 33, 37, 0, -3, 1, -5, 26, 22, -34, 8, 45, 12, 20, -1, -2, 5, 2, -3, -2, 24, -2, -16, -10, -5]",14,,"[15, 19, 21, 20, 22]",5,105
w6b1b7c5,,,,,,,test,[],39.0,10504.0,"['0', '1', '2', '3', '8', '10']","['', 1, 2, 2, 9, -14, -2, 43, 16, -53, 30, -40, 0, -1, 1, -2, 13, 21, -11, 5, -9, 22, 38, 0, 0, -7, -6, -20, -5, -45, -10, -2, 7, 32]",15,,"[8, 9, 11, 10]",4,110
w6b1b7c5,,,,,,,test,[],40.0,15300.0,"['0', '1', '2', '3', '4', '5']","['', 0, 0, 2, 6, 41, -4, -73, -1, 11, -6, -5, -2, 1, -1, -12, -28, -28, 19, 4, 48, 21, -43, -1, 2, 6, -2, 18, -48, -62, -9, -11, -17, -7]",16,,"[4, 6, 5]",3,145
w6b1b7c5,,,,,,,test,[],11.0,13952.0,"['0', '12', '13', '14', '15', '17']","['', 1, -3, 4, 7, 45, -19, 6, 7, 10, -14, 10, 0, 2, -3, 3, 9, 24, -2, 1, -2, 1, 0, 0, 6, -3, -9, -25, -23, 0, 11, 54, 8, -80]",17,,"[15, 19, 17, 16, 18]",5,138
w6b1b7c5,,,,,,,test,[],-6.0,14920.0,"['0', '23', '24', '25', '26', '28']","['', 1, -2, 2, 17, -47, -27, -28, -2, 52, 0, -22, 1, -1, 4, 2, 44, -21, 97, 7, 21, -2, -23, -1, 0, -3, 2, -26, 20, 31, -6, 38, -8, 37]",18,,"[8, 4, 5, 6, 7, 26, 27, 28]",8,140
w6b1b7c5,,,,,,,test,[],5.0,18881.0,"['0', '23', '24', '25', '30', '32']","['', -1, 4, 3, -5, 1, 10, -3, -8, 46, -38, 28, 0, -2, -1, -15, 9, 23, -17, 2, -80, -17, -43, 1, 0, 0, -2, -8, 25, -33, 7, 22, 33, -11]",19,,"[15, 19, 22, 21, 20, 4, 8, 26, 30, 31, 32, 33]",12,155
w3013d26,,,,,,,test,[],27.0,34889.0,"['0', '1', '2', '3', '8', '9']","['', 0, 2, 1, 2, 9, -23, 27, 12, 24, 28, -28, -1, -3, 5, -2, 45, -25, -14, 1, 29, 2, 7, 0, 0, -4, 1, -6, -2, 16, -5, -3, -10, 13]",0,,"[29, 17, 9, 21]",4,156
w3013d26,,,,,,,test,[],24.0,13367.0,"['0', '1', '2', '3', '4', '5']","['', -1, -1, 4, -6, 37, 17, -50, 1, -47, 30, -54, -2, -2, -3, 11, -1, 9, 34, -6, -19, -27, 25, 2, 1, -2, -4, -36, 23, -34, -2, -37, -61, -81]",1,,"[17, 29, 5]",3,73
w3013d26,,,,,,,test,[],43.0,18342.0,"['0', '1', '2', '3', '4', '6']","['', 0, 3, 3, 8, -15, 44, -34, 4, -30, -17, -47, -1, 1, 0, -11, 47, 11, 32, 6, -21, -62, -29, 1, -2, 3, -5, 13, -58, 37, 0, 28, 6, 26]",2,,"[33, 20, 29, 17, 9]",5,114
w3013d26,,,,,,,test,[],42.0,13664.0,"['0', '23', '24', '25', '26', '27']","['', 1, -4, 0, -9, 17, 58, -17, 12, -30, 70, -26, 0, 1, -6, 12, -34, 20, -41, 1, 0, -12, 16, -1, 3, 1, -22, 64, 14, 50, -1, -72, -13, -39]",3,,[27],1,115
w3013d26,,,,,,,test,[],-8.0,28316.0,"['0', '1', '2', '3', '8', '9']","['', 1, -2, -1, 5, 11, -3, -31, 1, 23, -23, 2, 2, 1, 2, -8, -18, -10, -27, -10, -50, -7, 27, 1, 1, 4, -7, -22, -8, -29, 2, -21, 36, -28]",4,,"[17, 5, 29, 21, 20, 33, 9, 11, 27, 16]",10,80
w3013d26,,,,,,,test,[],79.0,12080.0,"['0', '23', '24', '25', '26', '28']","['', 1, 2, -2, 7, -18, 63, -43, -14, -53, -28, -36, 2, -1, -5, 9, -19, -40, 28, 5, -14, 45, 4, 2, 1, 6, 1, -39, 78, -17, -2, -22, -7, 8]",5,,"[22, 31, 28]",3,79
w3013d26,,,,,,,test,[],29.0,18225.0,"['0', '23', '24', '25', '26', '28']","['', 1, -1, 5, 3, 19, -35, 5, 6, -31, -9, 1, -1, 1, 3, -7, 11, -42, -1, -13, 36, 13, -1, -1, 3, 8, -15, 40, 52, 11, -10, 28, -6, -19]",6,,"[28, 18, 10, 7, 9, 5]",6,69
w3013d26,,,,,,,test,[],25.0,19748.0,"['0', '23', '24', '25', '26', '27']","['', 0, 0, -1, 8, 31, 23, 106, -5, -12, -32, 14, -1, -5, -5, 1, 32, -50, -20, -1, -23, 17, 0, 0, -1, 6, 0, 41, -14, 19, -5, -30, -23, -1]",7,,"[16, 5, 9, 27, 33, 21, 20]",7,118
w3013d26,,,,,,,test,[],14.0,16315.0,"['0', '1', '2', '3', '8', '11']","['', 0, 2, -7, 2, -4, 0, -28, -10, -15, -8, 47, 0, 0, 3, -13, 23, 29, 29, -3, -40, -32, 8, 1, 3, 6, 7, 1, 8, -8, 8, 19, 7, -40]",8,,"[5, 9, 11, 6, 7, 10]",6,124
w3013d26,,,,,,,test,[],-8.0,36578.0,"['0', '1', '2', '3', '4', '5']","['', 0, 2, -4, -1, 46, -20, -65, -16, -80, -68, -13, 1, -1, 1, -1, 0, -5, -6, 4, -38, 32, 29, 0, 2, -3, -4, 5, -6, -14, -5, -18, 30, -62]",9,,"[18, 16, 17, 22, 21, 20, 33, 31, 32, 29, 27, 28, 9, 11, 5, 6, 7]",17,111
