wid,stimulus,button_pressed,view_history,questions,responses,correct,block,delays,score,trial_time,path,state_rewards,trial_index,key_press,clicks,n_clicks,stim_i
w9c48e6a,,,,,,,test,[],6.0,14255.0,"['0', '23', '24', '25', '30', '33']","['', 0, 4, 5, 13, -13, -29, -34, -1, -40, -20, -14, 1, -1, -6, -4, 6, 18, -29, 5, 44, 16, 8, 0, -1, -8, 5, -11, 5, 16, -6, 33, 4, 48]",2,,"[9, 11, 7, 6, 29, 28, 27, 33, 32]",9,66
w9c48e6a,,,,,,,test,[],-1.0,15252.0,"['0', '1', '2', '3', '8', '11']","['', 0, 2, -7, 2, -4, 0, -28, -10, -15, -8, 47, 0, 0, 3, -13, 23, 29, 29, -3, -40, -32, 8, 1, 3, 6, 7, 1, 8, -8, 8, 19, 7, -40]",3,,"[20, 21, 22, 17, 16, 18, 6, 5, 3, 9, 11]",11,124
w9c48e6a,,,,,,,test,[],52.0,11575.0,"['0', '23', '24', '25', '26', '27']","['', -1, 1, 2, 8, -7, -10, -19, 12, 32, -1, 21, -1, 4, -2, -3, -12, 54, 5, 9, -4, -39, 25, -1, -3, -2, 5, 56, -44, -70, 7, 10, -18, 13]",4,,[27],1,106
w9c48e6a,,,,,,,test,[],-34.0,25875.0,"['0', '12', '13', '14', '19', '20']","['', 0, 1, -2, 6, -2, -22, 3, -12, -59, 11, -57, -1, 2, 1, -7, 0, -46, -36, -1, 19, -1, -3, -1, 0, 3, 9, 11, 4, 11, 4, -15, -12, -21]",5,,"[11, 10, 9, 29, 27, 28, 33, 32, 31, 21, 22, 20, 17, 16, 18, 6, 5, 7]",18,81
w9c48e6a,,,,,,,test,[],25.0,11904.0,"['0', '23', '24', '25', '30', '33']","['', -1, 0, -1, -2, -34, -30, -34, 2, 66, -4, -44, 1, -2, 2, -4, 3, 110, -24, -5, 12, -1, -13, -1, 1, 4, -8, -36, 59, -46, 6, 14, -35, 24]",6,,"[29, 33, 32]",3,153
w9c48e6a,,,,,,,test,[],14.0,11169.0,"['0', '23', '24', '25', '26', '28']","['', -1, -1, 4, -6, 37, 17, -50, 1, -47, 30, -54, -2, -2, -3, 11, -1, 9, 34, -6, -19, -27, 25, 2, 1, -2, -4, -36, 23, -34, -2, -37, -61, -81]",7,,"[11, 28]",2,73
w9c48e6a,,,,,,,test,[],21.0,10800.0,"['0', '12', '13', '14', '19', '22']","['', 0, -3, 1, -2, -24, 51, 2, 0, -8, -13, 6, 0, 6, -4, 1, -15, -22, -21, 0, 30, 38, 22, 0, 4, 7, 14, -15, 20, 23, 5, 18, 18, -10]",8,,[22],1,93
w9c48e6a,,,,,,,test,[],69.0,8482.0,"['0', '1', '2', '3', '4', '5']","['', 0, 1, 6, 0, 65, -20, -17, 3, -11, 38, -21, 1, 0, 10, -4, -6, 5, -70, 5, 15, 3, -49, -2, 1, 5, 13, -29, -33, -9, -16, -19, 27, 52]",9,,[5],1,109
w9c48e6a,,,,,,,test,[],57.0,10831.0,"['0', '1', '2', '3', '8', '9']","['', 0, -2, 2, -2, -20, -29, -2, -5, 65, 51, -9, 1, 2, -1, 15, 30, -3, -58, -8, 10, -14, -1, -1, 0, -2, -12, -11, -18, -50, 11, -2, -10, 24]",10,,[9],1,157
w9c48e6a,,,,,,,test,[],33.0,10349.0,"['0', '23', '24', '25', '26', '27']","['', -1, -2, 6, 13, -11, 17, 0, 0, 31, 14, 11, 0, 2, -1, 0, 7, -38, -10, -3, 3, -36, -38, 2, 2, 4, 15, 13, -3, 15, -15, -35, 24, 1]",11,,[27],1,117
w9c48e6a,,,,,,,test,[],13.0,11143.0,"['0', '1', '2', '3', '8', '11']","['', 0, -3, -2, -9, 14, -20, 25, 4, -8, 3, 29, 0, 2, 0, 2, 26, 43, 17, 0, 23, -49, 52, -1, 2, -2, 4, -4, 10, -26, -17, 13, -19, -21]",12,,"[29, 33, 32, 9, 11]",5,134
w9c48e6a,,,,,,,test,[],11.0,11961.0,"['0', '1', '2', '3', '4', '7']","['', 2, -1, -5, -5, -27, -15, 26, -15, -65, 62, -26, 1, -4, 3, -11, -32, -45, 17, -8, -32, 22, 50, 0, 1, 3, 13, -8, -31, 59, 11, -39, 26, 13]",13,,"[6, 7]",2,113
w9c48e6a,,,,,,,test,[],36.0,10007.0,"['0', '12', '13', '14', '19', '20']","['', 0, 3, 2, -13, 127, 21, 3, -11, 3, -15, 21, 0, 4, 1, 4, 12, -5, -6, 9, 25, -20, -36, 0, 2, 0, 14, -25, 5, -81, -5, -10, 16, 55]",14,,[20],1,107
w9c48e6a,,,,,,,test,[],5.0,11979.0,"['0', '1', '2', '3', '4', '5']","['', 1, 3, 3, 0, 13, 40, -4, 6, -24, 12, -41, -1, 4, 1, 9, -86, -8, -6, -4, 4, -28, 40, 1, -2, 2, 3, 52, 34, -36, -6, 32, -42, 19]",15,,"[21, 32, 29, 16, 5]",5,150
w9c48e6a,,,,,,,test,[],-4.0,13482.0,"['0', '23', '24', '25', '30', '33']","['', -1, -4, -1, -2, -3, 42, 4, 17, 12, -35, 36, 0, -1, 1, 1, -50, -27, 37, 1, 20, 33, 57, -1, -1, -4, -5, -29, 0, -3, 5, -38, -21, 12]",16,,"[28, 29, 27, 32, 33]",5,136
w9c48e6a,,,,,,,test,[],31.0,10259.0,"['0', '12', '13', '14', '19', '21']","['', -1, 1, 3, -5, 17, -37, 26, 0, -6, -3, 28, 1, 1, 1, 1, 20, 7, 22, -2, -78, 33, 70, 0, 0, -1, -1, 1, -36, -17, -8, 8, -9, 16]",17,,[21],1,128
w9c48e6a,,,,,,,test,[],44.0,9424.0,"['0', '1', '2', '3', '4', '6']","['', -1, 2, -2, 14, 15, 34, -1, 0, 14, -1, 51, -1, 1, -2, 7, -58, 41, -10, -10, 23, -6, 9, 1, -2, -3, 1, 18, -23, -25, 6, 31, 45, -9]",18,,[6],1,148
w9c48e6a,,,,,,,test,[],6.0,10147.0,"['0', '23', '24', '25', '30', '33']","['', 1, 2, -2, 7, -18, 63, -43, -14, -53, -28, -36, 2, -1, -5, 9, -19, -40, 28, 5, -14, 45, 4, 2, 1, 6, 1, -39, 78, -17, -2, -22, -7, 8]",19,,"[11, 20, 33]",3,79
w3806f41,,,,,,,training,[],53.0,12605.0,"['0', '1', '2', '4']","['', 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24]",0,,"[9, 5, 1]",3,0
w3806f41,,,,,,,training,[],-31.0,10201.0,"['0', '9', '10', '11']","['', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",1,,"[9, 1, 5]",3,88
w3806f41,,,,,,,training,[],27.0,13961.0,"['0', '5', '6', '8']","['', 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48]",2,,"[9, 1, 5, 11, 12, 4, 3, 7, 8]",9,48
w3806f41,,,,,,,training,[],39.0,11764.0,"['0', '9', '10', '11']","['', 4, -4, -48, 24, -2, -4, 24, 48, 4, -4, 48, -48]",3,,"[1, 9, 5, 3, 4, 12, 11, 7, 8]",9,29
w3806f41,,,,,,,training,[],40.0,9763.0,"['0', '1', '2', '3']","['', 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48]",4,,"[7, 8, 11, 12, 4, 3, 1, 9]",8,22
w3806f41,,,,,,,training,[],49.0,9997.0,"['0', '1', '2', '3']","['', 2, 8, 48, -24, -4, -4, -48, 24, -4, -8, -48, -24]",5,,"[11, 10, 12, 8, 6, 7, 4, 2, 3]",9,14
w3806f41,,,,,,,training,[],52.0,9551.0,"['0', '9', '10', '11']","['', -4, -8, -48, -48, -4, -4, 48, 24, 4, 4, 48, -48]",6,,"[11, 10, 12, 9]",4,50
w3806f41,,,,,,,training,[],36.0,9870.0,"['0', '9', '10', '12']","['', 2, 8, 24, -24, 2, -8, -24, -24, 4, -8, 48, 48]",7,,"[4, 3, 7, 8, 12, 11, 10, 9]",8,42
w3806f41,,,,,,,training,[],40.0,11037.0,"['0', '5', '6', '8']","['', 4, 8, -24, 24, -2, 4, -24, 48, 2, -8, 24, 48]",8,,"[7, 8, 3, 4, 11, 12, 9, 5, 6, 10]",10,21
w3806f41,,,,,,,training,[],35.0,12057.0,"['0', '9', '10', '11']","['', 4, -4, -24, 24, 2, 4, -24, -48, 4, -8, 48, -48]",9,,"[2, 6, 10, 12, 8, 7, 4, 3, 11]",9,6
w9a87a96,,,,,,,training,[],45.0,19523.0,"['0', '9', '10', '11']","['', -2, -8, -48, -48, -4, -8, 24, 24, 4, -4, 48, -24]",0,,"[9, 1, 5]",3,131
w9a87a96,,,,,,,training,[],9.0,32892.0,"['0', '9', '10', '12']","['', -2, 4, 24, -24, -4, 4, -24, 24, -4, -8, -24, 24]",1,,"[9, 1, 5]",3,2
w9a87a96,,,,,,,training,[],-21.0,11402.0,"['0', '1', '2', '3']","['', 2, 4, -24, 24, 4, 8, -48, -48, -4, -4, -48, -24]",2,,"[9, 1, 5]",3,45
w9a87a96,,,,,,,training,[],-33.0,73725.0,"['0', '5', '6', '7']","['', 2, 4, -24, -48, -2, -4, -24, -24, -2, 8, 24, -24]",3,,"[9, 1, 5]",3,132
w9a87a96,,,,,,,training,[],53.0,9752.0,"['0', '9', '10', '11']","['', -4, 8, 48, -24, -2, -4, 24, -48, 4, 4, 48, -48]",4,,"[9, 1, 5]",3,41
w9a87a96,,,,,,,training,[],57.0,10195.0,"['0', '9', '10', '12']","['', 2, -8, -24, 48, -2, -4, -24, -24, 4, 8, 24, 48]",5,,"[9, 1, 5]",3,53
w9a87a96,,,,,,,training,[],-15.0,26648.0,"['0', '1', '2', '3']","['', 4, 8, -24, 24, -2, 4, -24, 48, 2, -8, 24, 48]",6,,"[9, 1, 5]",3,21
w9a87a96,,,,,,,training,[],-39.0,79376.0,"['0', '9', '10', '12']","['', 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48]",7,,"[9, 1, 5]",3,3
w9a87a96,,,,,,,training,[],-43.0,10775.0,"['0', '1', '2', '3']","['', 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24]",8,,"[9, 1, 5]",3,0
w9a87a96,,,,,,,training,[],-45.0,85723.0,"['0', '1', '2', '3']","['', 2, 4, -48, -24, -4, -8, 24, -48, -2, 8, 48, -24]",9,,"[9, 1, 5]",3,49
we2adf14,,,,,,,training,[],28.0,29304.0,"['0', '9', '10', '11']","['', 2, -4, -24, -24, 4, -8, -48, -48, -4, -4, 48, 48]",0,,"[5, 9, 1, 7, 6, 8, 12, 10, 11, 2, 4, 3]",12,121
we2adf14,,,,,,,training,[],27.0,17444.0,"['0', '5', '6', '8']","['', -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48]",1,,"[9, 5, 6, 7, 8, 12, 10, 11, 4, 2, 3]",11,20
we2adf14,,,,,,,training,[],44.0,16520.0,"['0', '9', '10', '11']","['', -4, -8, -48, -48, -4, -4, 48, 24, 4, 4, 48, -48]",2,,"[5, 6, 8, 7, 9, 10, 12, 11, 4, 2, 3, 1]",12,50
we2adf14,,,,,,,training,[],18.0,15702.0,"['0', '1', '2', '4']","['', 2, 4, -24, 24, 4, 8, -48, -48, -4, -4, -48, -24]",3,,"[10, 11, 12, 9, 5, 6, 7, 8, 4, 1, 2, 3]",12,45
we2adf14,,,,,,,training,[],24.0,21685.0,"['0', '5', '6', '8']","['', 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48]",4,,"[9, 10, 11, 12, 5, 6, 7, 8, 1, 2, 3, 4]",12,48
we2adf14,,,,,,,training,[],46.0,15187.0,"['0', '1', '2', '3']","['', 2, 8, 48, 24, -2, 4, 24, 24, -2, -4, -48, -24]",5,,"[5, 6, 8, 7, 9, 10, 11, 12, 1, 2, 3, 4]",12,26
we2adf14,,,,,,,training,[],42.0,17569.0,"['0', '9', '10', '11']","['', 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48]",6,,"[5, 6, 7, 8, 9, 10, 11, 12, 1, 2, 3, 4]",12,44
we2adf14,,,,,,,training,[],14.0,25571.0,"['0', '1', '2', '4']","['', -2, 4, -24, 24, -2, -4, -48, -48, 4, -8, 24, 24]",7,,"[9, 10, 11, 12, 5, 6, 8, 7, 1, 2, 3, 4]",12,43
we2adf14,,,,,,,training,[],40.0,30764.0,"['0', '1', '2', '3']","['', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",8,,"[5, 6, 8, 7, 1, 2, 4, 3, 9, 10, 11, 12]",12,5
we2adf14,,,,,,,training,[],10.0,20972.0,"['0', '5', '6', '7']","['', -4, -4, -24, 24, 2, -4, 24, -48, -2, 8, -48, -48]",9,,"[5, 6, 8, 7, 1, 2, 3, 4, 11, 10, 12, 9]",12,87
w4cdd8c7,,,,,,,test,[],43.0,49309.0,"['0', '23', '24', '25', '26', '29']","['', -1, -1, 0, -9, 8, 53, 24, -2, -28, -24, 54, 0, -1, 1, 17, 4, 20, 10, -3, -37, -11, -7, 1, 2, 4, 2, 28, -24, 40, 4, -10, 16, -2]",0,,"[1, 23]",2,75
w4cdd8c7,,,,,,,test,[],2.0,22211.0,"['0', '12', '13', '14', '19', '21']","['', -3, 2, 1, -2, -4, -8, 14, -1, -57, -6, 72, 0, 1, -2, 1, 6, -8, 28, -7, -4, 16, -9, -1, 1, -4, -4, -27, -4, -14, -4, 22, 56, -11]",1,,"[1, 12]",2,104
w4cdd8c7,,,,,,,test,[],62.0,16168.0,"['0', '12', '13', '14', '15', '16']","['', -2, 2, 0, 17, -42, 2, 12, 10, -14, 3, -69, -1, 1, 4, -2, 66, 56, -2, -19, -57, -25, 36, 0, -4, -1, 13, -12, -24, 66, 0, -15, 11, 1]",2,,"[1, 23]",2,147
w4cdd8c7,,,,,,,test,[],-31.0,12467.0,"['0', '1', '2', '3', '8', '11']","['', 1, 3, 3, 0, 13, 40, -4, 6, -24, 12, -41, -1, 4, 1, 9, -86, -8, -6, -4, 4, -28, 40, 1, -2, 2, 3, 52, 34, -36, -6, 32, -42, 19]",3,,[1],1,150
w4cdd8c7,,,,,,,test,[],42.0,11478.0,"['0', '12', '13', '14', '19', '20']","['', -1, -2, 1, 3, 10, -18, -26, 1, -13, 33, 37, 0, -3, 1, -5, 26, 22, -34, 8, 45, 12, 20, -1, -2, 5, 2, -3, -2, 24, -2, -16, -10, -5]",4,,"[12, 23, 1]",3,105
w4cdd8c7,,,,,,,test,[],-13.0,15247.0,"['0', '12', '13', '14', '15', '18']","['', 0, -6, -2, -8, 22, -15, -11, 11, -34, 10, -61, 0, 1, 3, -7, 10, 10, -1, 1, 15, 13, -32, -1, 5, 8, -11, 14, 20, 24, 1, -30, -6, -16]",5,,"[12, 23, 1]",3,151
w4cdd8c7,,,,,,,test,[],-24.0,10596.0,"['0', '23', '24', '25', '26', '28']","['', 0, 2, 4, 7, -3, 37, -2, 4, 33, 26, 57, 0, -3, -5, 11, -11, 12, -27, 8, -12, 47, -17, 1, 1, -3, 9, -29, -26, 23, -5, -19, -11, -32]",6,,"[1, 23]",2,139
w4cdd8c7,,,,,,,test,[],21.0,10743.0,"['0', '1', '2', '3', '4', '5']","['', 1, -1, 5, 3, 19, -35, 5, 6, -31, -9, 1, -1, 1, 3, -7, 11, -42, -1, -13, 36, 13, -1, -1, 3, 8, -15, 40, 52, 11, -10, 28, -6, -19]",7,,"[1, 23]",2,69
w4cdd8c7,,,,,,,test,[],8.0,13322.0,"['0', '23', '24', '25', '30', '31']","['', 1, 3, -5, -4, -25, -34, 8, 4, -23, -16, 8, 0, -2, 9, -2, 3, -20, -8, -7, 52, -59, -6, 1, -3, 2, 11, 9, 0, -1, -2, 19, -28, 10]",8,,"[12, 23, 1]",3,100
w4cdd8c7,,,,,,,test,[],38.0,11865.0,"['0', '12', '13', '14', '19', '21']","['', 0, 2, 1, 5, 2, 47, -64, 3, -10, -31, -26, -1, 1, -4, -1, 9, -37, 36, 19, -22, 29, -10, 1, 0, 9, -3, 25, 19, -35, -17, 19, 27, -17]",9,,"[1, 12]",2,119
w4cdd8c7,,,,,,,test,[],-46.0,14015.0,"['0', '23', '24', '25', '26', '27']","['', -1, -4, -1, -2, -3, 42, 4, 17, 12, -35, 36, 0, -1, 1, 1, -50, -27, 37, 1, 20, 33, 57, -1, -1, -4, -5, -29, 0, -3, 5, -38, -21, 12]",10,,"[23, 12]",2,136
w4cdd8c7,,,,,,,test,[],35.0,10496.0,"['0', '12', '13', '14', '19', '22']","['', -1, 1, 2, 3, -24, 1, 39, -1, 14, 53, 61, 2, 0, 0, -1, -16, -5, -45, 5, -9, 36, 34, 1, -2, -1, -6, -50, -21, -25, 9, -88, 16, -8]",11,,"[12, 1]",2,55
w4cdd8c7,,,,,,,test,[],-24.0,10320.0,"['0', '1', '2', '3', '4', '6']","['', 0, 1, -6, -9, 23, -1, -7, -1, 16, -19, 16, -1, -1, 4, 9, -35, 27, -33, 6, -61, -36, -16, 0, 3, 4, 13, 39, -9, -9, 9, 1, -5, -43]",12,,"[12, 23, 1]",3,116
w4cdd8c7,,,,,,,test,[],-46.0,12216.0,"['0', '12', '13', '14', '19', '22']","['', 0, 1, 2, 0, -19, 5, 18, 0, 4, -5, 29, 0, 0, 2, 6, 48, 22, 19, -12, 19, 73, -27, -1, 0, 4, 4, -15, -1, 33, 5, 78, 32, 11]",13,,"[12, 23, 1]",3,149
w4cdd8c7,,,,,,,test,[],-9.0,11863.0,"['0', '12', '13', '14', '15', '16']","['', 0, 2, -4, -1, 46, -20, -65, -16, -80, -68, -13, 1, -1, 1, -1, 0, -5, -6, 4, -38, 32, 29, 0, 2, -3, -4, 5, -6, -14, -5, -18, 30, -62]",14,,"[1, 23, 12]",3,111
w4cdd8c7,,,,,,,test,[],14.0,11697.0,"['0', '23', '24', '25', '26', '29']","['', -1, -1, 3, 11, 47, -18, -4, -7, 33, -53, -44, -1, 1, -1, 0, 2, 7, -33, -3, 18, 9, 35, -1, 2, 6, -1, 9, 7, 17, 3, 47, 16, 28]",15,,"[12, 23, 1]",3,57
w4cdd8c7,,,,,,,test,[],-14.0,13573.0,"['0', '1', '2', '3', '4', '6']","['', 0, 1, -1, 12, -67, -17, -10, -12, -25, -70, 6, -1, 1, -1, -7, -50, -22, 10, -1, 21, -25, 51, 0, -2, 5, 11, -3, -15, 29, -7, 30, -44, -3]",16,,"[12, 1, 23]",3,62
w4cdd8c7,,,,,,,test,[],24.0,16180.0,"['0', '1', '2', '3', '8', '9']","['', 1, 3, 9, -11, -46, -16, 5, 7, 10, -65, -10, 1, 0, 3, -2, -6, 6, 13, 2, 4, -21, 12, 0, 2, 5, 1, -12, -20, 14, 1, -11, 1, -20]",17,,"[23, 1]",2,83
w4cdd8c7,,,,,,,test,[],23.0,12139.0,"['0', '1', '2', '3', '4', '7']","['', 0, 2, 1, 2, 9, -23, 27, 12, 24, 28, -28, -1, -3, 5, -2, 45, -25, -14, 1, 29, 2, 7, 0, 0, -4, 1, -6, -2, 16, -5, -3, -10, 13]",18,,"[12, 23, 1]",3,156
w4cdd8c7,,,,,,,test,[],-53.0,11162.0,"['0', '12', '13', '14', '15', '16']","['', 0, 0, 3, 4, -89, 19, 10, 0, -15, 27, -13, 2, 1, 9, -6, -56, 23, 27, 0, -49, -14, 20, 0, 0, -1, -7, -17, -46, 57, -4, 15, -33, 25]",19,,[12],1,152
w57cddb3,,,,,,,test,[],28.0,20565.0,"['0', '12', '13', '14', '19', '22']","['', -2, 1, 1, -6, 26, 13, 9, -3, 15, 34, -21, -1, 2, -9, -21, -58, 6, 5, 4, 2, 49, 50, 1, -2, 1, -7, -16, -33, 0, 4, 3, -38, -49]",0,,"[32, 5, 7, 28, 22, 13]",6,74
w57cddb3,,,,,,,test,[],-102.0,22903.0,"['0', '12', '13', '14', '19', '20']","['', 0, 1, 5, 1, 17, -10, -43, -10, 2, -6, -21, 0, -2, 0, 0, -27, -74, 47, 3, -85, -14, 13, 0, 1, -4, 1, -2, -6, -7, 2, 30, -17, -13]",1,,"[2, 30, 15, 19, 8, 4]",6,146
w57cddb3,,,,,,,test,[],6.0,14089.0,"['0', '12', '13', '14', '19', '21']","['', -1, 0, -1, -7, 16, -15, 52, 7, -28, -1, -7, -2, 2, 4, 7, -15, 34, -7, 7, 58, 4, -45, 0, 1, 5, -9, -6, 7, 14, 7, -30, -14, 32]",2,,"[21, 13, 19]",3,125
w57cddb3,,,,,,,test,[],-14.0,19305.0,"['0', '23', '24', '25', '30', '31']","['', 1, -3, 4, 10, -9, 11, -18, 2, 5, -12, -1, -1, 1, -3, 3, 9, -25, -13, 3, 44, -20, -4, 0, -4, -1, 6, 25, -15, 17, -2, 11, 30, -21]",3,,"[10, 25, 31, 30, 19, 21]",6,122
w57cddb3,,,,,,,test,[],9.0,12107.0,"['0', '12', '13', '14', '15', '16']","['', -1, -1, 0, -9, 8, 53, 24, -2, -28, -24, 54, 0, -1, 1, 17, 4, 20, 10, -3, -37, -11, -7, 1, 2, 4, 2, 28, -24, 40, 4, -10, 16, -2]",4,,"[10, 31, 14, 15]",4,75
w57cddb3,,,,,,,test,[],49.0,12207.0,"['0', '1', '2', '3', '8', '11']","['', -1, -2, 3, -3, -6, -5, 35, 13, 14, -8, 45, 0, -1, 4, 2, -46, 20, 10, -15, -69, 4, 22, 1, -3, -1, 5, -49, 3, 7, 7, -79, 5, 65]",5,,"[31, 16, 11]",3,92
w57cddb3,,,,,,,test,[],17.0,12499.0,"['0', '1', '2', '3', '4', '5']","['', 1, 1, 1, 8, 18, -3, 30, 2, 93, 35, 37, 1, 0, 5, 0, -27, -18, 17, -12, 7, -23, 23, -1, 4, 3, -10, 56, -7, -23, -8, 18, 48, -19]",6,,"[30, 19, 4, 5]",4,56
w57cddb3,,,,,,,test,[],37.0,26825.0,"['0', '23', '24', '25', '26', '29']","['', 0, 0, 3, 4, -89, 19, 10, 0, -15, 27, -13, 2, 1, 9, -6, -56, 23, 27, 0, -49, -14, 20, 0, 0, -1, -7, -17, -46, 57, -4, 15, -33, 25]",7,,"[29, 25, 26, 23]",4,152
w57cddb3,,,,,,,test,[],-13.0,17369.0,"['0', '12', '13', '14', '15', '17']","['', 1, 3, 9, -11, -46, -16, 5, 7, 10, -65, -10, 1, 0, 3, -2, -6, 6, 13, 2, 4, -21, 12, 0, 2, 5, 1, -12, -20, 14, 1, -11, 1, -20]",8,,"[5, 20, 31, 27, 33, 11, 17]",7,83
w57cddb3,,,,,,,test,[],6.0,19550.0,"['0', '1', '2', '3', '8', '9']","['', -1, 1, 2, 3, -24, 1, 39, -1, 14, 53, 61, 2, 0, 0, -1, -16, -5, -45, 5, -9, 36, 34, 1, -2, -1, -6, -50, -21, -25, 9, -88, 16, -8]",9,,"[33, 9, 5]",3,55
w57cddb3,,,,,,,test,[],6.0,18977.0,"['0', '23', '24', '25', '30', '31']","['', -1, 2, 3, 8, 8, -25, -39, -16, -2, 61, 15, 0, -3, -3, 0, -7, 29, -5, 6, -4, -6, 40, -1, -1, -5, 1, 34, 22, 23, 8, 20, 24, 13]",10,,"[31, 24, 30, 26, 29]",5,112
w57cddb3,,,,,,,test,[],27.0,13124.0,"['0', '12', '13', '14', '15', '17']","['', 1, -1, 1, 5, 12, -17, 52, 1, 30, 13, 28, 1, 0, 3, 17, 64, 24, 54, -10, 47, 2, -57, 0, 2, -3, 15, 43, -41, 32, 1, -18, -10, -14]",11,,"[4, 25, 19, 17, 13, 15]",6,72
w57cddb3,,,,,,,test,[],20.0,10959.0,"['0', '23', '24', '25', '30', '33']","['', 1, -1, -4, 1, 16, -45, -17, -3, 9, -8, 14, 0, 2, -7, 13, 45, 2, 21, 5, -24, 5, 25, 0, 2, 0, 1, -25, -12, -15, 14, 8, -32, 13]",12,,"[30, 33, 24]",3,78
w57cddb3,,,,,,,test,[],61.0,14022.0,"['0', '12', '13', '14', '15', '17']","['', 1, -1, 2, 14, -22, 8, -8, -9, -26, 17, -1, -2, 1, -1, 7, -21, 74, -30, 6, -34, 6, -37, 1, 0, 6, -1, -52, -27, -13, 11, 87, -4, 10]",13,,"[19, 22, 20, 21, 14, 17]",6,144
w57cddb3,,,,,,,test,[],23.0,106877.0,"['0', '23', '24', '25', '26', '28']","['', 1, 3, 3, 0, 13, 40, -4, 6, -24, 12, -41, -1, 4, 1, 9, -86, -8, -6, -4, 4, -28, 40, 1, -2, 2, 3, 52, 34, -36, -6, 32, -42, 19]",14,,"[30, 19, 16, 29, 28]",5,150
w57cddb3,,,,,,,test,[],-1.0,15944.0,"['0', '1', '2', '3', '8', '11']","['', 1, -5, -2, -2, -65, 14, 39, -16, -50, 30, 36, -1, -2, 3, -2, -17, 51, 10, -15, 8, -45, 24, 1, 1, 4, 16, 23, -12, -35, 2, -33, -46, -15]",15,,"[31, 21, 16, 11, 3]",5,82
w57cddb3,,,,,,,test,[],-6.0,13594.0,"['0', '23', '24', '25', '26', '28']","['', 0, -1, 1, -14, 2, -15, 20, -14, -14, 53, -38, 1, 3, 0, 8, 33, 50, -12, -1, 26, -24, 2, -1, -5, 1, 14, -12, 3, -14, -6, 4, 34, 71]",16,,"[25, 30, 26, 27, 28, 29]",6,64
w57cddb3,,,,,,,test,[],23.0,11639.0,"['0', '23', '24', '25', '30', '32']","['', 1, -2, -1, 5, 11, -3, -31, 1, 23, -23, 2, 2, 1, 2, -8, -18, -10, -27, -10, -50, -7, 27, 1, 1, 4, -7, -22, -8, -29, 2, -21, 36, -28]",17,,"[15, 16, 21, 20, 33, 31, 32]",7,80
w57cddb3,,,,,,,test,[],22.0,16631.0,"['0', '23', '24', '25', '30', '31']","['', 0, 2, -7, 2, -4, 0, -28, -10, -15, -8, 47, 0, 0, 3, -13, 23, 29, 29, -3, -40, -32, 8, 1, 3, 6, 7, 1, 8, -8, 8, 19, 7, -40]",18,,"[28, 25, 27, 32, 31]",5,124
w57cddb3,,,,,,,test,[],72.0,10901.0,"['0', '23', '24', '25', '26', '27']","['', -1, -2, -6, 7, -14, 35, -26, 5, 45, -3, -36, 0, 3, 3, -3, -56, 23, 52, 13, 14, -6, -25, -1, -3, 9, 0, 76, -2, -52, 15, -28, -14, 53]",19,,"[32, 27, 25]",3,158
wc9b1793,,,,,,,training,[],-51.0,16767.0,"['0', '1', '2', '4']","['', 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48]",0,,"[5, 9, 1]",3,22
wc9b1793,,,,,,,training,[],36.0,13210.0,"['0', '5', '6', '8']","['', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",1,,[],0,88
wc9b1793,,,,,,,training,[],-60.0,9000.0,"['0', '9', '10', '11']","['', -4, 4, 24, -24, -2, 4, 48, -24, -4, -8, -48, 48]",2,,[],0,52
wc9b1793,,,,,,,training,[],58.0,7545.0,"['0', '1', '2', '3']","['', 2, 8, 48, -24, -4, -4, -48, 24, -4, -8, -48, -24]",3,,[],0,14
wc9b1793,,,,,,,training,[],26.0,17206.0,"['0', '1', '2', '3']","['', -2, 4, 24, -24, -4, 4, -24, 24, -4, -8, -24, 24]",4,,[],0,2
wc9b1793,,,,,,,training,[],51.0,13741.0,"['0', '9', '10', '11']","['', 2, 4, -48, -24, -4, -8, 24, -48, -2, 8, 48, -24]",5,,"[1, 3, 11]",3,49
wc9b1793,,,,,,,training,[],49.0,9270.0,"['0', '5', '6', '8']","['', 4, 8, -24, 24, -2, 4, -24, 48, 2, -8, 24, 48]",6,,[8],1,21
wc9b1793,,,,,,,training,[],34.0,12929.0,"['0', '5', '6', '8']","['', -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48]",7,,"[12, 3, 7, 8]",4,20
