pid,block,correct,delays,key_press,questions,responses,score,trial_index,trial_time,view_history,clicks,n_clicks,stim_i
7,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-8.0,15,18024.0,,"[8, 12, 11, 7, 3, 4, 2, 10]",8,39
7,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,4.0,16,22561.0,,"[4, 3, 7, 11, 12, 8, 6, 2, 10, 9, 1]",11,40
7,test,,"[0, 0, 0, 0, 0]",,,,16.0,17,19689.0,,"[11, 7, 10, 6]",4,41
7,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,8.0,18,16415.0,,"[11, 7, 8, 12, 3, 4, 2]",7,42
7,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,24.0,19,11796.0,,"[11, 8, 7, 12, 6, 10]",6,43
7,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,12.0,20,17124.0,,"[4, 3, 11, 12, 7, 8, 2, 10]",8,44
7,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,11.0,21,21459.0,,"[11, 12, 7, 8, 4, 10, 3, 2, 6]",9,45
7,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,-2.0,22,18313.0,,"[12, 7, 8, 11, 4, 3, 10]",7,46
7,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-9.0,23,16598.0,,"[11, 7, 8, 12, 4, 3, 2, 10, 6]",9,47
7,test,,"[0, 0, 0, 0, 0, 0]",,,,20.0,24,14021.0,,"[8, 12, 4, 11, 10]",5,48
7,test,,"[0, 0, 0, 0]",,,,22.0,25,8114.0,,"[12, 7, 6]",3,49
7,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,23.0,26,14494.0,,"[11, 10, 7, 8, 12, 3, 2]",7,50
7,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-1.0,27,12556.0,,"[11, 7, 8, 12, 3, 2]",6,51
7,test,,"[0, 0, 0, 0, 0]",,,,6.0,28,10290.0,,"[11, 12, 7, 6]",4,52
7,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,7.0,29,16539.0,,"[11, 10, 7, 8, 12, 3, 4, 2]",8,53
75,training,,"[3, 2, 0, 3, 0]",,,,44.0,0,29613.0,,"[5, 2, 11, 9]",4,6
75,training,,"[0, 0]",,,,51.0,1,10480.0,,[8],1,54
75,training,,"[0, 0, 0]",,,,46.0,2,10227.0,,"[3, 12]",2,55
75,training,,"[0, 0, 0, 0]",,,,39.0,3,9879.0,,"[4, 8, 11]",3,18
75,training,,"[0, 0, 0, 0, 0, 0]",,,,51.0,4,11948.0,,"[7, 12, 8, 11, 4]",5,56
75,training,,"[0, 0, 0, 0, 0]",,,,50.0,5,10106.0,,"[8, 12, 11, 7]",4,28
75,training,,"[0, 0, 0, 0]",,,,35.0,6,9301.0,,"[3, 12, 8]",3,0
75,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,24.0,7,14103.0,,"[4, 12, 8, 7, 11, 3]",6,57
75,training,,"[0, 0, 0]",,,,42.0,8,10060.0,,"[8, 11]",2,58
75,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,24.0,9,14631.0,,"[3, 8, 12, 11, 7, 4]",6,4
75,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,9.0,10,22851.0,,"[8, 4, 3, 11, 12, 7]",6,40
75,test,,"[0, 0]",,,,9.0,11,9418.0,,[8],1,59
75,test,,"[0, 0, 0, 0]",,,,2.0,12,10192.0,,"[4, 12, 7]",3,60
75,test,,"[0, 0]",,,,29.0,13,11174.0,,[8],1,43
75,test,,"[0, 0, 0]",,,,8.0,14,12362.0,,"[12, 8]",2,61
75,test,,"[0, 0, 0]",,,,-7.0,15,8966.0,,"[8, 4]",2,62
75,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,14.0,16,10785.0,,"[7, 4, 11, 12, 3, 8]",6,44
75,test,,"[0, 0, 0, 0]",,,,-8.0,17,8807.0,,"[8, 12, 4]",3,63
75,test,,"[0, 0, 0]",,,,-7.0,18,10789.0,,"[8, 11]",2,64
75,test,,"[0, 0, 0, 0]",,,,2.0,19,11597.0,,"[7, 4, 3]",3,65
75,test,,"[0, 0]",,,,9.0,20,7828.0,,[8],1,66
75,test,,"[0, 0, 0, 0, 0, 0]",,,,5.0,21,10390.0,,"[4, 3, 12, 8, 7]",5,52
75,test,,"[0, 0, 0, 0, 0, 0]",,,,5.0,22,12998.0,,"[7, 4, 12, 8, 11]",5,67
75,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,9.0,23,12019.0,,"[3, 12, 8, 11, 7, 4]",6,42
75,test,,"[0, 0, 0]",,,,8.0,24,9820.0,,"[4, 8]",2,68
75,test,,"[0, 0, 0, 0, 0, 0]",,,,10.0,25,11971.0,,"[8, 4, 12, 7, 11]",5,36
75,test,,"[0, 0, 0, 0]",,,,-13.0,26,14083.0,,"[7, 4, 11]",3,35
75,test,,[0],,,,10.0,27,9278.0,,[],0,69
75,test,,"[0, 0, 0, 0, 0, 0]",,,,5.0,28,10325.0,,"[8, 4, 11, 12, 7]",5,70
75,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,29,13054.0,,"[4, 12, 8, 7, 11, 3]",6,71
27,training,,"[3, 3, 41]",,,,-32.0,0,65505.0,,"[5, 9]",2,31
27,training,,"[3, 0, 0]",,,,54.0,1,13168.0,,"[1, 4]",2,72
27,training,,"[0, 18]",,,,17.0,2,27876.0,,[7],1,25
27,training,,"[0, 0, 0, 0]",,,,41.0,3,8895.0,,"[11, 3, 7]",3,73
27,training,,"[0, 0, 0]",,,,46.0,4,9306.0,,"[8, 11]",2,74
27,training,,"[0, 0, 0, 0]",,,,49.0,5,8674.0,,"[11, 4, 7]",3,19
27,training,,"[0, 0, 0, 0, 0, 0, 4]",,,,14.0,6,15274.0,,"[8, 3, 11, 12, 7, 4]",6,75
27,training,,"[0, 0, 0, 0, 0, 0]",,,,49.0,7,9811.0,,"[11, 12, 4, 3, 7]",5,28
27,training,,"[0, 0, 0, 0]",,,,51.0,8,8312.0,,"[12, 11, 4]",3,76
27,training,,"[0, 0, 0, 0, 0, 0, 3, 0]",,,,23.0,9,14168.0,,"[8, 7, 3, 4, 11, 12, 9]",7,22
27,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,48.0,10,9872.0,,"[12, 11, 4, 3, 7, 8]",6,14
27,test,,"[0, 0, 0]",,,,46.0,11,9524.0,,"[8, 3]",2,77
27,test,,"[0, 0, 0, 0, 0]",,,,34.0,12,10716.0,,"[11, 4, 7, 8]",4,0
27,test,,"[0, 0, 0]",,,,58.0,13,8613.0,,"[11, 4]",2,78
27,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,18.0,14,9805.0,,"[8, 3, 11, 4, 12, 7]",6,79
27,test,,"[0, 0, 0, 0, 0]",,,,56.0,15,9262.0,,"[11, 4, 12, 7]",4,3
27,test,,"[0, 0, 0, 0]",,,,49.0,16,8289.0,,"[3, 11, 8]",3,54
27,test,,"[0, 0, 0, 0]",,,,37.0,17,9364.0,,"[3, 12, 7]",3,80
27,test,,"[0, 0]",,,,47.0,18,8263.0,,[11],1,6
27,test,,"[0, 0]",,,,47.0,19,7183.0,,[3],1,81
27,test,,[0],,,,24.0,20,8305.0,,[],0,82
27,test,,"[0, 0]",,,,37.0,21,10354.0,,[11],1,8
27,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,21.0,22,13082.0,,"[4, 7, 12, 11, 3, 8, 10, 2, 6]",9,26
27,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,24.0,23,10553.0,,"[11, 3, 8, 7, 4, 12]",6,57
27,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,16.0,24,8880.0,,"[11, 3, 8, 7, 4, 12]",6,83
27,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,12.0,25,9902.0,,"[12, 3, 7, 8, 4, 11]",6,13
27,test,,"[0, 0]",,,,43.0,26,8567.0,,[12],1,84
27,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,24.0,27,10539.0,,"[3, 7, 8, 4, 11, 12]",6,4
27,test,,"[0, 0, 0]",,,,40.0,28,9406.0,,"[3, 11]",2,18
27,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,14.0,29,10433.0,,"[12, 3, 7, 8, 11, 4, 2, 6]",8,17
45,training,,"[3, 3, 3, 0, 3, 3, 0]",,,,50.0,0,46758.0,,"[1, 2, 5, 11, 9, 10]",6,80
45,training,,"[0, 0, 0, 0, 0, 3, 0]",,,,32.0,1,18929.0,,"[8, 7, 3, 4, 11, 12]",6,8
45,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,18.0,2,11908.0,,"[12, 11, 4, 3, 7, 8]",6,79
45,training,,"[0, 0, 0, 0, 0, 0]",,,,49.0,3,12060.0,,"[8, 11, 3, 4, 7]",5,28
45,training,,"[0, 0]",,,,53.0,4,8819.0,,[4],1,76
45,training,,"[0, 0, 0]",,,,40.0,5,8498.0,,"[12, 11]",2,18
45,training,,"[0, 0, 0]",,,,46.0,6,9805.0,,"[12, 11]",2,82
45,training,,"[0, 0, 0, 0, 0, 9]",,,,-63.0,7,21843.0,,"[12, 11, 4, 3, 7]",5,26
45,training,,"[0, 0, 0]",,,,52.0,8,12068.0,,"[12, 11]",2,15
45,training,,"[0, 0]",,,,45.0,9,10166.0,,[12],1,85
45,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-11.0,10,11231.0,,"[11, 12, 8, 7, 3, 4]",6,86
45,test,,"[0, 0]",,,,19.0,11,9834.0,,[8],1,41
45,test,,"[0, 0, 0]",,,,13.0,12,10433.0,,"[8, 7]",2,87
45,test,,"[0, 0, 0, 0, 0]",,,,-4.0,13,10692.0,,"[8, 7, 3, 4]",4,88
45,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,14,10366.0,,"[12, 11, 8, 7, 3, 4]",6,89
45,test,,"[0, 0]",,,,-11.0,15,9864.0,,[4],1,90
45,test,,"[0, 0, 0]",,,,3.0,16,8758.0,,"[8, 7]",2,59
45,test,,"[0, 0]",,,,4.0,17,9890.0,,[8],1,91
45,test,,[0],,,,30.0,18,9758.0,,[],0,43
45,test,,[0],,,,15.0,19,15230.0,,[],0,92
45,test,,[0],,,,-5.0,20,10410.0,,[],0,52
45,test,,[0],,,,-15.0,21,24625.0,,[],0,93
45,test,,"[0, 0, 0]",,,,8.0,22,21717.0,,"[8, 7]",2,94
45,test,,"[0, 0]",,,,9.0,23,11123.0,,[7],1,95
45,test,,"[0, 0, 0, 0, 0]",,,,1.0,24,12363.0,,"[8, 7, 12, 11]",4,96
45,test,,"[0, 0]",,,,4.0,25,9587.0,,[8],1,97
45,test,,"[0, 0]",,,,14.0,26,11213.0,,[8],1,34
45,test,,"[0, 0, 0, 0, 0]",,,,26.0,27,10178.0,,"[8, 7, 3, 4]",4,98
45,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,9.0,28,10587.0,,"[8, 7, 3, 4, 11, 12]",6,99
45,test,,"[0, 0, 0, 0]",,,,22.0,29,9175.0,,"[8, 7, 3]",3,100
81,training,,"[3, 2, 0, 0, 3, 0]",,,,49.0,0,35700.0,,"[5, 6, 7, 8, 11]",5,82
81,training,,"[0, 0, 0, 0, 0, 0, 4]",,,,16.0,1,23268.0,,"[8, 7, 12, 11, 4, 3]",6,17
81,training,,"[0, 0, 0]",,,,52.0,2,9577.0,,"[7, 8]",2,29
81,training,,"[0, 0, 0, 0, 0]",,,,56.0,3,9625.0,,"[8, 7, 3, 4]",4,78
81,training,,"[0, 0, 0]",,,,56.0,4,7854.0,,"[4, 3]",2,101
81,training,,"[0, 0]",,,,41.0,5,8522.0,,[4],1,16
81,training,,"[0, 0, 0, 0, 0]",,,,48.0,6,10368.0,,"[4, 3, 7, 8]",4,54
81,training,,"[0, 0, 0, 0, 0, 0, 3, 0]",,,,17.0,7,14951.0,,"[4, 3, 7, 8, 12, 11, 10]",7,79
81,training,,"[0, 0, 0]",,,,56.0,8,10036.0,,"[4, 3]",2,1
81,training,,"[0, 0, 0, 0, 0, 0, 4]",,,,12.0,9,19274.0,,"[4, 3, 7, 8, 12, 11]",6,13
81,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,21.0,10,20909.0,,"[3, 4, 7, 8, 12, 11, 6, 10, 2]",9,26
81,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,16.0,11,13529.0,,"[4, 3, 7, 8, 12, 11]",6,83
81,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,36.0,12,11416.0,,"[4, 3, 7, 8, 12, 11]",6,18
81,test,,"[0, 0]",,,,55.0,13,14273.0,,[4],1,56
81,test,,"[0, 0, 0]",,,,50.0,14,9818.0,,"[4, 3]",2,102
81,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,42.0,15,10469.0,,"[4, 3, 7, 8, 12, 11]",6,74
81,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,48.0,16,9920.0,,"[4, 3, 7, 8, 12, 11]",6,15
81,test,,"[0, 0, 0]",,,,40.0,17,9542.0,,"[4, 3]",2,10
81,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,30.0,18,11039.0,,"[4, 3, 7, 8, 12, 11]",6,23
81,test,,"[0, 0, 0, 0, 0, 0]",,,,43.0,19,10266.0,,"[4, 3, 7, 8, 12]",5,55
81,test,,"[0, 0]",,,,55.0,20,10141.0,,[11],1,103
81,test,,"[0, 0]",,,,39.0,21,9565.0,,[11],1,12
81,test,,"[0, 0]",,,,47.0,22,8670.0,,[11],1,25
81,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,15.0,23,16061.0,,"[11, 12, 8, 7, 3, 4, 6, 10, 2, 1, 5]",11,30
81,test,,"[0, 0, 0, 0]",,,,41.0,24,9893.0,,"[4, 3, 7]",3,73
81,test,,"[0, 0, 0]",,,,54.0,25,8808.0,,"[4, 3]",2,104
81,test,,"[0, 0, 0, 0, 0]",,,,34.0,26,8339.0,,"[4, 3, 7, 8]",4,0
81,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,38.0,27,10316.0,,"[4, 3, 7, 8, 12, 11]",6,9
81,test,,"[0, 0, 0, 0, 0, 0]",,,,39.0,28,9637.0,,"[4, 3, 7, 8, 12]",5,84
81,test,,"[0, 0, 0]",,,,46.0,29,9529.0,,"[4, 3]",2,77
54,training,,"[0, 40]",,,,-45.0,0,58922.0,,[8],1,73
54,training,,[42],,,,-58.0,1,52315.0,,[],0,74
54,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,24.0,2,25106.0,,"[12, 3, 4, 7, 8, 11]",6,22
54,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,48.0,3,15066.0,,"[3, 4, 11, 12, 8, 7]",6,28
54,training,,"[0, 0, 0, 3, 2, 0]",,,,53.0,4,19194.0,,"[8, 7, 3, 4, 11]",5,101
54,training,,"[0, 0, 0, 0, 0, 3, 0]",,,,54.0,5,16581.0,,"[3, 4, 12, 11, 7, 8]",6,3
54,training,,"[0, 0, 0, 0, 0, 8]",,,,51.0,6,26211.0,,"[3, 8, 12, 11, 7]",5,56
54,training,,"[0, 0, 0, 0]",,,,49.0,7,10383.0,,"[3, 8, 7]",3,19
54,training,,"[0, 0, 0, 0]",,,,51.0,8,12062.0,,"[7, 4, 8]",3,6
54,training,,"[0, 0]",,,,41.0,9,11615.0,,[8],1,25
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-1.0,10,21543.0,,"[8, 7, 11, 12, 3, 4]",6,51
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,11,16804.0,,"[7, 8, 4, 12, 3, 11]",6,105
54,test,,"[0, 0]",,,,-6.0,12,11654.0,,[3],1,106
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,9.0,13,11084.0,,"[3, 8, 12, 11, 4, 7]",6,42
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,14,10560.0,,"[7, 8, 3, 4, 11, 12]",6,89
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-16.0,15,10606.0,,"[3, 4, 11, 12, 8, 7]",6,38
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,19.0,16,10874.0,,"[8, 7, 3, 4, 11, 12]",6,100
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,19.0,17,10585.0,,"[8, 7, 3, 4, 11, 12]",6,97
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-1.0,18,10565.0,,"[8, 7, 3, 4, 11, 12]",6,107
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-11.0,19,10383.0,,"[8, 7, 3, 4, 11, 12]",6,108
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-16.0,20,10052.0,,"[8, 7, 3, 4, 11, 12]",6,109
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,14.0,21,8934.0,,"[8, 7, 3, 4, 11, 12]",6,46
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,22,9296.0,,"[3, 4, 11, 12, 8, 7]",6,110
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-6.0,23,9322.0,,"[7, 8, 3, 4, 11, 12]",6,111
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-11.0,24,8391.0,,"[4, 3, 7, 8, 11, 12]",6,112
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-11.0,25,8836.0,,"[3, 4, 11, 12, 8, 7]",6,87
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,19.0,26,9816.0,,"[4, 11, 12, 3, 7, 8]",6,113
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-11.0,27,13262.0,,"[3, 4, 11, 12, 8, 7]",6,114
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-11.0,28,9162.0,,"[3, 7, 8, 12, 11, 4]",6,86
54,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,9.0,29,9994.0,,"[4, 3, 7, 8, 12, 11]",6,115
87,training,,"[3, 0, 3, 0]",,,,51.0,0,16834.0,,"[1, 8, 7]",3,29
87,training,,"[0, 0, 0]",,,,52.0,1,8766.0,,"[12, 4]",2,76
87,training,,"[0, 0, 3, 0]",,,,33.0,2,9479.0,,"[3, 8, 7]",3,23
87,training,,"[0, 0, 0, 0]",,,,51.0,3,9426.0,,"[11, 8, 4]",3,85
87,training,,"[0, 0, 0, 0, 0]",,,,48.0,4,8440.0,,"[3, 12, 11, 7]",4,19
87,training,,"[0, 0, 0, 0, 2, 0]",,,,55.0,5,9976.0,,"[8, 7, 3, 4, 11]",5,78
87,training,,"[0, 0]",,,,43.0,6,8303.0,,[12],1,54
87,training,,"[0, 0, 0, 0]",,,,35.0,7,9227.0,,"[3, 7, 8]",3,0
87,training,,"[0, 0, 0, 0, 0, 0, 5]",,,,8.0,8,16471.0,,"[11, 12, 7, 8, 3, 4]",6,26
87,training,,"[0, 0, 0, 0, 0, 0]",,,,49.0,9,13145.0,,"[8, 7, 3, 4, 11]",5,15
87,test,,"[0, 0, 0, 0, 0, 0]",,,,10.0,10,11757.0,,"[7, 8, 3, 4, 11]",5,116
87,test,,"[0, 0, 0, 0]",,,,7.0,11,8290.0,,"[12, 4, 7]",3,117
87,test,,"[0, 0, 0, 0]",,,,7.0,12,9309.0,,"[8, 3, 11]",3,98
87,test,,"[0, 0]",,,,-1.0,13,9268.0,,[3],1,37
87,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,19.0,14,8890.0,,"[8, 7, 3, 4, 11, 12]",6,118
87,test,,"[0, 0, 0]",,,,-2.0,15,9359.0,,"[3, 7]",2,119
87,test,,"[0, 0, 0, 0, 0, 0]",,,,10.0,16,8867.0,,"[7, 8, 12, 10, 6]",5,120
87,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,6.0,17,9966.0,,"[3, 4, 2, 1, 11, 12, 7, 8, 10]",9,86
87,test,,"[0, 0, 0, 0]",,,,2.0,18,8632.0,,"[8, 6, 5]",3,91
87,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-1.0,19,9112.0,,"[3, 4, 11, 12, 8, 7]",6,121
87,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,-2.0,20,9676.0,,"[3, 4, 11, 12, 8, 7, 10]",7,46
87,test,,"[0, 0, 0, 0]",,,,12.0,21,13401.0,,"[7, 4, 2]",3,122
87,test,,"[0, 0, 0, 0]",,,,22.0,22,9266.0,,"[4, 3, 2]",3,113
87,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-10.0,23,14997.0,,"[11, 12, 10, 4, 2, 1, 3, 7, 8, 9]",10,62
87,test,,"[0, 0, 0, 0]",,,,22.0,24,10435.0,,"[8, 7, 6]",3,49
87,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-1.0,25,10607.0,,"[4, 3, 7, 8, 12, 11, 9, 10, 5, 2, 6]",11,123
87,test,,"[0, 0, 0, 0, 0, 0]",,,,5.0,26,8313.0,,"[4, 3, 7, 6, 5]",5,70
87,test,,"[0, 0, 0, 0]",,,,7.0,27,9835.0,,"[8, 7, 6]",3,52
87,test,,"[0, 0, 0, 0]",,,,22.0,28,9051.0,,"[11, 12, 10]",3,48
87,test,,"[0, 0, 0, 0, 0, 0]",,,,10.0,29,9513.0,,"[7, 6, 3, 11, 12]",5,124
63,training,,[42],,,,-14.0,0,98443.0,,[],0,55
63,training,,[42],,,,-12.0,1,68784.0,,[],0,7
63,training,,[42],,,,-30.0,2,115696.0,,[],0,72
63,training,,[42],,,,-38.0,3,122022.0,,[],0,78
63,training,,[42],,,,-38.0,4,69315.0,,[],0,79
63,training,,"[0, 40]",,,,-61.0,5,90783.0,,[8],1,27
63,training,,"[0, 0, 3, 2, 2, 0, 3, 0, 3, 0, 0, 0]",,,,13.0,6,54322.0,,"[4, 3, 2, 10, 11, 7, 6, 8, 5, 12, 9]",11,13
63,training,,"[0, 2, 3, 0, 0, 0, 3, 3, 0, 6]",,,,9.0,7,36716.0,,"[12, 10, 9, 7, 8, 3, 2, 1, 11]",9,125
63,training,,"[3, 0, 3, 3, 3, 0]",,,,43.0,8,44332.0,,"[9, 11, 10, 7, 5]",5,74
