pid,block,correct,delays,key_press,questions,responses,score,trial_index,trial_time,view_history,clicks,n_clicks,stim_i
64,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,18.0,17,12429.0,,"[11, 12, 8, 6, 3, 2, 1]",7,95
64,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,12.0,18,12049.0,,"[11, 10, 9, 4, 3, 8, 5, 6]",8,41
64,test,,"[0, 0, 0, 0, 0, 0]",,,,5.0,19,9268.0,,"[11, 12, 10, 9, 4]",5,127
64,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,8.0,20,12508.0,,"[12, 11, 3, 4, 2, 1, 7]",7,63
64,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,-2.0,21,13322.0,,"[4, 11, 3, 7, 8, 12, 10]",7,146
64,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,8.0,22,12696.0,,"[11, 12, 8, 7, 3, 4, 6]",7,141
64,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-8.0,23,15316.0,,"[11, 4, 2, 8, 7, 12, 10, 9]",8,88
64,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,24.0,24,14174.0,,"[11, 4, 3, 8, 12, 10]",6,43
64,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,8.0,25,13572.0,,"[8, 11, 12, 4, 6, 3, 7]",7,128
64,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,22.0,26,17124.0,,"[8, 11, 12, 4, 3, 10, 2, 1]",8,49
64,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,3.0,27,13588.0,,"[4, 3, 8, 11, 12, 7, 10]",7,123
64,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-9.0,28,17861.0,,"[8, 11, 12, 4, 3, 7, 2, 10, 6]",9,47
64,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,29,9818.0,,"[8, 11, 12, 7, 4, 3]",6,137
43,training,,"[3, 2, 0, 0, 3, 2, 2, 3, 0, 3, 0]",,,,38.0,0,112293.0,,"[5, 6, 7, 8, 1, 3, 4, 9, 12, 10]",10,55
43,training,,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0]",,,,14.0,1,52995.0,,"[7, 11, 4, 3, 8, 12, 10, 9, 2, 1]",10,13
43,training,,"[0, 0, 0, 3, 2, 4]",,,,45.0,2,34954.0,,"[4, 3, 7, 8, 12]",5,21
43,training,,"[0, 0, 0, 0]",,,,35.0,3,17784.0,,"[7, 12, 4]",3,125
43,training,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,21.0,4,20269.0,,"[4, 12, 7, 11, 3, 8, 6, 2, 10]",9,26
43,training,,"[0, 0]",,,,55.0,5,11831.0,,[3],1,104
43,training,,"[0, 0, 0, 0, 0, 0, 4]",,,,14.0,6,24643.0,,"[3, 8, 12, 11, 4, 7]",6,75
43,training,,"[0, 0, 0]",,,,50.0,7,11223.0,,"[3, 8]",2,54
43,training,,"[0, 0, 0]",,,,54.0,8,10025.0,,"[8, 4]",2,56
43,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,24.0,9,14638.0,,"[4, 12, 7, 8, 11, 3]",6,22
43,test,,"[0, 0, 0, 0, 0]",,,,40.0,10,14160.0,,"[7, 4, 12, 11]",4,9
43,test,,"[0, 0]",,,,41.0,11,9591.0,,[4],1,16
43,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,38.0,12,18054.0,,"[4, 7, 11, 10, 3, 8]",6,84
43,test,,"[0, 0, 0, 0, 0, 0]",,,,53.0,13,16164.0,,"[3, 12, 8, 7, 11]",5,101
43,test,,"[0, 0, 0]",,,,46.0,14,8921.0,,"[3, 8]",2,32
43,test,,"[0, 0, 0, 0]",,,,43.0,15,8843.0,,"[3, 8, 12]",3,85
43,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,46.0,16,10137.0,,"[4, 8, 11, 12, 3, 7]",6,19
43,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,24.0,17,12987.0,,"[7, 4, 11, 12, 8, 3]",6,57
43,test,,"[0, 0, 0]",,,,52.0,18,9659.0,,"[4, 11]",2,5
43,test,,"[0, 0, 0]",,,,40.0,19,10390.0,,"[4, 11]",2,18
43,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,18.0,20,11811.0,,"[11, 8, 7, 4, 3, 12]",6,79
43,test,,"[0, 0, 0]",,,,38.0,21,9013.0,,"[4, 11]",2,12
43,test,,"[0, 0]",,,,43.0,22,8600.0,,[4],1,11
43,test,,"[0, 0]",,,,55.0,23,9637.0,,[4],1,72
43,test,,"[0, 0, 0]",,,,56.0,24,9883.0,,"[4, 3]",2,1
43,test,,"[0, 0, 0]",,,,40.0,25,9779.0,,"[3, 7]",2,130
43,test,,"[0, 0, 0, 0]",,,,45.0,26,8935.0,,"[4, 7, 12]",3,6
43,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,29.0,27,13782.0,,"[12, 7, 11, 8, 3, 4, 6]",7,2
43,test,,"[0, 0]",,,,53.0,28,8928.0,,[4],1,76
43,test,,"[0, 0, 0, 0, 0]",,,,46.0,29,8046.0,,"[4, 3, 7, 8]",4,7
85,training,,"[3, 0, 2, 0, 3, 0, 0, 8]",,,,23.0,0,54920.0,,"[5, 7, 2, 8, 1, 3, 4]",7,4
85,training,,"[3, 2, 2, 3]",,,,-29.0,1,54656.0,,"[9, 11, 4]",3,12
85,training,,"[0, 0, 0, 0, 11]",,,,8.0,2,19574.0,,"[4, 3, 7, 8]",4,15
85,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,16.0,3,9048.0,,"[7, 8, 11, 12, 4, 3]",6,83
85,training,,"[0, 0, 0, 0, 11]",,,,32.0,4,27768.0,,"[4, 3, 7, 8]",4,5
85,training,,"[0, 0, 0, 0, 11]",,,,20.0,5,20528.0,,"[7, 8, 3, 4]",4,24
85,training,,"[0, 0, 0, 3, 0]",,,,54.0,6,14349.0,,"[7, 8, 3, 4]",4,101
85,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,18.0,7,8831.0,,"[8, 7, 3, 4, 11, 12]",6,79
85,training,,"[0, 0, 0, 0, 0]",,,,50.0,8,9258.0,,"[4, 3, 7, 8]",4,6
85,training,,"[0, 0, 0, 0, 11]",,,,14.0,9,19429.0,,"[7, 8, 3, 4]",4,13
85,test,,"[0, 0, 0]",,,,10.0,10,9043.0,,"[7, 8]",2,74
85,test,,"[0, 0, 0, 0, 0]",,,,56.0,11,8332.0,,"[7, 8, 3, 4]",4,78
85,test,,"[0, 0, 0]",,,,48.0,12,9287.0,,"[7, 8]",2,21
85,test,,"[0, 0, 0]",,,,24.0,13,9580.0,,"[8, 7]",2,1
85,test,,"[0, 0, 0, 0]",,,,37.0,14,8279.0,,"[4, 3, 7]",3,80
85,test,,"[0, 0, 0]",,,,12.0,15,8183.0,,"[8, 7]",2,81
85,test,,"[0, 0, 0]",,,,52.0,16,9310.0,,"[7, 8]",2,29
85,test,,"[0, 0, 0]",,,,52.0,17,9384.0,,"[8, 7]",2,82
85,test,,"[0, 0, 0, 0]",,,,27.0,18,8802.0,,"[7, 8, 3]",3,10
85,test,,"[0, 0]",,,,45.0,19,9366.0,,[7],1,129
85,test,,"[0, 0, 0, 0, 0]",,,,30.0,20,12922.0,,"[7, 8, 3, 4]",4,84
85,test,,"[0, 0, 0, 0, 0]",,,,8.0,21,8373.0,,"[7, 8, 3, 4]",4,58
85,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,14.0,22,8127.0,,"[7, 8, 3, 4, 11, 12]",6,75
85,test,,"[0, 0, 0]",,,,20.0,23,9335.0,,"[7, 8]",2,17
85,test,,"[0, 0, 0]",,,,16.0,24,9319.0,,"[7, 8]",2,31
85,test,,"[0, 0, 0, 0]",,,,47.0,25,8559.0,,"[7, 8, 3]",3,20
85,test,,"[0, 0, 0]",,,,18.0,26,9250.0,,"[3, 4]",2,14
85,test,,"[0, 0, 0, 0, 0]",,,,32.0,27,9356.0,,"[3, 4, 7, 8]",4,23
85,test,,"[0, 0, 0]",,,,42.0,28,10195.0,,"[7, 8]",2,11
85,test,,"[0, 0, 0, 0]",,,,49.0,29,8362.0,,"[7, 8, 3]",3,102
49,training,,"[3, 3, 3, 3, 0, 0, 2, 0, 0, 0, 3, 0, 0]",,,,18.0,0,47416.0,,"[9, 5, 1, 2, 4, 3, 10, 11, 12, 7, 6, 8]",12,22
49,training,,"[3, 3, 0, 0]",,,,57.0,1,16438.0,,"[9, 10, 12]",3,10
49,training,,"[3, 3, 3, 0, 0, 16]",,,,19.0,2,37884.0,,"[5, 1, 2, 4, 3]",5,21
49,training,,"[3, 2, 2, 0]",,,,43.0,3,15642.0,,"[5, 6, 7]",3,129
49,training,,"[3, 3, 3, 3, 3, 3, 0, 0, 0]",,,,40.0,4,28867.0,,"[9, 10, 11, 12, 1, 2, 4, 3]",8,77
49,training,,"[3, 2, 2, 0, 0, 0, 0, 0]",,,,41.0,5,18903.0,,"[5, 7, 8, 4, 3, 12, 11]",7,74
49,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,18.0,6,10882.0,,"[11, 12, 8, 7, 3, 4]",6,79
49,training,,"[0, 0]",,,,47.0,7,9546.0,,[11],1,6
49,training,,"[0, 0, 0]",,,,46.0,8,8498.0,,"[11, 12]",2,55
49,training,,"[0, 0, 0, 0, 0, 0, 3, 0]",,,,23.0,9,14245.0,,"[11, 12, 7, 8, 3, 4, 1]",7,4
49,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,10,13432.0,,"[11, 12, 7, 8, 3, 4]",6,115
49,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,9.0,11,11636.0,,"[11, 12, 4, 3, 7, 8]",6,94
49,test,,"[0, 0, 0, 0, 0]",,,,-9.0,12,9025.0,,"[11, 12, 4, 3]",4,108
49,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-5.0,13,17161.0,,"[7, 8, 11, 12, 4, 3, 1, 2, 9, 10]",10,51
49,test,,"[0, 0, 0]",,,,-7.0,14,9630.0,,"[11, 12]",2,147
49,test,,"[0, 0, 0, 0, 0]",,,,6.0,15,8769.0,,"[7, 8, 6, 5]",4,148
49,test,,"[0, 0, 0, 0]",,,,12.0,16,9266.0,,"[11, 12, 10]",3,149
49,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-12.0,17,19814.0,,"[4, 3, 7, 8, 11, 12, 9, 10, 2, 1, 5, 6]",12,64
49,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-3.0,18,13337.0,,"[11, 12, 4, 3, 7, 8, 10, 9]",8,46
49,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,7.0,19,9928.0,,"[11, 12, 7, 8, 3, 4, 10, 9]",8,53
49,test,,"[0, 0, 0, 0]",,,,12.0,20,9532.0,,"[11, 10, 9]",3,150
49,test,,"[0, 0, 0, 0, 0]",,,,11.0,21,8580.0,,"[11, 12, 10, 9]",4,140
49,test,,"[0, 0, 0, 0, 0]",,,,11.0,22,9565.0,,"[11, 12, 10, 9]",4,119
49,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,5.0,23,9681.0,,"[11, 12, 3, 4, 7, 8, 6, 5, 9, 10]",10,40
49,test,,"[0, 0, 0, 0, 0]",,,,11.0,24,8404.0,,"[11, 12, 10, 9]",4,151
49,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,7.0,25,10103.0,,"[11, 12, 4, 3, 7, 8, 6, 5]",8,128
49,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-2.0,26,17142.0,,"[11, 12, 10, 9, 4, 3, 2, 1, 7, 6, 8, 5]",12,66
49,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-12.0,27,15741.0,,"[11, 12, 4, 3, 7, 8, 2, 1, 10, 9, 5, 6]",12,111
49,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,9.0,28,10323.0,,"[11, 12, 4, 3, 2, 1]",6,133
49,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-2.0,29,14068.0,,"[11, 12, 10, 9, 4, 3, 7, 8, 5, 6, 2, 1]",12,35
67,training,,"[3, 3, 41]",,,,-30.0,0,61642.0,,"[5, 1]",2,73
67,training,,"[3, 3, 3, 40]",,,,57.0,1,63275.0,,"[9, 1, 5]",3,10
67,training,,[42],,,,-22.0,2,52654.0,,[],0,7
67,training,,"[0, 0]",,,,43.0,3,8811.0,,[11],1,9
67,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,16.0,4,10699.0,,"[4, 3, 7, 8, 12, 11]",6,83
67,training,,"[0, 0]",,,,41.0,5,10003.0,,[11],1,72
67,training,,"[0, 0]",,,,53.0,6,8137.0,,[11],1,5
67,training,,"[0, 0, 0, 0, 0, 0]",,,,55.0,7,9836.0,,"[12, 11, 4, 3, 7]",5,3
67,training,,"[0, 0, 0, 0, 0, 0, 4]",,,,12.0,8,17270.0,,"[11, 12, 4, 3, 7, 8]",6,13
67,training,,"[0, 0, 0, 0, 0, 0, 0, 3, 0]",,,,18.0,9,21253.0,,"[11, 12, 4, 3, 7, 8, 10, 2]",8,75
67,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,10,11852.0,,"[11, 12, 8, 7, 3, 4]",6,61
67,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-16.0,11,12756.0,,"[11, 12, 4, 3, 7, 8]",6,35
67,test,,"[0, 0, 0, 0]",,,,12.0,12,12476.0,,"[5, 1, 9]",3,90
67,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-7.0,13,17020.0,,"[9, 1, 5, 2, 10, 11, 12, 4, 3, 7, 6, 8]",12,121
67,test,,"[0, 0, 0, 0, 0]",,,,21.0,14,9424.0,,"[5, 1, 9, 3]",4,95
67,test,,"[0, 0, 0, 0, 0, 0]",,,,10.0,15,10059.0,,"[1, 5, 9, 7, 8]",5,128
67,test,,"[0, 0, 0, 0, 0, 0]",,,,0.0,16,10227.0,,"[1, 5, 9, 3, 4]",5,152
67,test,,"[0, 0, 0, 0, 0]",,,,21.0,17,9609.0,,"[9, 1, 5, 3]",4,153
67,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,8.0,18,13500.0,,"[9, 1, 5, 3, 4, 7, 6]",7,87
67,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,9.0,19,11212.0,,"[5, 1, 9, 10, 11, 12]",6,94
67,test,,"[0, 0, 0, 0, 0, 0]",,,,25.0,20,10315.0,,"[9, 1, 5, 7, 8]",5,43
67,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,21,10436.0,,"[9, 5, 1, 12, 11, 7]",6,154
67,test,,"[0, 0, 0, 0, 0, 0]",,,,15.0,22,7627.0,,"[9, 1, 5, 7, 8]",5,122
67,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-12.0,23,23476.0,,"[9, 11, 12, 5, 7, 8, 1, 2, 3, 4, 10, 6]",12,111
67,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,1.0,24,13135.0,,"[9, 1, 5, 3, 4, 2, 7, 8, 6]",9,131
67,test,,"[0, 0, 0, 0, 0, 0]",,,,15.0,25,9776.0,,"[9, 1, 5, 7, 8]",5,138
67,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,-12.0,26,11002.0,,"[1, 9, 5, 7, 8, 3, 4]",7,39
67,test,,"[0, 0, 0, 0, 0, 0]",,,,25.0,27,8758.0,,"[9, 1, 5, 3, 4]",5,98
67,test,,"[0, 0, 0, 0, 0]",,,,11.0,28,9736.0,,"[1, 9, 5, 7]",4,63
67,test,,"[0, 0, 0, 0, 0, 0]",,,,15.0,29,10988.0,,"[9, 11, 12, 5, 1]",5,42
52,training,,"[3, 3, 39]",,,,-42.0,0,70854.0,,"[5, 9]",2,32
52,training,,"[3, 3, 3, 40]",,,,-21.0,1,100841.0,,"[9, 5, 1]",3,22
52,training,,"[3, 3, 2, 0, 36]",,,,-46.0,2,66502.0,,"[1, 5, 10, 11]",4,0
52,training,,"[3, 2, 3, 3, 3, 0, 9]",,,,30.0,3,43760.0,,"[1, 2, 5, 9, 10, 11]",6,16
52,training,,"[3, 2, 0, 0]",,,,55.0,4,17788.0,,"[1, 2, 3]",3,1
52,training,,"[3, 3, 2, 2, 0, 0, 3, 2, 18]",,,,6.0,5,55643.0,,"[1, 5, 10, 6, 7, 8, 2, 3]",8,125
52,training,,"[3, 2, 0, 0, 0]",,,,50.0,6,16119.0,,"[1, 2, 3, 4]",4,85
52,training,,"[3, 3, 3, 0, 11]",,,,32.0,7,33750.0,,"[9, 5, 6, 7]",4,5
52,training,,"[3, 3, 3, 3, 0, 17]",,,,17.0,8,44400.0,,"[1, 9, 5, 6, 7]",5,17
52,training,,"[3, 3, 2, 0, 14]",,,,26.0,9,36953.0,,"[1, 5, 6, 8]",4,8
52,test,,"[0, 0, 0, 0, 0]",,,,1.0,10,19254.0,,"[1, 2, 3, 4]",4,146
52,test,,"[0, 0, 0, 0]",,,,12.0,11,12181.0,,"[9, 10, 11]",3,91
52,test,,"[0, 0, 0, 0, 0, 0]",,,,15.0,12,14771.0,,"[5, 9, 10, 11, 12]",5,126
52,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,2.0,13,22232.0,,"[1, 2, 3, 4, 5, 9, 6, 7]",8,70
52,test,,"[0, 0, 0, 0]",,,,22.0,14,9478.0,,"[1, 2, 3]",3,98
52,test,,"[0, 0, 0, 0, 0]",,,,16.0,15,10949.0,,"[9, 5, 6, 7]",4,45
52,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-4.0,16,23289.0,,"[9, 10, 11, 12, 1, 2, 3, 5, 4]",9,60
52,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,2.0,17,22512.0,,"[1, 5, 6, 7, 8, 9, 10, 11]",8,71
52,test,,"[0, 0, 0, 0, 0, 0]",,,,20.0,18,10279.0,,"[1, 9, 5, 6, 7]",5,43
52,test,,"[0, 0, 0, 0, 0]",,,,16.0,19,8559.0,,"[1, 9, 10, 11]",4,112
52,test,,"[0, 0, 0, 0]",,,,17.0,20,10455.0,,"[5, 6, 7]",3,155
52,test,,"[0, 0, 0, 0]",,,,12.0,21,10003.0,,"[5, 6, 7]",3,138
52,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-6.0,22,18173.0,,"[5, 9, 6, 1, 7, 8]",6,64
52,test,,"[0, 0, 0, 0, 0]",,,,11.0,23,10085.0,,"[1, 2, 3, 4]",4,99
52,test,,"[0, 0, 0, 0]",,,,17.0,24,9970.0,,"[5, 6, 7]",3,41
52,test,,"[0, 0, 0, 0]",,,,22.0,25,10795.0,,"[9, 10, 11]",3,144
52,test,,"[0, 0, 0, 0, 0, 0]",,,,10.0,26,14893.0,,"[1, 2, 4, 5, 3]",5,38
52,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-1.0,27,12678.0,,"[9, 5, 1, 2, 3, 4]",6,156
52,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,6.0,28,21749.0,,"[9, 5, 6, 7, 8, 1, 10, 11, 12]",9,115
52,test,,"[0, 0, 0, 0, 0]",,,,1.0,29,13749.0,,"[1, 2, 3, 4]",4,117
24,training,,"[2, 38]",,,,-19.0,0,59654.0,,[10],1,3
24,training,,"[0, 40]",,,,43.0,1,56714.0,,[7],1,11
24,training,,"[0, 3, 15]",,,,18.0,2,32816.0,,"[12, 9]",2,75
24,training,,"[0, 0, 3, 37]",,,,-27.0,3,58546.0,,"[4, 3, 1]",3,74
24,training,,"[0, 0, 3, 2]",,,,35.0,4,17398.0,,"[8, 7, 5]",3,104
24,training,,"[0, 0, 2, 3, 3]",,,,38.0,5,24952.0,,"[12, 11, 10, 9]",4,18
24,training,,"[0, 0, 0, 2, 3, 5]",,,,33.0,6,29154.0,,"[3, 4, 12, 10, 9]",5,24
24,training,,"[0, 0, 3, 3, 3]",,,,40.0,7,25700.0,,"[8, 7, 5, 6]",4,73
24,training,,"[0, 0, 3, 2, 4]",,,,48.0,8,23728.0,,"[11, 12, 9, 2]",4,130
24,training,,"[0, 2, 3, 0]",,,,49.0,9,14963.0,,"[7, 6, 5]",3,19
24,test,,"[0, 0, 0, 0]",,,,33.0,10,21576.0,,"[7, 8, 5]",3,2
24,test,,"[0, 0, 0, 0]",,,,19.0,11,13299.0,,"[11, 10, 9]",3,76
24,test,,"[0, 0, 0, 0]",,,,13.0,12,12700.0,,"[4, 2, 1]",3,17
24,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,53.0,13,19834.0,,"[7, 6, 8, 3, 4, 2, 1]",7,78
24,test,,"[0, 0, 0, 0, 0]",,,,42.0,14,11344.0,,"[11, 10, 12, 9]",4,85
24,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,45.0,15,13593.0,,"[4, 2, 3, 7, 6, 8, 5]",7,54
24,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,21.0,16,12467.0,,"[12, 11, 10, 4, 3, 7, 8, 2, 1]",9,4
24,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,46.0,17,12676.0,,"[4, 3, 7, 8, 6, 5, 11, 9]",8,15
24,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,18.0,18,12478.0,,"[11, 12, 10, 9, 8, 7]",6,77
24,test,,"[0, 0, 0, 0]",,,,41.0,19,10508.0,,"[11, 10, 9]",3,9
24,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,52.0,20,10659.0,,"[11, 12, 8, 3, 2, 1]",6,1
24,test,,"[0, 0, 0, 0]",,,,45.0,21,9531.0,,"[2, 3, 1]",3,81
24,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,24.0,22,11688.0,,"[4, 3, 8, 7, 11, 12]",6,57
24,test,,"[0, 0, 0, 0, 0, 0]",,,,41.0,23,9584.0,,"[8, 7, 3, 1, 2]",5,31
24,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,44.0,24,9797.0,,"[4, 12, 8, 7, 3, 2]",6,20
24,test,,"[0, 0, 0, 0, 0]",,,,48.0,25,8278.0,,"[8, 7, 3, 2]",4,103
24,test,,"[0, 0, 0, 0, 0, 0]",,,,37.0,26,10059.0,,"[7, 4, 3, 1, 2]",5,10
24,test,,"[0, 0, 0, 0]",,,,35.0,27,8336.0,,"[11, 9, 10]",3,8
24,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,38.0,28,9958.0,,"[3, 4, 7, 8, 11, 10]",6,84
24,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,20.0,29,9647.0,,"[4, 3, 7, 8, 12, 11]",6,30
86,training,,"[3, 41]",,,,53.0,0,75843.0,,[5],1,82
86,training,,"[2, 41]",,,,-43.0,1,71637.0,,[2],1,17
86,training,,"[0, 18]",,,,27.0,2,35708.0,,[8],1,19
86,training,,"[0, 0, 0, 14]",,,,11.0,3,34454.0,,"[4, 12, 7]",3,0
86,training,,"[0, 0, 0, 0, 0, 0, 0, 3, 0]",,,,12.0,4,37820.0,,"[3, 11, 8, 7, 12, 4, 10, 6]",8,75
86,training,,"[0, 0, 0, 3, 2]",,,,44.0,5,23254.0,,"[3, 7, 12, 10]",4,6
86,training,,"[0, 0, 0, 0, 2, 0]",,,,51.0,6,18868.0,,"[7, 3, 11, 12, 8]",5,33
86,training,,"[0, 0, 0, 0]",,,,53.0,7,16272.0,,"[4, 8, 11]",3,80
86,training,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]",,,,13.0,8,34901.0,,"[3, 7, 12, 8, 11, 4, 10, 6, 2, 1, 5]",11,30
86,training,,"[0, 0, 0, 0, 0, 0]",,,,55.0,9,16787.0,,"[3, 8, 11, 12, 7]",5,3
86,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,3.0,10,28910.0,,"[7, 12, 4, 11, 8, 3, 6]",7,66
86,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,18.0,11,23928.0,,"[11, 3, 8, 4, 6, 10, 12]",7,95
86,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,12,20489.0,,"[8, 11, 3, 6, 9, 1]",6,148
86,test,,"[0, 0, 0, 0, 0, 0]",,,,5.0,13,13870.0,,"[4, 7, 12, 11, 10]",5,135
86,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,11.0,14,19097.0,,"[12, 7, 3, 4, 11, 8, 10, 6, 2]",9,44
86,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,8.0,15,15364.0,,"[7, 4, 12, 10, 3, 8, 5]",7,120
86,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,9.0,16,12908.0,,"[7, 12, 3, 8, 11, 9]",6,53
86,test,,"[0, 0, 0, 0, 0, 0]",,,,10.0,17,13350.0,,"[7, 8, 12, 4, 2]",5,42
86,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,9.0,18,12363.0,,"[7, 6, 3, 4, 11, 9]",6,119
86,test,,"[0, 0]",,,,14.0,19,8878.0,,[4],1,116
86,test,,"[0, 0, 0]",,,,13.0,20,10881.0,,"[7, 6]",2,63
86,test,,"[0, 0, 0]",,,,18.0,21,11322.0,,"[12, 10]",2,126
86,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-4.0,22,29353.0,,"[3, 2, 7, 8, 11, 12, 9, 5, 6]",9,65
86,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,14.0,23,20546.0,,"[3, 2, 1, 8, 6, 5, 10, 12, 9, 11, 7]",11,37
86,test,,"[0, 0, 0, 0]",,,,17.0,24,9764.0,,"[4, 2, 1]",3,67
86,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-8.0,25,15311.0,,"[11, 12, 8, 7, 6, 3, 4, 2]",8,137
86,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,17.0,26,13326.0,,"[8, 7, 12, 11, 4, 3, 10, 2]",8,97
86,test,,"[0, 0, 0, 0, 0, 0]",,,,10.0,27,10557.0,,"[4, 1, 12, 11, 9]",5,157
86,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-7.0,28,19703.0,,"[7, 8, 5, 4, 1, 10, 11, 3, 12, 2, 6, 9]",12,156
86,test,,"[0, 0, 0]",,,,3.0,29,10018.0,,"[7, 5]",2,158
25,training,,"[0, 0]",,,,47.0,0,12830.0,,[8],1,32
25,training,,"[0, 0, 16]",,,,16.0,1,26520.0,,"[3, 11]",2,7
25,training,,"[0, 0, 0, 14]",,,,33.0,2,26287.0,,"[11, 8, 3]",3,16
25,training,,"[0, 0, 0, 3, 0]",,,,44.0,3,14980.0,,"[4, 3, 11, 12]",4,74
25,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,18.0,4,17090.0,,"[12, 3, 7, 8, 11, 4]",6,79
25,training,,"[0, 0, 0, 0, 0, 0, 4]",,,,14.0,5,16974.0,,"[11, 4, 3, 7, 8, 12]",6,75
25,training,,"[0, 0, 3, 0, 0, 0, 3, 0]",,,,43.0,6,20311.0,,"[12, 11, 10, 7, 8, 3, 4]",7,20
25,training,,"[0, 0, 0, 2, 0]",,,,50.0,7,13192.0,,"[12, 11, 4, 2]",4,76
