pid,block,correct,delays,key_press,questions,responses,score,trial_index,trial_time,view_history,clicks,n_clicks,stim_i
55,test,,"[0, 0, 0, 0, 0, 0]",,,,10.0,24,9148.0,,"[5, 1, 9, 11, 12]",5,24
55,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,3.0,25,11826.0,,"[5, 1, 9, 6, 7, 8, 10]",7,25
55,test,,"[0, 0, 0, 0]",,,,12.0,26,8305.0,,"[5, 7, 8]",3,26
55,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,8.0,27,12583.0,,"[5, 1, 3, 4, 9, 11, 12]",7,27
55,test,,"[0, 0, 0, 0, 0]",,,,6.0,28,9661.0,,"[5, 1, 9, 2]",4,28
55,test,,"[0, 0, 0, 0, 0]",,,,6.0,29,9600.0,,"[5, 1, 9, 11]",4,29
0,training,,"[2, 0, 0, 0, 2, 0, 0, 3, 0]",,,,-33.0,0,46842.0,,"[7, 10, 2, 5, 9, 1, 4, 3]",8,30
0,training,,"[0, 8]",,,,19.0,1,19194.0,,[2],1,31
0,training,,"[0, 8]",,,,24.0,2,21418.0,,[5],1,32
0,training,,"[0, 3, 0, 7]",,,,2.0,3,25332.0,,"[9, 10, 5]",3,1
0,training,,"[0, 2, 5]",,,,8.0,4,18915.0,,"[5, 6]",2,33
0,training,,"[0, 0, 0, 0, 0, 3]",,,,20.0,5,18721.0,,"[1, 2, 9, 10, 11]",5,34
0,training,,"[0, 0, 0, 2, 2, 3]",,,,-10.0,6,21376.0,,"[5, 1, 2, 4, 11]",5,35
0,training,,"[0, 2, 2, 2, 2, 3, 0]",,,,-6.0,7,27208.0,,"[5, 6, 7, 9, 1, 10]",6,21
0,training,,"[0, 0, 2, 2, 2, 3, 0, 3, 0, 0]",,,,6.0,8,28905.0,,"[5, 1, 9, 3, 2, 10, 11, 6, 12]",9,27
0,training,,"[0, 2, 2, 0, 2, 0, 0, 0, 0, 0]",,,,-9.0,9,34430.0,,"[1, 5, 9, 10, 12, 2, 4, 3, 11]",9,36
13,training,,[0],,,,5.0,0,25252.0,,[],0,37
13,training,,[0],,,,-10.0,1,11317.0,,[],0,6
13,training,,[0],,,,-20.0,2,16562.0,,[],0,0
13,training,,[0],,,,-20.0,3,8148.0,,[],0,38
13,training,,[0],,,,15.0,4,9439.0,,[],0,39
13,training,,[0],,,,10.0,5,13653.0,,[],0,40
13,training,,[0],,,,10.0,6,12222.0,,[],0,29
13,training,,[0],,,,5.0,7,8777.0,,[],0,19
13,training,,[0],,,,-5.0,8,8656.0,,[],0,41
13,training,,[0],,,,0.0,9,10780.0,,[],0,42
13,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,3.0,10,28166.0,,"[5, 9, 1, 2, 6, 8, 7]",7,43
13,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,-2.0,11,22791.0,,"[9, 10, 12, 11, 1, 2, 4]",7,44
13,test,,"[0, 0, 0]",,,,23.0,12,16410.0,,"[7, 5]",2,32
13,test,,"[0, 0, 0, 0]",,,,7.0,13,18947.0,,"[8, 5, 6]",3,45
13,test,,"[0, 0, 0, 0, 0]",,,,16.0,14,16705.0,,"[12, 4, 7, 10]",4,46
13,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,11.0,15,35796.0,,"[11, 6, 8, 5, 9, 12, 4, 3, 1]",9,47
13,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,18.0,16,24916.0,,"[12, 7, 5, 11, 10, 4, 1]",7,48
13,test,,"[0, 0, 0, 0, 0]",,,,11.0,17,19488.0,,"[3, 7, 8, 12]",4,27
13,test,,"[0, 0, 0]",,,,13.0,18,11587.0,,"[12, 11]",2,9
13,test,,"[0, 0]",,,,9.0,19,10832.0,,[4],1,49
13,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,7.0,20,22734.0,,"[7, 8, 11, 12, 3, 4, 6, 10]",8,50
13,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,-2.0,21,16619.0,,"[10, 12, 11, 7, 8, 4, 3]",7,51
13,test,,"[0, 0, 0, 0, 0]",,,,6.0,22,13406.0,,"[7, 11, 4, 8]",4,52
13,test,,"[0, 0]",,,,24.0,23,10857.0,,[12],1,34
13,test,,"[0, 0, 0, 0]",,,,-8.0,24,12946.0,,"[4, 8, 11]",3,35
13,test,,"[0, 0, 0, 0, 0]",,,,21.0,25,11327.0,,"[3, 11, 10, 12]",4,53
13,test,,"[0, 0, 0, 0]",,,,7.0,26,12256.0,,"[8, 7, 6]",3,54
13,test,,"[0, 0, 0, 0, 0]",,,,1.0,27,19829.0,,"[4, 12, 10, 1]",4,55
13,test,,"[0, 0, 0, 0]",,,,2.0,28,14846.0,,"[3, 9, 12]",3,10
13,test,,"[0, 0, 0]",,,,3.0,29,8565.0,,"[11, 10]",2,18
14,training,,[0],,,,5.0,0,15617.0,,[],0,20
14,training,,[0],,,,-20.0,1,11886.0,,[],0,56
14,training,,[0],,,,15.0,2,12477.0,,[],0,8
14,training,,[0],,,,-10.0,3,12114.0,,[],0,17
14,training,,[0],,,,5.0,4,9099.0,,[],0,57
14,training,,[0],,,,5.0,5,12093.0,,[],0,48
14,training,,[0],,,,25.0,6,10785.0,,[],0,52
14,training,,[0],,,,10.0,7,9915.0,,[],0,58
14,training,,[0],,,,-5.0,8,15500.0,,[],0,19
14,training,,[0],,,,5.0,9,9639.0,,[],0,33
14,test,,[0],,,,-5.0,10,8126.0,,[],0,59
14,test,,[0],,,,5.0,11,18446.0,,[],0,60
14,test,,[0],,,,5.0,12,10696.0,,[],0,7
14,test,,[0],,,,15.0,13,9729.0,,[],0,21
14,test,,[0],,,,10.0,14,8623.0,,[],0,10
14,test,,[0],,,,15.0,15,7815.0,,[],0,39
14,test,,[0],,,,-5.0,16,9493.0,,[],0,61
14,test,,[0],,,,5.0,17,10728.0,,[],0,35
14,test,,[0],,,,15.0,18,9586.0,,[],0,23
14,test,,[0],,,,15.0,19,14052.0,,[],0,26
14,test,,[0],,,,0.0,20,10361.0,,[],0,42
14,test,,[0],,,,-5.0,21,10150.0,,[],0,53
14,test,,[0],,,,-10.0,22,9655.0,,[],0,25
14,test,,[0],,,,-5.0,23,7596.0,,[],0,27
14,test,,[0],,,,20.0,24,7811.0,,[],0,47
14,test,,[0],,,,-5.0,25,8710.0,,[],0,4
14,test,,[0],,,,25.0,26,11067.0,,[],0,62
14,test,,[0],,,,-25.0,27,13425.0,,[],0,1
14,test,,[0],,,,-10.0,28,10587.0,,[],0,45
14,test,,[0],,,,5.0,29,11209.0,,[],0,63
35,training,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-5.0,0,118364.0,,"[5, 1, 2, 3, 4, 9, 10, 11, 6, 8]",10,29
35,training,,[0],,,,-30.0,1,25622.0,,[],0,1
35,training,,"[0, 0]",,,,4.0,2,19152.0,,[1],1,49
35,training,,"[0, 0]",,,,4.0,3,14517.0,,[9],1,33
35,training,,"[0, 0]",,,,-11.0,4,16034.0,,[5],1,35
35,training,,"[0, 0]",,,,-1.0,5,12008.0,,[1],1,64
35,training,,"[0, 0]",,,,9.0,6,11354.0,,[1],1,65
35,training,,"[0, 0]",,,,-16.0,7,14621.0,,[9],1,62
35,training,,"[0, 0]",,,,29.0,8,12760.0,,[5],1,9
35,training,,"[0, 0]",,,,19.0,9,12087.0,,[9],1,66
35,test,,"[0, 0]",,,,19.0,10,14399.0,,[1],1,12
35,test,,"[0, 0]",,,,19.0,11,10623.0,,[9],1,67
35,test,,"[0, 0]",,,,24.0,12,8181.0,,[1],1,7
35,test,,"[0, 0]",,,,4.0,13,12472.0,,[5],1,68
35,test,,"[0, 0]",,,,-16.0,14,12074.0,,[9],1,41
35,test,,"[0, 0]",,,,-1.0,15,11944.0,,[5],1,20
35,test,,"[0, 0]",,,,-26.0,16,10052.0,,[1],1,38
35,test,,"[0, 0]",,,,24.0,17,11205.0,,[5],1,32
35,test,,"[0, 0]",,,,-11.0,18,10587.0,,[1],1,2
35,test,,"[0, 0]",,,,-11.0,19,10845.0,,[5],1,50
35,test,,"[0, 0]",,,,24.0,20,12440.0,,[9],1,53
35,test,,"[0, 0, 0]",,,,13.0,21,11967.0,,"[1, 5]",2,69
35,test,,"[0, 0]",,,,-6.0,22,8504.0,,[9],1,70
35,test,,"[0, 0]",,,,-11.0,23,8809.0,,[1],1,60
35,test,,"[0, 0]",,,,14.0,24,9663.0,,[5],1,71
35,test,,"[0, 0]",,,,4.0,25,9525.0,,[1],1,72
35,test,,"[0, 0]",,,,-1.0,26,9139.0,,[5],1,73
35,test,,"[0, 0]",,,,-6.0,27,9432.0,,[5],1,74
35,test,,"[0, 0]",,,,4.0,28,10913.0,,[1],1,51
35,test,,"[0, 0]",,,,-11.0,29,9963.0,,[9],1,19
33,training,,[0],,,,-5.0,0,31547.0,,[],0,26
33,training,,[0],,,,-25.0,1,9588.0,,[],0,37
33,training,,[0],,,,-15.0,2,9889.0,,[],0,75
33,training,,[0],,,,-20.0,3,8358.0,,[],0,76
33,training,,[0],,,,10.0,4,9240.0,,[],0,25
33,training,,[0],,,,25.0,5,10328.0,,[],0,63
33,training,,[0],,,,-15.0,6,9810.0,,[],0,5
33,training,,[0],,,,-10.0,7,10598.0,,[],0,69
33,training,,[0],,,,20.0,8,9500.0,,[],0,29
33,training,,[0],,,,-10.0,9,10352.0,,[],0,18
33,test,,[0],,,,-25.0,10,9296.0,,[],0,48
33,test,,[0],,,,15.0,11,9331.0,,[],0,77
33,test,,[0],,,,-15.0,12,10713.0,,[],0,57
33,test,,[0],,,,-25.0,13,8453.0,,[],0,38
33,test,,[0],,,,-25.0,14,8598.0,,[],0,30
33,test,,[0],,,,25.0,15,7687.0,,[],0,16
33,test,,[0],,,,-15.0,16,9360.0,,[],0,62
33,test,,[0],,,,-5.0,17,9356.0,,[],0,73
33,test,,[0],,,,-10.0,18,8639.0,,[],0,17
33,test,,[0],,,,-15.0,19,10683.0,,[],0,2
33,test,,[0],,,,0.0,20,9518.0,,[],0,3
33,test,,[0],,,,-20.0,21,10499.0,,[],0,78
33,test,,[0],,,,0.0,22,7289.0,,[],0,41
33,test,,[0],,,,10.0,23,9379.0,,[],0,54
33,test,,[0],,,,-10.0,24,9263.0,,[],0,79
33,test,,[0],,,,-25.0,25,7303.0,,[],0,55
33,test,,[0],,,,0.0,26,9349.0,,[],0,14
33,test,,[0],,,,-30.0,27,7537.0,,[],0,80
33,test,,[0],,,,5.0,28,8862.0,,[],0,40
33,test,,[0],,,,5.0,29,8704.0,,[],0,49
63,training,,[0],,,,30.0,0,10164.0,,[],0,62
63,training,,[0],,,,-5.0,1,9158.0,,[],0,49
63,training,,[0],,,,-10.0,2,9933.0,,[],0,14
63,training,,[0],,,,-10.0,3,8581.0,,[],0,40
63,training,,[0],,,,-10.0,4,9384.0,,[],0,24
63,training,,[0],,,,-30.0,5,8586.0,,[],0,81
63,training,,[0],,,,15.0,6,10914.0,,[],0,82
63,training,,[0],,,,10.0,7,11841.0,,[],0,29
63,training,,[0],,,,-25.0,8,9647.0,,[],0,46
63,training,,[0],,,,20.0,9,9262.0,,[],0,59
63,test,,[0],,,,-10.0,10,10946.0,,[],0,57
63,test,,[0],,,,-10.0,11,7492.0,,[],0,68
63,test,,[0],,,,30.0,12,9252.0,,[],0,66
63,test,,[0],,,,10.0,13,10244.0,,[],0,0
63,test,,[0],,,,15.0,14,9096.0,,[],0,83
63,test,,[0],,,,0.0,15,9185.0,,[],0,2
63,test,,[0],,,,30.0,16,7417.0,,[],0,67
63,test,,[0],,,,-10.0,17,11437.0,,[],0,84
63,test,,[0],,,,0.0,18,9249.0,,[],0,16
63,test,,[0],,,,10.0,19,10188.0,,[],0,12
63,test,,[0],,,,5.0,20,9371.0,,[],0,85
63,test,,[0],,,,5.0,21,10324.0,,[],0,63
63,test,,[0],,,,-5.0,22,9120.0,,[],0,55
63,test,,[0],,,,5.0,23,10047.0,,[],0,31
63,test,,[0],,,,10.0,24,9628.0,,[],0,52
63,test,,[0],,,,-10.0,25,9471.0,,[],0,11
63,test,,[0],,,,10.0,26,9216.0,,[],0,86
63,test,,[0],,,,10.0,27,10248.0,,[],0,87
63,test,,[0],,,,0.0,28,10813.0,,[],0,17
63,test,,[0],,,,0.0,29,9019.0,,[],0,88
83,training,,"[0, 0, 0, 8]",,,,-8.0,0,33056.0,,"[10, 6, 2]",3,39
83,training,,"[2, 2, 0, 2, 0, 0]",,,,5.0,1,28083.0,,"[12, 9, 2, 6, 7]",5,80
83,training,,"[0, 2, 0, 0, 0, 2, 0, 2, 0, 0]",,,,-4.0,2,36015.0,,"[6, 7, 8, 10, 2, 11, 9, 3, 1]",9,51
83,training,,"[0, 0, 2, 2, 4]",,,,21.0,3,22528.0,,"[5, 1, 9, 3]",4,61
83,training,,"[0, 2, 2, 2, 7]",,,,11.0,4,33787.0,,"[1, 5, 2, 3]",4,33
83,training,,"[0, 2, 0, 0]",,,,22.0,5,13586.0,,"[5, 6, 7]",3,63
83,training,,"[0, 2, 0, 0, 0, 0, 2, 0, 2, 2]",,,,-9.0,6,32635.0,,"[5, 7, 6, 2, 10, 8, 11, 9, 12]",9,89
83,training,,"[0, 2, 0, 0, 0, 0, 3, 0, 2]",,,,-3.0,7,29101.0,,"[1, 3, 2, 5, 6, 9, 10, 11]",8,79
83,training,,"[0, 2, 2, 0, 0, 0, 0]",,,,14.0,8,17250.0,,"[1, 3, 4, 5, 6, 8]",6,77
83,training,,"[0, 0, 0, 0, 2]",,,,-4.0,9,13297.0,,"[1, 5, 9, 11]",4,88
83,test,,"[0, 0, 0]",,,,18.0,10,19090.0,,"[1, 3]",2,66
83,test,,"[0, 0, 0, 0]",,,,27.0,11,12258.0,,"[1, 5, 8]",3,62
83,test,,"[0, 0, 0, 0]",,,,12.0,12,10910.0,,"[1, 3, 4]",3,13
83,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,2.0,13,15634.0,,"[1, 3, 4, 9, 5, 12, 7, 6]",8,15
83,test,,"[0, 0, 0, 0]",,,,12.0,14,9278.0,,"[5, 1, 4]",3,30
83,test,,"[0, 0, 0]",,,,18.0,15,10017.0,,"[1, 3]",2,75
83,test,,"[0, 0, 0, 0]",,,,12.0,16,9087.0,,"[1, 3, 2]",3,64
83,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-7.0,17,17454.0,,"[1, 5, 9, 11, 3, 8, 7, 6, 12, 10, 2, 4]",12,38
83,test,,"[0, 0, 0, 0, 0]",,,,16.0,18,9048.0,,"[1, 5, 8, 7]",4,37
83,test,,"[0, 0, 0]",,,,23.0,19,8958.0,,"[5, 7]",2,32
83,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,2.0,20,18671.0,,"[5, 8, 9, 11, 7, 1, 12, 6]",8,25
83,test,,"[0, 0, 0, 0, 0, 0]",,,,20.0,21,9088.0,,"[5, 8, 1, 4, 3]",5,90
83,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-1.0,22,11806.0,,"[1, 5, 11, 8, 9, 12]",6,6
83,test,,"[0, 0, 0, 0]",,,,12.0,23,9000.0,,"[1, 5, 11]",3,81
83,test,,"[0, 0, 0, 0]",,,,12.0,24,8251.0,,"[9, 5, 7]",3,21
83,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,19.0,25,14542.0,,"[5, 7, 8, 1, 9, 11]",6,82
83,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,14.0,26,12163.0,,"[9, 11, 12, 5, 1, 3]",6,73
83,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-6.0,27,10996.0,,"[1, 5, 8, 6, 9, 7]",6,41
83,test,,"[0, 0, 0, 0, 0, 0]",,,,5.0,28,8396.0,,"[5, 7, 8, 9, 11]",5,91
83,test,,"[0, 0, 0, 0]",,,,7.0,29,8644.0,,"[9, 1, 3]",3,76
77,training,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-32.0,0,30474.0,,"[5, 1, 9, 10, 11, 12, 6, 8, 7, 3, 2, 4]",12,84
77,training,,[0],,,,20.0,1,9918.0,,[],0,26
77,training,,[0],,,,5.0,2,10123.0,,[],0,18
77,training,,[0],,,,25.0,3,11756.0,,[],0,61
77,training,,[0],,,,-25.0,4,10116.0,,[],0,55
77,training,,[0],,,,-5.0,5,13564.0,,[],0,2
77,training,,[0],,,,10.0,6,12325.0,,[],0,49
77,training,,[0],,,,5.0,7,9511.0,,[],0,4
77,training,,[0],,,,-20.0,8,11286.0,,[],0,0
77,training,,[0],,,,-25.0,9,10227.0,,[],0,25
77,test,,"[0, 0, 0, 0, 0]",,,,1.0,10,16139.0,,"[5, 9, 1, 2]",4,72
77,test,,"[0, 0]",,,,-6.0,11,8844.0,,[9],1,92
77,test,,"[0, 0, 0]",,,,-12.0,12,8339.0,,"[1, 5]",2,87
77,test,,"[0, 0, 0, 0]",,,,2.0,13,10641.0,,"[9, 5, 1]",3,6
77,test,,"[0, 0, 0, 0, 0, 0, 0]",,,,-1.0,14,12904.0,,"[9, 1, 5, 6, 10, 2]",6,38
77,test,,"[0, 0]",,,,19.0,15,9433.0,,[5],1,93
77,test,,"[0, 0]",,,,4.0,16,8826.0,,[5],1,53
77,test,,"[0, 0]",,,,9.0,17,8952.0,,[1],1,94
77,test,,"[0, 0, 0]",,,,13.0,18,8603.0,,"[9, 11]",2,39
77,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,2.0,19,13165.0,,"[5, 9, 11, 12, 8, 7, 2, 6]",8,80
77,test,,"[0, 0, 0, 0]",,,,-3.0,20,10568.0,,"[9, 5, 7]",3,95
77,test,,"[0, 0, 0]",,,,3.0,21,13080.0,,"[1, 9]",2,57
77,test,,"[0, 0, 0]",,,,-2.0,22,10381.0,,"[9, 6]",2,40
77,test,,"[0, 0, 0]",,,,3.0,23,8724.0,,"[2, 4]",2,91
77,test,,"[0, 0]",,,,29.0,24,7760.0,,[5],1,62
77,test,,"[0, 0, 0, 0]",,,,-28.0,25,11350.0,,"[6, 10, 2]",3,21
77,test,,"[0, 0]",,,,-6.0,26,10329.0,,[6],1,52
77,test,,"[0, 0, 0, 0, 0]",,,,16.0,27,9747.0,,"[10, 11, 8, 7]",4,3
77,test,,"[0, 0, 0]",,,,23.0,28,10628.0,,"[12, 10]",2,34
77,test,,"[0, 0, 0]",,,,8.0,29,10308.0,,"[12, 8]",2,14
76,training,,"[0, 0, 0, 0]",,,,12.0,0,31737.0,,"[5, 6, 9]",3,70
76,training,,"[0, 0, 0, 0]",,,,12.0,1,17500.0,,"[5, 9, 11]",3,24
76,training,,"[0, 0, 0, 0, 0]",,,,6.0,2,23987.0,,"[5, 1, 9, 11]",4,94
76,training,,"[0, 0, 0, 0, 0, 0]",,,,10.0,3,36865.0,,"[6, 2, 1, 10, 3]",5,3
76,training,,"[0, 0, 0]",,,,23.0,4,16310.0,,"[1, 3]",2,7
76,training,,"[0, 0, 0, 0, 0, 0]",,,,-15.0,5,30044.0,,"[9, 11, 12, 5, 1]",5,50
76,training,,"[0, 0, 0, 0, 0, 0, 0]",,,,4.0,6,19530.0,,"[9, 1, 5, 6, 2, 10]",6,34
76,training,,"[0, 0, 0, 0, 0, 0]",,,,10.0,7,19109.0,,"[9, 5, 1, 3, 4]",5,13
76,training,,"[0, 0, 0, 0, 0, 0]",,,,15.0,8,15067.0,,"[9, 1, 5, 6, 10]",5,42
76,training,,"[0, 0, 0, 0]",,,,-8.0,9,16385.0,,"[9, 10, 11]",3,96
76,test,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,-9.0,10,31617.0,,"[9, 5, 1, 6, 2, 10, 7, 3, 8]",9,41
76,test,,"[0, 0, 0, 0, 0]",,,,16.0,11,20242.0,,"[9, 1, 3, 4]",4,75
76,test,,"[0, 0, 0, 0, 0]",,,,16.0,12,18837.0,,"[5, 1, 9, 7]",4,12
76,test,,"[0, 0, 0, 0]",,,,17.0,13,11321.0,,"[1, 3, 4]",3,26
76,test,,"[0, 0, 0, 0, 0, 0]",,,,20.0,14,20560.0,,"[9, 11, 12, 5, 1]",5,59
76,test,,"[0, 0, 0, 0]",,,,12.0,15,12266.0,,"[1, 5, 7]",3,20
76,test,,"[0, 0, 0, 0, 0]",,,,11.0,16,14221.0,,"[9, 1, 5, 7]",4,21
76,test,,"[0, 0, 0, 0, 0]",,,,-9.0,17,16118.0,,"[9, 1, 5, 7]",4,92
76,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,-2.0,18,15677.0,,"[5, 8, 7, 9, 11, 1, 3]",7,51
76,test,,"[0, 0, 0, 0, 0, 0, 0, 0]",,,,3.0,19,17371.0,,"[5, 9, 7, 8, 1, 3, 4]",7,97
76,test,,"[0, 0, 0, 0, 0]",,,,1.0,20,18179.0,,"[9, 5, 3, 4]",4,18
76,test,,"[0, 0, 0, 0, 0, 0]",,,,5.0,21,25473.0,,"[9, 5, 3, 4, 1]",5,49
76,test,,"[0, 0, 0, 0, 0]",,,,11.0,22,20835.0,,"[5, 7, 8, 3]",4,82
76,test,,"[0, 0, 0, 0, 0]",,,,6.0,23,16299.0,,"[5, 9, 3, 4]",4,76
76,test,,"[0, 0, 0, 0, 0]",,,,11.0,24,12836.0,,"[1, 5, 7, 8]",4,78
76,test,,"[0, 0, 0]",,,,23.0,25,11530.0,,"[1, 3]",2,90
76,test,,"[0, 0, 0]",,,,13.0,26,11673.0,,"[1, 3]",2,64
76,test,,"[0, 0, 0, 0]",,,,7.0,27,11218.0,,"[1, 9, 11]",3,91
76,test,,"[0, 0, 0, 0, 0, 0]",,,,-5.0,28,22879.0,,"[1, 5, 11, 12, 3]",5,45
76,test,,"[0, 0, 0]",,,,23.0,29,9721.0,,"[1, 3]",2,23
47,training,,[11],,,,-20.0,0,24650.0,,[],0,84
47,training,,[11],,,,10.0,1,21492.0,,[],0,98
47,training,,[11],,,,-20.0,2,18849.0,,[],0,70
47,training,,[11],,,,5.0,3,21360.0,,[],0,90
47,training,,"[0, 0, 5]",,,,13.0,4,24603.0,,"[5, 9]",2,71
47,training,,[11],,,,-10.0,5,67905.0,,[],0,8
47,training,,[11],,,,0.0,6,20876.0,,[],0,83
47,training,,[11],,,,-25.0,7,20331.0,,[],0,15
47,training,,[11],,,,5.0,8,20271.0,,[],0,37
47,training,,[11],,,,10.0,9,59112.0,,[],0,26
47,test,,[0],,,,5.0,10,9265.0,,[],0,63
47,test,,[0],,,,5.0,11,10415.0,,[],0,96
47,test,,[0],,,,30.0,12,9256.0,,[],0,54
47,test,,[0],,,,-5.0,13,12343.0,,[],0,89
47,test,,[0],,,,20.0,14,9253.0,,[],0,22
47,test,,[0],,,,-20.0,15,7529.0,,[],0,53
47,test,,[0],,,,5.0,16,9211.0,,[],0,6
47,test,,[0],,,,-5.0,17,19559.0,,[],0,68
47,test,,[0],,,,-15.0,18,22220.0,,[],0,31
47,test,,[0],,,,-5.0,19,9255.0,,[],0,56
47,test,,[0],,,,5.0,20,9077.0,,[],0,99
47,test,,[0],,,,5.0,21,8250.0,,[],0,97
47,test,,[0],,,,-5.0,22,9278.0,,[],0,2
47,test,,[0],,,,-10.0,23,8243.0,,[],0,79
47,test,,[0],,,,-5.0,24,9402.0,,[],0,59
47,test,,[0],,,,-10.0,25,9021.0,,[],0,52
47,test,,[0],,,,-5.0,26,9293.0,,[],0,28
47,test,,[0],,,,-10.0,27,8220.0,,[],0,17
47,test,,[0],,,,-10.0,28,8141.0,,[],0,86
47,test,,[0],,,,-5.0,29,8196.0,,[],0,45
30,training,,"[0, 2, 0, 2, 2, 0, 2]",,,,19.0,0,30002.0,,"[5, 6, 1, 9, 3, 2]",6,67
30,training,,"[0, 0, 2, 2, 2, 0, 7]",,,,-11.0,1,31668.0,,"[9, 5, 1, 6, 2, 7]",6,44
30,training,,"[0, 0, 0, 5]",,,,17.0,2,16666.0,,"[9, 5, 6]",3,1
30,training,,"[0, 0, 0, 0, 0, 2, 2, 3]",,,,3.0,3,39424.0,,"[5, 6, 8, 7, 1, 2, 4]",7,97
30,training,,"[0, 0, 0, 5]",,,,17.0,4,17434.0,,"[1, 5, 9]",3,5
30,training,,"[0, 0, 3, 0, 2, 0, 0]",,,,9.0,5,16426.0,,"[5, 6, 7, 9, 10, 11]",6,50
30,training,,"[0, 0, 0, 2]",,,,2.0,6,13955.0,,"[5, 7, 8]",3,64
30,training,,"[0, 2, 0, 2]",,,,17.0,7,13672.0,,"[5, 6, 7]",3,85
30,training,,"[0, 0, 0, 0, 3]",,,,6.0,8,15876.0,,"[5, 6, 7, 8]",4,25
