wid,feedback,train_height,startTime,bonus,completed,previously_participated,n_quiz,instruct_time,total_time,sex,age
wb49d1a8,action,3,Wed Aug 25 2021 13:03:50 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[118983, 22986]",24.18038333333333,Female,26.0
w8fb054b,video,3,Thu Aug 26 2021 09:09:41 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
w17df0c4,meta,3,Wed Aug 25 2021 10:37:36 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[100118],32.952216666666665,Female,20.0
w8d8f78a,meta,3,Wed Aug 25 2021 12:35:43 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[187298],31.849933333333333,Female,25.0
wd9f747f,none,3,Wed Aug 25 2021 11:06:02 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[103882],20.045883333333332,Female,21.0
wf2a6330,meta,3,Thu Aug 26 2021 09:13:53 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[57616, 27878]",32.30708333333333,,
wb528ca4,none,3,Thu Aug 26 2021 09:28:17 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[103231],21.060716666666668,,
wff27910,video,3,Wed Aug 25 2021 10:57:29 GMT-0700 (Pacific Daylight Time),0.0,True,No,,,,Male,18.0
w6ecbd99,meta,3,Wed Aug 25 2021 10:26:53 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[99437],26.774216666666668,Female,28.0
w56b202f,none,3,Thu Aug 26 2021 09:24:05 GMT-0400 (EDT),0.0,True,No,1.0,[60022],31.752583333333334,,
wb2e1a39,action,3,Thu Aug 26 2021 10:16:21 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,2.0,"[75430, 22621]",31.1423,,
w6ffb449,meta,3,Wed Aug 25 2021 14:40:46 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[92734],32.49146666666667,Female,21.0
w0fce1ad,meta,3,Wed Aug 25 2021 13:41:22 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[38907, 17872]",17.16955,Female,23.0
w826eaaa,video,3,Thu Aug 26 2021 09:36:32 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wa3dc89b,none,3,Wed Aug 25 2021 15:04:24 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[106579],,CONSENT REVOKED,39.0
w97a665c,meta,3,Wed Aug 25 2021 14:52:50 GMT-0400 (EDT),0.0,True,No,2.0,"[55319, 39358]",28.698766666666668,Female,20.0
wb1b721a,none,3,Thu Aug 26 2021 08:51:05 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[121468],21.85255,,
w71d4864,video,3,Thu Aug 26 2021 07:39:40 GMT-0600 (GMT-06:00),0.0,True,No,,,,,
we0b4411,meta,3,Thu Aug 26 2021 09:17:44 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[254519],29.433066666666665,,
we440f1e,none,3,Wed Aug 25 2021 14:41:06 GMT-0400 (EDT),0.0,True,Yes,1.0,[77257],21.252016666666666,Female,19.0
wf881fd9,none,3,Wed Aug 25 2021 14:57:43 GMT-0400 (EDT),0.0,False,,2.0,"[110948, 19679]",,Female,24.0
wde17b94,meta,3,Thu Aug 26 2021 10:11:37 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[265384],41.944383333333334,,
wdee48f9,video,3,Thu Aug 26 2021 09:12:46 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
wdafb09a,meta,3,Wed Aug 25 2021 13:47:47 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[67481],16.679683333333333,Female,32.0
w987e5ae,none,3,Wed Aug 25 2021 14:42:06 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[34859, 17562]",19.970983333333333,Female,25.0
w114ee40,meta,3,Wed Aug 25 2021 14:01:20 GMT-0500 (Central Daylight Time),0.0,False,,3.0,"[90840, 9153, 34345]",,CONSENT REVOKED,25.0
wd3673c8,none,3,Wed Aug 25 2021 14:43:30 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[64117],23.532666666666668,Female,37.0
wc039dbd,none,3,Wed Aug 25 2021 14:59:44 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[108434],,Female,32.0
w3a893d0,meta,3,Wed Aug 25 2021 14:48:11 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[62280, 17900]",25.612566666666666,Female,39.0
wffcd99b,meta,3,Thu Aug 26 2021 09:37:58 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[95097, 11337]",29.781783333333333,,
w9416244,none,3,Thu Aug 26 2021 09:19:31 GMT-0500 (Central Daylight Time),0.0,True,No,3.0,"[119057, 33070, 23278]",32.443083333333334,,
w83a177a,video,3,Thu Aug 26 2021 09:28:20 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w1ff0d5c,video,3,Thu Aug 26 2021 09:49:28 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wa439ed1,action,3,Thu Aug 26 2021 08:09:17 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[73783],29.250083333333333,,
w6a75588,none,3,Wed Aug 25 2021 13:54:28 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[89947],46.91951666666667,Female,23.0
wa5211cf,meta,3,Wed Aug 25 2021 14:11:56 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[71870],35.068583333333336,Female,24.0
w154025d,meta,3,Wed Aug 25 2021 14:16:24 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[172869],28.609783333333333,Female,22.0
w99c85ff,none,3,Wed Aug 25 2021 15:00:12 GMT-0400 (Eastern Daylight Time),0.0,False,,2.0,"[78861, 10212]",,Female,25.0
w6387450,meta,3,Thu Aug 26 2021 07:58:57 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[37236, 12682]",24.53785,,
w33ab50e,action,3,Wed Aug 25 2021 13:50:35 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[31005, 12893]",41.0398,Female,28.0
w18cab35,none,3,Wed Aug 25 2021 10:53:30 GMT-0700 (Mountain Standard Time),0.0,True,No,1.0,[64768],18.712983333333334,Female,20.0
w98a2856,none,3,Thu Aug 26 2021 06:36:00 GMT-0700 (PDT),0.0,True,Yes,2.0,"[104969, 9260]",26.7903,,
w324b28e,action,3,Thu Aug 26 2021 07:53:23 GMT-0500 (Central Daylight Time),0.0,True,No,4.0,"[157299, 14158, 6776, 6340]",47.886716666666665,,
wc5f2ddc,none,3,Thu Aug 26 2021 09:03:07 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[92756],95.67666666666666,,
wcc992cf,none,3,Wed Aug 25 2021 14:42:43 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[487659],36.675,CONSENT REVOKED,21.0
w984a50e,video,3,Thu Aug 26 2021 08:24:10 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
wbf13d20,action,3,Wed Aug 25 2021 10:31:21 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[69624],22.3742,Female,27.0
w01851f2,meta,3,Wed Aug 25 2021 12:52:59 GMT-0500 (Central Daylight Time),0.0,True,Yes,1.0,[92172],29.56225,Female,22.0
w9c5c14f,action,3,Wed Aug 25 2021 15:04:28 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[68833],,CONSENT REVOKED,18.0
w9191841,meta,3,Thu Aug 26 2021 10:22:44 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[76240],25.696916666666667,,
w251ac5d,video,3,Wed Aug 25 2021 13:37:19 GMT-0500 (Central Daylight Time),0.0,True,No,,,,Female,24.0
w1420646,action,3,Wed Aug 25 2021 12:53:23 GMT-0500 (CDT),0.0,True,No,3.0,"[66384, 35444, 26620]",34.29051666666667,Female,19.0
w03419c3,meta,3,Wed Aug 25 2021 13:39:03 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[105334],18.586966666666665,Female,32.0
wc0bb781,none,3,Wed Aug 25 2021 11:09:32 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[136955],32.23948333333333,Female,26.0
w8ff7d9f,action,3,Thu Aug 26 2021 09:38:52 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[170920],38.00298333333333,,
wa31c1fd,action,3,Thu Aug 26 2021 09:46:34 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,1.0,[68033],18.628866666666667,,
wd0b8f11,none,3,Wed Aug 25 2021 13:37:20 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[129011],29.09895,Female,30.0
w816e453,video,3,Thu Aug 26 2021 09:13:48 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
w535bf7e,none,3,Thu Aug 26 2021 09:58:51 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[131961],31.294516666666667,,
wc243764,action,3,Thu Aug 26 2021 09:12:10 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[103194],24.5316,,
w968d069,video,3,Wed Aug 25 2021 14:52:27 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,22.0
w99db5c2,meta,3,Wed Aug 25 2021 13:32:19 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[110411],28.489916666666666,Female,24.0
wbb10cc4,meta,3,Thu Aug 26 2021 08:51:26 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[46529, 13504]",18.4235,,
w15d0e13,none,3,Wed Aug 25 2021 14:38:13 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[69859, 19633]",22.39555,Female,26.0
wf4f72ed,action,3,Thu Aug 26 2021 08:38:02 GMT-0500 (CDT),0.0,True,No,1.0,[83913],27.298466666666666,,
w27a4fd5,video,3,Wed Aug 25 2021 12:58:10 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,21.0
w68ebbdb,none,3,Wed Aug 25 2021 12:29:46 GMT-0500 (CDT),0.0,True,No,1.0,[61752],22.707383333333333,Female,18.0
wc989027,action,3,Thu Aug 26 2021 08:56:03 GMT-0500 (Central Daylight Time),0.0,True,Yes,2.0,"[95400, 8047]",25.825966666666666,,
w1765ad9,video,3,Thu Aug 26 2021 09:18:12 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wb6715e1,meta,3,Thu Aug 26 2021 09:59:07 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[87124],45.24661666666667,,
w35edfa6,none,3,Thu Aug 26 2021 10:12:38 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,1.0,[212021],23.667733333333334,,
wa29d6fb,meta,3,Thu Aug 26 2021 09:14:29 GMT-0400 (EDT),0.0,True,No,1.0,[81664],31.313766666666666,,
w6e63fb2,video,3,Thu Aug 26 2021 09:04:14 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w03d7c28,none,3,Thu Aug 26 2021 10:03:55 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[94894],36.6929,,
w4f9dd0b,meta,3,Wed Aug 25 2021 14:38:45 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[68132, 12923]",23.459683333333334,Female,22.0
w699961b,action,3,Wed Aug 25 2021 13:27:46 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[72564, 22594]",49.23376666666667,Female,20.0
wd353500,none,3,Wed Aug 25 2021 11:58:47 GMT-0600 (Mountain Daylight Time),0.0,True,No,2.0,"[20501, 14811]",16.881933333333333,Female,20.0
wc65a756,action,3,Thu Aug 26 2021 08:17:32 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[96696],27.76275,,
wb5da5fe,meta,3,Wed Aug 25 2021 13:59:28 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[70937],21.406533333333332,Female,22.0
w1fe2375,action,3,Wed Aug 25 2021 13:54:48 GMT-0400 (EDT),0.0,True,No,1.0,[95481],23.276483333333335,Female,21.0
w6703ef7,none,3,Thu Aug 26 2021 08:51:56 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[34391],16.5359,,
w9f894a1,meta,3,Thu Aug 26 2021 09:11:51 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[92512, 13225]",30.80165,,
wa88e614,action,3,Wed Aug 25 2021 13:26:37 GMT-0400 (Eastern Daylight Time),0.0,False,,2.0,"[57415, 23211]",47.31891666666667,Female,21.0
w20a7b60,video,3,Thu Aug 26 2021 09:04:45 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
wd8abf65,meta,3,Thu Aug 26 2021 08:35:22 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[91973],21.938033333333333,,
w5063adc,none,3,Wed Aug 25 2021 13:41:24 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[60790, 17516]",30.853566666666666,Female,26.0
w3713684,none,3,Thu Aug 26 2021 09:22:05 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[80426],15.214416666666667,,
w4f84e2b,action,3,Wed Aug 25 2021 10:50:55 GMT-0600 (MDT),0.0,True,No,2.0,"[116967, 22377]",40.13121666666667,Female,18.0
wbebbde7,meta,3,Wed Aug 25 2021 11:44:44 GMT-0700 (PDT),0.0,True,No,2.0,"[99094, 17408]",30.184433333333335,Female,44.0
w19bf71f,none,3,Thu Aug 26 2021 09:15:05 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[64079],17.837583333333335,,
wa3e5b79,meta,3,Wed Aug 25 2021 11:11:05 GMT-0700 (Pacific Daylight Time),0.0,True,Yes,2.0,"[48263, 16966]",24.770883333333334,Female,21.0
wa3ad3e5,video,3,Thu Aug 26 2021 10:06:57 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w1a42f24,none,3,Thu Aug 26 2021 09:24:06 GMT-0400 (EDT),0.0,True,No,2.0,"[103152, 22878]",29.137766666666668,,
wa9579f5,action,3,Thu Aug 26 2021 09:51:12 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,2.0,"[317760, 29193]",41.65685,,
w9784c0e,video,3,Wed Aug 25 2021 14:55:52 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Male,23.0
wb5b579b,action,3,Wed Aug 25 2021 14:01:06 GMT-0500 (Central Daylight Time),0.0,False,,1.0,[79889],,CONSENT REVOKED,28.0
w3ec81f8,video,3,Wed Aug 25 2021 13:06:54 GMT-0500 (Central Daylight Time),0.0,True,No,,,,Female,26.0
w2544658,video,3,Thu Aug 26 2021 08:24:17 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
w1578b65,none,3,Thu Aug 26 2021 09:03:49 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[71255, 28672]",18.371883333333333,,
w6afa4dd,action,3,Thu Aug 26 2021 08:58:50 GMT-0500 (CDT),0.0,True,Yes,3.0,"[56505, 34167, 8382]",38.84213333333334,,
w6f7d237,meta,3,Wed Aug 25 2021 15:01:24 GMT-0400 (EDT),0.0,False,,2.0,"[81480, 11507]",,CONSENT REVOKED,23.0
w0fc98aa,meta,3,Wed Aug 25 2021 13:12:46 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,1.0,[90620],53.864666666666665,Female,19.0
w698a0d3,action,3,Thu Aug 26 2021 09:26:06 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[50524, 27839]",15.464466666666667,,
w3a8b04f,none,3,Thu Aug 26 2021 08:34:02 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[44983],24.368916666666667,,
w9c256f9,action,3,Thu Aug 26 2021 07:11:39 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[91256],30.447316666666666,,
w183322e,meta,3,Wed Aug 25 2021 12:14:35 GMT-0500 (Central Daylight Time),0.0,True,No,4.0,"[39080, 20544, 8306, 16366]",28.351733333333332,Female,20.0
w5be0f9e,meta,3,Thu Aug 26 2021 08:53:19 GMT-0400 (EDT),0.0,True,No,1.0,[108307],31.245816666666666,,
wa9300e1,video,3,Thu Aug 26 2021 07:58:58 GMT-0600 (Mountain Daylight Time),0.0,True,No,,,,,
wc0ea557,video,3,Thu Aug 26 2021 10:08:18 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w4936c23,none,3,Wed Aug 25 2021 13:52:09 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[801920],52.50715,Female,23.0
w2fc93a5,meta,3,Thu Aug 26 2021 10:06:53 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[47980],24.575783333333334,,
wff136ee,meta,3,Thu Aug 26 2021 08:54:28 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,1.0,[55602],15.631733333333333,,
w30b13be,action,3,Wed Aug 25 2021 13:47:40 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[96830, 20346]",37.88715,Female,27.0
w4e35c81,video,3,Wed Aug 25 2021 10:56:02 GMT-0700 (Pacific Daylight Time),0.0,True,No,,,,Female,21.0
wb699327,meta,3,Wed Aug 25 2021 11:52:03 GMT-0700 (PDT),0.0,False,,1.0,[350618],,Female,31.0
w2b21580,action,3,Wed Aug 25 2021 12:15:39 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[73960],22.058533333333333,Female,19.0
w65f2b0e,action,3,Wed Aug 25 2021 15:03:09 GMT-0400 (Eastern Daylight Time),0.0,False,,3.0,"[9336, 22173, 6396]",,Female,24.0
w587cacc,meta,3,Wed Aug 25 2021 14:50:53 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[80259],30.718,Female,21.0
w2b4b09c,action,3,Wed Aug 25 2021 13:44:10 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[54559],30.00135,Female,35.0
w9f8a354,none,3,Wed Aug 25 2021 15:01:20 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[81738],,CONSENT REVOKED,24.0
wf11773c,meta,3,Wed Aug 25 2021 12:52:20 GMT-0400 (EDT),0.0,True,No,1.0,[110345],22.7293,Female,20.0
wa9782d7,action,3,Thu Aug 26 2021 09:22:54 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[143352],23.7331,,
wec48758,none,3,Wed Aug 25 2021 09:42:36 GMT-0700 (Pacific Daylight Time),0.0,True,No,2.0,"[196139, 16362]",27.418233333333333,Female,19.0
wfa73a76,meta,3,Wed Aug 25 2021 12:58:57 GMT-0600 (MDT),0.0,False,,1.0,[96323],,CONSENT REVOKED,22.0
w1e54f03,action,3,Thu Aug 26 2021 09:16:41 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[95652],32.0439,,
wb3f6c33,action,3,Thu Aug 26 2021 08:48:57 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[81499],28.9059,,
w488ffa6,meta,3,Wed Aug 25 2021 11:03:02 GMT-0700 (Pacific Daylight Time),0.0,True,Yes,2.0,"[53037, 10496]",29.854066666666668,Female,18.0
wc53e7b7,action,3,Wed Aug 25 2021 09:42:59 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[88928],20.3947,Female,23.0
w5f977fb,video,3,Wed Aug 25 2021 13:57:32 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,19.0
wda928cd,action,3,Wed Aug 25 2021 14:53:55 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[90095, 27607]",30.216216666666668,Female,54.0
w68d0af1,none,3,Wed Aug 25 2021 13:49:34 GMT-0400 (EDT),0.0,True,No,1.0,[143663],87.22421666666666,Female,31.0
we2d6898,video,3,Thu Aug 26 2021 09:11:38 GMT-0400 (Paraguay Standard Time),0.0,True,No,,,,,
w0ba048b,action,3,Wed Aug 25 2021 14:36:40 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,1.0,[116901],28.21901666666667,Female,25.0
wb69526c,action,3,Wed Aug 25 2021 14:39:19 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[96130],21.8136,Female,20.0
wa002a04,action,3,Thu Aug 26 2021 10:07:59 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[119175],41.079166666666666,,
w45b90af,meta,3,Wed Aug 25 2021 13:55:29 GMT-0500 (Central Daylight Time),0.0,False,,1.0,[152976],,CONSENT REVOKED,25.0
w7e3bdcc,none,3,Thu Aug 26 2021 09:38:28 GMT-0400 (Eastern Daylight Time),0.0,True,No,3.0,"[114282, 10570, 22177]",28.717166666666667,,
wdd33b0c,video,3,Wed Aug 25 2021 11:50:28 GMT-0700 (Pacific Daylight Time),0.0,True,No,,,,Female,19.0
we94de8b,meta,3,Wed Aug 25 2021 12:05:02 GMT-0700 (Pacific Daylight Time),0.0,False,,1.0,[71485],,CONSENT REVOKED,24.0
w3a89603,meta,3,Thu Aug 26 2021 09:39:39 GMT-0400 (Eastern Daylight Time),0.0,True,No,3.0,"[224228, 8941, 70295]",41.35811666666667,,
wf06bdbc,action,3,Thu Aug 26 2021 10:04:19 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[119327],42.455283333333334,,
wf72a706,none,3,Thu Aug 26 2021 10:04:16 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[43064],13.156283333333333,,
w9d593a3,meta,3,Thu Aug 26 2021 06:51:11 GMT-0700 (GMT-07:00),0.0,False,,1.0,[1265021],,,
wa51e811,video,3,Thu Aug 26 2021 10:06:49 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w5445b44,video,3,Thu Aug 26 2021 09:41:50 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wdf3b317,none,3,Thu Aug 26 2021 09:48:54 GMT-0400 (Eastern Daylight Time),0.0,True,Not sure,2.0,"[58603, 71694]",20.743566666666666,,
w01bfbc4,video,3,Wed Aug 25 2021 14:43:02 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,24.0
wb096b3d,meta,3,Thu Aug 26 2021 09:39:06 GMT-0400 (GMT-04:00),0.0,True,No,1.0,[109985],25.3417,,
we92b56b,meta,3,Thu Aug 26 2021 09:04:33 GMT-0400 (EDT),0.0,True,No,1.0,[93532],24.25695,,
wed29c80,none,3,Wed Aug 25 2021 13:31:11 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[172669],32.659333333333336,Female,25.0
w37c7135,video,3,Wed Aug 25 2021 10:16:08 GMT-0700 (Pacific Daylight Time),0.0,True,No,,,,Female,30.0
w8955ff9,video,3,Wed Aug 25 2021 14:52:57 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,22.0
w3bd453e,meta,3,Wed Aug 25 2021 14:54:26 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[103393],22.728683333333333,Female,25.0
wfa325e4,none,3,Wed Aug 25 2021 14:54:25 GMT-0400 (EDT),0.0,True,No,1.0,[64632],11.639933333333333,Female,21.0
w2e0b2d0,action,3,Thu Aug 26 2021 08:41:26 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[109722],25.92585,,
w6d3c0a4,none,3,Thu Aug 26 2021 09:13:34 GMT-0400 (EDT),0.0,True,No,1.0,[81044],27.744866666666667,,
wf2778f5,video,3,Thu Aug 26 2021 09:10:28 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w17a9a1e,action,3,Thu Aug 26 2021 09:15:17 GMT-0500 (CDT),0.0,True,No,1.0,[78578],39.16085,,
wf84320b,action,3,Wed Aug 25 2021 14:13:38 GMT-0400 (EDT),0.0,True,No,1.0,[132851],38.5945,Female,23.0
w5b77ae1,action,3,Wed Aug 25 2021 14:36:43 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[88986],38.93658333333333,Female,20.0
w3ca9843,video,3,Thu Aug 26 2021 08:30:17 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
w5eea989,meta,3,Thu Aug 26 2021 08:17:47 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[97023],22.96215,,
w8164c45,action,3,Thu Aug 26 2021 09:16:38 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[95080, 38275]",39.87435,,
w1157e1c,video,3,Thu Aug 26 2021 09:06:45 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w86ac9fc,meta,3,Wed Aug 25 2021 14:45:59 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[79512],29.146133333333335,Female,28.0
wbb1c67f,action,3,Thu Aug 26 2021 09:29:55 GMT-0400 (Eastern Daylight Time),0.0,False,,2.0,"[248350, 11378]",,,
w1cd2a79,action,3,Thu Aug 26 2021 08:18:49 GMT-0600 (Mountain Daylight Time),0.0,True,No,1.0,[96097],56.143816666666666,,
w34418db,none,3,Wed Aug 25 2021 14:53:53 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[78280],21.617583333333332,Female,21.0
wd7db8a2,none,3,Wed Aug 25 2021 13:02:18 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[90637],18.433783333333334,Female,26.0
w8409c7f,action,3,Wed Aug 25 2021 14:50:29 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[98130],24.983483333333332,Female,30.0
we9313cf,action,3,Wed Aug 25 2021 14:37:55 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[113856],32.14665,Female,25.0
w36aaed3,action,3,Wed Aug 25 2021 10:53:14 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[54744],192.43443333333335,Female,31.0
w3d31c32,action,3,Thu Aug 26 2021 08:14:11 GMT-0500 (CDT),0.0,True,No,1.0,[109114],39.40228333333334,,
wd76b5f4,video,3,Thu Aug 26 2021 10:13:42 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wf3b7f6c,video,3,Wed Aug 25 2021 14:51:19 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,44.0
w18449e8,meta,3,Thu Aug 26 2021 08:09:54 GMT-0500 (Central Daylight Time),0.0,True,No,3.0,"[103111, 43692, 9509]",67.00255,,
w8511246,video,3,Thu Aug 26 2021 08:47:23 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
w0e5f59d,action,3,Thu Aug 26 2021 08:53:18 GMT-0400 (EDT),0.0,True,No,1.0,[52985],17.341333333333335,,
w1345c85,meta,3,Thu Aug 26 2021 06:31:19 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[97716],37.9793,,
w34afbc8,video,3,Thu Aug 26 2021 08:52:48 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
w16e00f5,meta,3,Thu Aug 26 2021 09:25:19 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[61129],21.822616666666665,,
w20d78af,meta,3,Thu Aug 26 2021 09:25:55 GMT-0400 (EDT),0.0,True,Yes,2.0,"[118722, 48023]",39.44713333333333,,
w57f71f3,meta,3,Wed Aug 25 2021 12:05:30 GMT-0500 (CDT),0.0,True,No,1.0,[29909],20.204716666666666,Female,20.0
w6d90b86,meta,3,Wed Aug 25 2021 14:42:42 GMT-0400 (Eastern Daylight Time),0.0,True,No,3.0,"[38743, 9406, 19690]",54.61513333333333,Female,26.0
we2d6390,meta,3,Thu Aug 26 2021 08:16:00 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[91155],28.92075,,
wf745c53,video,3,Wed Aug 25 2021 13:58:55 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,25.0
w8e51957,meta,3,Thu Aug 26 2021 09:50:26 GMT-0400 (EDT),0.0,True,No,1.0,[102143],22.528766666666666,,
w823aa48,video,3,Thu Aug 26 2021 09:54:31 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w7476fdd,action,3,Wed Aug 25 2021 14:52:53 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[64458],,CONSENT REVOKED,21.0
w0294f89,video,3,Wed Aug 25 2021 11:52:34 GMT-0700 (Pacific Daylight Time),0.0,True,No,,,,Female,31.0
