wid,feedback,train_height,startTime,bonus,completed,previously_participated,n_quiz,instruct_time,total_time,sex,age
w7e256da,meta,3,Wed Aug 25 2021 14:11:24 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[92376, 49250]",32.15695,Female,22.0
wc095a18,meta,3,Wed Aug 25 2021 13:54:04 GMT-0500 (Central Daylight Time),0.0,False,,4.0,"[146178, 17226, 16160, 14746]",,CONSENT REVOKED,24.0
w19be0f6,none,3,Wed Aug 25 2021 14:48:07 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[75961],24.523866666666667,Female,20.0
w436f611,action,3,Wed Aug 25 2021 14:37:41 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[76565, 14393]",30.944466666666667,Female,24.0
wcd84db5,none,3,Thu Aug 26 2021 08:46:51 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[250785],46.913383333333336,,
wf89a7aa,none,3,Wed Aug 25 2021 13:43:01 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[74759],16.345133333333333,Female,25.0
w71c2818,action,3,Thu Aug 26 2021 09:17:06 GMT-0400 (EDT),0.0,True,No,2.0,"[107622, 90566]",54.66485,,
w7832acb,video,3,Thu Aug 26 2021 07:26:33 GMT-0600 (Mountain Daylight Time),0.0,True,No,,,,,
w7038dd2,meta,3,Wed Aug 25 2021 11:28:14 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[72578],25.548116666666665,Female,25.0
we2b936c,action,3,Wed Aug 25 2021 12:19:30 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[112472],44.37141666666667,Female,22.0
w721d930,action,3,Wed Aug 25 2021 13:04:07 GMT-0600 (MDT),0.0,False,,1.0,[74510],,CONSENT REVOKED,28.0
wb7695a6,meta,3,Wed Aug 25 2021 11:04:54 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[101220],35.41376666666667,Female,29.0
wec5d623,video,3,Thu Aug 26 2021 08:55:30 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wb016ade,action,3,Wed Aug 25 2021 15:00:29 GMT-0400 (Eastern Daylight Time),0.0,False,,2.0,"[24341, 16182]",,CONSENT REVOKED,28.0
w5bdc3e5,none,3,Wed Aug 25 2021 13:53:12 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,1.0,[244141],26.941433333333332,Female,24.0
we9bb5bc,none,3,Wed Aug 25 2021 14:41:13 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[137747],31.492233333333335,Female,30.0
wb94e59c,video,3,Wed Aug 25 2021 13:45:47 GMT-0500 (Central Daylight Time),0.0,True,No,,,,Female,21.0
wa7179c7,meta,3,Wed Aug 25 2021 13:48:09 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[98475],24.311366666666668,Female,19.0
w3c62897,none,3,Wed Aug 25 2021 14:49:40 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[122712],,CONSENT REVOKED,
w7349e8c,meta,3,Wed Aug 25 2021 11:40:11 GMT-0700 (Pacific Daylight Time),0.0,True,Yes,1.0,[93458],35.496633333333335,Female,21.0
w01f56bd,none,3,Wed Aug 25 2021 10:08:31 GMT-0700 (PDT),0.0,True,No,1.0,[76939],18.992566666666665,Female,20.0
wc9c9ece,none,3,Wed Aug 25 2021 12:09:50 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[106398],24.307466666666667,Female,53.0
w06643ef,meta,3,Wed Aug 25 2021 14:02:53 GMT-0500 (CDT),0.0,False,,1.0,[96986],,CONSENT REVOKED,22.0
w5f4f914,meta,3,Thu Aug 26 2021 10:02:37 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[71216],18.055316666666666,,
wb2d05fb,action,3,Wed Aug 25 2021 13:59:09 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[77211],32.433366666666664,Female,22.0
wb78f93f,meta,3,Wed Aug 25 2021 13:35:38 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[127575],27.686533333333333,Male,34.0
w3be07f4,action,3,Wed Aug 25 2021 13:23:30 GMT-0400 (Eastern Daylight Time),0.0,True,Not sure,1.0,[155778],57.63475,Female,24.0
w1263100,action,3,Wed Aug 25 2021 13:13:18 GMT-0500 (Central Daylight Time),0.0,True,No,3.0,"[325955, 19063, 11293]",34.781666666666666,Male,43.0
w4759730,meta,3,Wed Aug 25 2021 13:58:56 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[51490],15.681933333333333,Female,27.0
wdb474d5,action,3,Wed Aug 25 2021 11:47:36 GMT-0700 (PDT),0.0,True,No,1.0,[47881],14.875033333333333,Female,23.0
wcda4c83,meta,3,Wed Aug 25 2021 13:10:00 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[130828],31.3056,Female,20.0
w52550ed,none,3,Thu Aug 26 2021 08:38:00 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[94795, 15689]",20.665316666666666,,
w0c0b2d9,meta,3,Wed Aug 25 2021 10:01:26 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[118060],30.380666666666666,Female,29.0
w287600a,video,3,Wed Aug 25 2021 14:53:56 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,31.0
wfbbc7af,action,3,Wed Aug 25 2021 10:51:42 GMT-0700 (Pacific Daylight Time),0.0,True,Yes,1.0,[123662],39.360683333333334,Female,35.0
wcf5867c,video,3,Wed Aug 25 2021 13:50:39 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,26.0
w92daad6,action,3,Wed Aug 25 2021 13:37:11 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[125305],40.895916666666665,Female,19.0
wef7fea1,meta,3,Wed Aug 25 2021 12:46:21 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[59534],20.469716666666667,Female,18.0
w529ada1,none,3,Thu Aug 26 2021 09:01:48 GMT-0400 (EDT),0.0,True,No,2.0,"[80930, 11944]",23.72908333333333,,
w511ba3f,action,3,Thu Aug 26 2021 08:23:26 GMT-0500 (CDT),0.0,True,No,1.0,[90656],24.201766666666668,,
w8596e20,meta,3,Wed Aug 25 2021 14:56:53 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[103546],,Female,22.0
w85d9154,none,3,Thu Aug 26 2021 09:39:06 GMT-0400 (EDT),0.0,True,No,1.0,[87193],15.328416666666667,,
we0fcc40,none,3,Wed Aug 25 2021 13:13:05 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[72289],,CONSENT REVOKED,21.0
wec3a128,action,3,Thu Aug 26 2021 08:51:24 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[57248],33.719633333333334,,
w70aaf7f,meta,3,Wed Aug 25 2021 13:37:24 GMT-0500 (Central Daylight Time),0.0,False,,4.0,"[69532, 50887, 22638, 32025]",,CONSENT REVOKED,23.0
w976805f,meta,3,Thu Aug 26 2021 06:48:11 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[86617],18.862683333333333,,
w3e76914,meta,3,Thu Aug 26 2021 09:15:37 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[82100],39.559866666666665,,
w532b002,video,3,Wed Aug 25 2021 12:59:20 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,21.0
w6b87f07,video,3,Wed Aug 25 2021 11:11:11 GMT-0600 (Mountain Daylight Time),0.0,True,No,,,,Female,23.0
we0de2d1,meta,3,Wed Aug 25 2021 13:46:32 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[106018, 28483]",33.99893333333333,Female,18.0
w1059645,meta,3,Thu Aug 26 2021 08:58:03 GMT-0500 (Central Daylight Time),0.0,True,No,3.0,"[161890, 11538, 38871]",32.63218333333333,,
wccd6b2c,action,3,Wed Aug 25 2021 13:45:59 GMT-0500 (CDT),0.0,True,No,1.0,[91576],25.26568333333333,Female,28.0
w656ac89,meta,3,Wed Aug 25 2021 11:57:36 GMT-0700 (Pacific Daylight Time),0.0,False,,1.0,[36174],,CONSENT REVOKED,21.0
we238497,action,3,Thu Aug 26 2021 09:07:07 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[77380, 31405]",21.870583333333332,,
w1bc4aad,meta,3,Wed Aug 25 2021 13:40:16 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[354501],43.67936666666667,Female,21.0
wb24bc9b,video,3,Thu Aug 26 2021 09:29:02 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wea48ca2,meta,3,Wed Aug 25 2021 13:43:19 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[111843],29.74203333333333,Female,23.0
wfa5ee64,action,3,Thu Aug 26 2021 10:06:49 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[82539],23.14085,,
wf3245df,meta,3,Wed Aug 25 2021 13:01:57 GMT-0500 (CDT),0.0,True,No,1.0,[124279],26.755016666666666,Female,24.0
wedf3c53,meta,3,Wed Aug 25 2021 13:44:38 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[29362],26.531316666666665,Female,19.0
wd9321f0,action,3,Wed Aug 25 2021 13:41:14 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[88668],27.162733333333332,Female,23.0
w1a89c3a,none,3,Wed Aug 25 2021 14:58:09 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[73949],15.266933333333334,Female,22.0
w297c96a,action,3,Wed Aug 25 2021 11:39:21 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[106624],36.333416666666665,Female,25.0
wf6dd521,video,3,Thu Aug 26 2021 09:32:08 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w1c06e68,meta,3,Thu Aug 26 2021 09:30:12 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[126564],24.442333333333334,,
wc4f4c3f,none,3,Thu Aug 26 2021 09:11:23 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[93288, 24169]",20.444733333333332,,
w1e4a59a,video,3,Wed Aug 25 2021 12:07:53 GMT-0500 (Central Daylight Time),0.0,True,No,,,,Female,22.0
wa0eee56,action,3,Wed Aug 25 2021 11:05:49 GMT-0600 (Mountain Daylight Time),0.0,True,No,1.0,[139968],31.185683333333333,Female,25.0
wf30812e,none,3,Wed Aug 25 2021 14:00:15 GMT-0500 (Central Daylight Time),0.0,False,,1.0,[101906],,CONSENT REVOKED,18.0
w21a56b2,meta,3,Wed Aug 25 2021 13:41:12 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[57400],20.7362,Female,29.0
w13d6085,video,3,Wed Aug 25 2021 13:46:22 GMT-0500 (Central Daylight Time),0.0,True,No,,,,Female,24.0
wd6f959f,none,3,Wed Aug 25 2021 14:38:05 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[62732, 23470]",18.05153333333333,Female,23.0
wd1c2e63,none,3,Thu Aug 26 2021 08:10:00 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[74278],20.133183333333335,,
wa2a6d5c,meta,3,Wed Aug 25 2021 11:42:48 GMT-0700 (Pacific Daylight Time),0.0,True,No,2.0,"[65209, 43646]",24.4701,Female,26.0
w1b1e0f6,meta,3,Wed Aug 25 2021 14:46:26 GMT-0400 (EDT),0.0,True,No,1.0,[100567],32.1686,Female,18.0
w171773d,meta,3,Thu Aug 26 2021 09:21:41 GMT-0400 (Eastern Daylight Time),0.0,False,,2.0,"[104979, 54596]",,,
w98096d5,none,3,Thu Aug 26 2021 10:10:12 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,1.0,[73291],17.8325,,
w9ff666f,action,3,Wed Aug 25 2021 11:54:04 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[89505],27.556,Female,21.0
w00e8c06,none,3,Wed Aug 25 2021 11:46:10 GMT-0700 (PDT),0.0,True,No,1.0,[88789],20.482533333333333,Female,32.0
wdec7699,action,3,Wed Aug 25 2021 12:39:31 GMT-0500 (CDT),0.0,True,Yes,1.0,[74651],34.18351666666667,Female,19.0
w4245f43,video,3,Wed Aug 25 2021 14:36:36 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,33.0
w9d572e5,action,3,Thu Aug 26 2021 07:50:28 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[91555],38.33338333333333,,
wbce88e9,video,3,Thu Aug 26 2021 07:08:28 GMT-0700 (Pacific Daylight Time),0.0,True,No,,,,,
w3bdae25,none,3,Wed Aug 25 2021 12:44:00 GMT-0500 (Central Daylight Time),0.0,True,Yes,1.0,[83665],20.80905,Female,26.0
w0b659d4,video,3,Thu Aug 26 2021 07:49:50 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
wed25df6,video,3,Thu Aug 26 2021 09:45:52 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w83ab7b0,meta,3,Thu Aug 26 2021 09:11:06 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[71257],25.267616666666665,,
wbd95ead,video,3,Wed Aug 25 2021 12:51:59 GMT-0500 (Central Daylight Time),0.0,True,No,,,,Female,24.0
w572fd50,meta,3,Thu Aug 26 2021 09:18:19 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[64758],16.7686,,
w9f225cc,none,3,Thu Aug 26 2021 10:08:42 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[34960, 12406]",18.31736666666667,,
w0c7ed3c,meta,3,Thu Aug 26 2021 09:12:58 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[108561],34.367333333333335,,
w72c1b27,meta,3,Thu Aug 26 2021 09:32:12 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[70916],29.318966666666668,,
w6285f54,none,3,Wed Aug 25 2021 13:23:25 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[82747],15.1402,Female,28.0
w54b96ea,action,3,Thu Aug 26 2021 09:12:59 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[119402],28.213066666666666,,
w161be55,none,3,Wed Aug 25 2021 14:51:02 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[114956],21.265233333333335,Female,27.0
w8356dad,action,3,Wed Aug 25 2021 13:47:11 GMT-0400 (EDT),0.0,True,No,1.0,[115453],38.59053333333333,Female,19.0
w144ab97,action,3,Wed Aug 25 2021 14:57:26 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[92289],,CONSENT REVOKED,18.0
wc80e2bf,meta,3,Thu Aug 26 2021 09:24:10 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[97663],21.508066666666668,,
wff10944,meta,3,Wed Aug 25 2021 13:53:08 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[93646],25.70695,Female,23.0
w44a82fe,video,3,Thu Aug 26 2021 09:19:54 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w1f020f2,video,3,Thu Aug 26 2021 09:39:40 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wd38fa90,none,3,Thu Aug 26 2021 09:12:30 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[81588],19.115883333333333,,
w70c9aa9,action,3,Wed Aug 25 2021 13:48:18 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[84707],22.733016666666668,CONSENT REVOKED,45.0
w7b726e6,action,3,Wed Aug 25 2021 14:40:37 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[217443],34.22708333333333,Female,22.0
w5d074fb,none,3,Thu Aug 26 2021 10:04:39 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[89510],17.421316666666666,,
w789a00c,none,3,Thu Aug 26 2021 09:24:26 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,2.0,"[94104, 50836]",133.53533333333334,,
wc8023d9,video,3,Thu Aug 26 2021 09:31:43 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w08f555b,action,3,Wed Aug 25 2021 13:40:41 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,1.0,[113864],23.3931,Female,20.0
w589f5ab,video,3,Wed Aug 25 2021 13:56:50 GMT-0500 (Central Daylight Time),0.0,True,No,,,,Male,35.0
w5f4fd79,none,3,Wed Aug 25 2021 14:02:10 GMT-0500 (Central Daylight Time),0.0,False,,1.0,[66335],,CONSENT REVOKED,28.0
w9978b70,video,3,Wed Aug 25 2021 13:38:50 GMT-0500 (Central Daylight Time),0.0,True,No,,,,Male,21.0
w689ac52,none,3,Thu Aug 26 2021 10:08:53 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[110394],22.42578333333333,,
w1b3bf89,meta,3,Wed Aug 25 2021 13:13:46 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[40370, 35780]",26.993016666666666,Female,27.0
w4932ada,action,3,Thu Aug 26 2021 09:13:50 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[147652, 20909]",29.4231,,
w3891823,action,3,Thu Aug 26 2021 08:27:08 GMT-0500 (Central Daylight Time),0.0,False,,1.0,[103757],,,
w94effea,none,3,Wed Aug 25 2021 13:20:14 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[786504],51.80596666666667,Female,31.0
w46354fd,action,3,Wed Aug 25 2021 12:49:50 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[91774, 36671]",32.33455,Female,53.0
wb127353,none,3,Wed Aug 25 2021 13:09:36 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[126011],30.5514,Female,21.0
wcea4856,video,3,Thu Aug 26 2021 08:53:22 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wf1ef343,none,3,Wed Aug 25 2021 15:00:23 GMT-0400 (EDT),0.0,False,,1.0,[108970],,Female,21.0
w1d3560e,video,3,Thu Aug 26 2021 08:25:27 GMT-0600 (Mountain Daylight Time),0.0,True,No,,,,,
w3fd6574,none,3,Thu Aug 26 2021 09:54:42 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[336804],34.161633333333334,,
w7b59e05,video,3,Wed Aug 25 2021 13:27:46 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,18.0
wabe99d6,meta,3,Wed Aug 25 2021 13:06:15 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[72941],26.767683333333334,CONSENT REVOKED,21.0
wdb73e6f,meta,3,Wed Aug 25 2021 14:52:13 GMT-0400 (Eastern Daylight Time),0.0,False,,2.0,"[528323, 17422]",,Female,30.0
wa0c5856,video,3,Thu Aug 26 2021 09:21:04 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w17faa6b,meta,3,Wed Aug 25 2021 14:56:34 GMT-0400 (EDT),0.0,True,Yes,1.0,[91185],22.333966666666665,CONSENT REVOKED,20.0
w9a90dbe,action,3,Wed Aug 25 2021 13:12:21 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[91374],30.073416666666667,Female,26.0
w8f2eae3,video,3,Wed Aug 25 2021 14:48:13 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,21.0
w6b0798c,video,3,Wed Aug 25 2021 12:05:32 GMT-0500 (Central Daylight Time),0.0,True,No,,,,Female,30.0
wee18d3e,action,3,Wed Aug 25 2021 14:41:27 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[52810],31.272883333333333,Female,33.0
w5f5a6e8,video,3,Thu Aug 26 2021 10:08:31 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
w07c89ca,action,3,Wed Aug 25 2021 10:09:54 GMT-0700 (PDT),0.0,True,No,1.0,[57851],24.038233333333334,Female,22.0
w2e1aabb,meta,3,Thu Aug 26 2021 09:21:15 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[46481],16.9791,,
wfb1ba5c,action,3,Wed Aug 25 2021 11:45:50 GMT-0700 (PDT),0.0,True,No,1.0,[119213],32.60893333333333,Female,22.0
w2005c7b,action,3,Thu Aug 26 2021 09:30:44 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[109075],34.052233333333334,,
wdfc1f68,meta,3,Thu Aug 26 2021 08:51:13 GMT-0400 (Eastern Daylight Time),0.0,True,Yes,2.0,"[108267, 14095]",40.73598333333333,,
wf76d5e1,action,3,Wed Aug 25 2021 13:57:25 GMT-0500 (Central Daylight Time),0.0,False,,1.0,[279451],,CONSENT REVOKED,27.0
w6eda0fe,action,3,Wed Aug 25 2021 13:40:43 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[68277],17.021216666666668,Female,24.0
we987a03,video,3,Wed Aug 25 2021 13:28:08 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,Female,24.0
wbbf00c4,video,3,Thu Aug 26 2021 08:28:15 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
w06a17cc,action,3,Thu Aug 26 2021 09:25:41 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[57663],23.564516666666666,,
we96d25f,video,3,Thu Aug 26 2021 09:28:53 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wa5f8455,meta,3,Wed Aug 25 2021 14:39:33 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[33676, 12013]",22.909266666666667,Female,25.0
wbdee9ac,none,3,Thu Aug 26 2021 06:55:43 GMT-0700 (Pacific Daylight Time),0.0,True,No,1.0,[82369],18.140283333333333,,
w08c4917,none,3,Wed Aug 25 2021 14:38:06 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[73314],16.090466666666668,Female,30.0
we70a049,video,3,Wed Aug 25 2021 11:08:07 GMT-0700 (Pacific Daylight Time),0.0,True,No,,,,Female,28.0
w742b609,none,3,Thu Aug 26 2021 10:09:57 GMT-0400 (EDT),0.0,True,No,2.0,"[79785, 17399]",26.278583333333334,,
wbafc629,meta,3,Wed Aug 25 2021 13:58:42 GMT-0500 (Central Daylight Time),0.0,False,,1.0,[153280],,Male,29.0
wfec2d82,none,3,Wed Aug 25 2021 11:48:57 GMT-0700 (PDT),0.0,True,No,1.0,[63835],21.624116666666666,Female,23.0
w45dda13,none,3,Wed Aug 25 2021 14:59:25 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[117576],,CONSENT REVOKED,20.0
w6d9dd94,action,3,Thu Aug 26 2021 09:18:54 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[99041],41.53465,,
w80312b9,action,3,Wed Aug 25 2021 14:08:24 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[126823, 17944]",53.16128333333333,CONSENT REVOKED,27.0
wc6ac4e6,action,3,Wed Aug 25 2021 13:54:30 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[19750, 22091]",23.151966666666667,Female,21.0
w8a6ea6e,action,3,Wed Aug 25 2021 13:14:42 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[111012, 30599]",37.59393333333333,Female,18.0
wf4036a8,none,3,Thu Aug 26 2021 08:52:37 GMT-0400 (EDT),0.0,True,No,1.0,[63725],16.471933333333332,,
wf398b84,video,3,Thu Aug 26 2021 08:51:35 GMT-0500 (Central Daylight Time),0.0,True,No,,,,,
wf1983ec,none,3,Wed Aug 25 2021 13:01:07 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[40155],14.5338,Female,22.0
w3997f8a,meta,3,Wed Aug 25 2021 14:59:11 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[85029],,CONSENT REVOKED,24.0
w912ddbd,action,3,Wed Aug 25 2021 14:02:40 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[98004, 23708]",27.558483333333335,Female,20.0
w17e0220,meta,3,Thu Aug 26 2021 08:50:38 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[101111],26.541233333333334,,
wb0e66a4,action,3,Wed Aug 25 2021 11:47:19 GMT-0700 (PDT),0.0,True,Not sure,1.0,[83093],35.22225,Female,24.0
w9977bb6,action,3,Thu Aug 26 2021 08:04:08 GMT-0500 (Central Daylight Time),0.0,True,No,1.0,[53374],18.179116666666665,,
wfa94e0a,video,3,Wed Aug 25 2021 11:52:55 GMT-0700 (Pacific Daylight Time),0.0,True,No,,,,Female,31.0
w4cd2828,video,3,Wed Aug 25 2021 11:49:30 GMT-0700 (Pacific Daylight Time),0.0,True,No,,,,Female,24.0
w2e6b0cc,meta,3,Wed Aug 25 2021 14:39:22 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[51096],23.569916666666668,Female,22.0
w7df5d15,none,3,Wed Aug 25 2021 14:09:52 GMT-0400 (EDT),0.0,True,No,1.0,[137121],36.925533333333334,Female,18.0
w9148fde,meta,3,Wed Aug 25 2021 13:41:33 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[76951],23.111483333333332,Female,27.0
wc56cf02,video,3,Thu Aug 26 2021 09:51:34 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
wc67d53b,meta,3,Thu Aug 26 2021 10:05:05 GMT-0400 (EDT),0.0,False,,2.0,"[37353, 10747]",,,
weabae14,none,3,Thu Aug 26 2021 08:56:07 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[55030, 27495]",22.24395,,
w210e6a9,meta,3,Wed Aug 25 2021 14:59:49 GMT-0400 (Eastern Daylight Time),0.0,False,,1.0,[116796],,CONSENT REVOKED,21.0
wdad3f04,video,3,Thu Aug 26 2021 09:35:55 GMT-0400 (Eastern Daylight Time),0.0,True,No,,,,,
we9b7380,meta,3,Thu Aug 26 2021 09:22:30 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[75226],26.917166666666667,,
w218a5ed,none,3,Wed Aug 25 2021 14:48:16 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[85847, 13991]",25.569333333333333,Female,24.0
wfaf1665,none,3,Wed Aug 25 2021 14:08:25 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[66856],18.125383333333332,Female,26.0
w67ccea0,none,3,Thu Aug 26 2021 09:32:33 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[119142],28.322216666666666,,
w479b628,video,3,Thu Aug 26 2021 07:22:05 GMT-0700 (Mountain Standard Time),0.0,True,No,,,,,
wd6c53f9,meta,3,Wed Aug 25 2021 15:02:53 GMT-0400 (Eastern Daylight Time),0.0,False,,2.0,"[36717, 16928]",,Female,28.0
wb1853d9,none,3,Wed Aug 25 2021 11:58:36 GMT-0700 (Pacific Daylight Time),0.0,False,,2.0,"[83709, 105124]",,Female,19.0
wcd31302,meta,3,Wed Aug 25 2021 13:19:26 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[81858, 22664]",32.007266666666666,Female,22.0
w4dba5de,none,3,Thu Aug 26 2021 09:40:34 GMT-0400 (Eastern Daylight Time),0.0,True,No,2.0,"[166119, 10098]",54.193983333333335,,
w611e9eb,video,3,Wed Aug 25 2021 13:09:18 GMT-0500 (Central Daylight Time),0.0,True,No,,,,Female,20.0
wd6bbbd5,action,3,Wed Aug 25 2021 14:44:00 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[124234],43.350033333333336,Female,25.0
w291ad22,action,3,Wed Aug 25 2021 11:56:15 GMT-0700 (Pacific Daylight Time),0.0,False,,1.0,[67283],,CONSENT REVOKED,19.0
w54881fe,none,3,Thu Aug 26 2021 09:21:46 GMT-0400 (Eastern Daylight Time),0.0,True,No,1.0,[87626],24.4583,,
wd0e9e5c,meta,3,Thu Aug 26 2021 07:55:36 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[76596, 43907]",24.697033333333334,,
wf75e7c1,none,3,Thu Aug 26 2021 07:53:19 GMT-0500 (Central Daylight Time),0.0,True,No,2.0,"[70835, 13028]",27.7079,,
