wid,view_history,responses,questions,correct,button_pressed,stimulus,block,score,delays,path,trial_time,state_rewards,trial_index,key_press,restarts,clicks,n_clicks,stim_i
wdbd9805,,,,,,,training,34.0,[],"['0', '9', '10', '11']",10951.0,"['', -4, 4, -24, -24, -4, -8, 24, -24, 4, -8, 48, -48]",6,,,"[12, 11, 4, 3, 7, 8, 10, 9, 6, 5]",10,40
wdbd9805,,,,,,,training,56.0,[],"['0', '9', '10', '12']",8304.0,"['', 2, -8, -24, 48, -2, -4, -24, -24, 4, 8, 24, 48]",7,,,"[12, 11, 9, 10]",4,29
wdbd9805,,,,,,,training,32.0,[],"['0', '9', '10', '11']",12237.0,"['', -2, 4, -48, -24, 2, 4, 24, 24, -2, -4, 48, -24]",8,,,"[12, 11, 4, 3, 7, 8, 10, 9, 5, 6]",10,19
wdbd9805,,,,,,,training,52.0,[],"['0', '5', '6', '7']",10136.0,"['', -2, -8, -24, -24, 4, 8, 48, 24, -2, 8, -24, -48]",9,,,"[12, 11, 4, 3, 7, 8, 6, 5]",8,26
w3bff607,,,,,,,training,51.0,"[0, 0]","['0', '1', '2', '3']",9501.0,"['', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",0,,,[3],1,23
w3bff607,,,,,,,training,47.0,"[0, 0, 0, 0]","['0', '9', '10', '11']",11584.0,"['', 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48]",1,,,"[7, 4, 11]",3,52
w3bff607,,,,,,,training,39.0,"[0, 0, 0, 0]","['0', '1', '2', '4']",10213.0,"['', 2, -8, -24, 48, -2, -4, -24, -24, 4, 8, 24, 48]",2,,,"[3, 7, 4]",3,29
w3bff607,,,,,,,training,42.0,"[2, 0, 0]","['0', '1', '2', '4']",10676.0,"['', 4, -8, 24, 48, 4, -8, -24, 48, -2, -8, 24, -24]",3,,,"[10, 4]",2,33
w3bff607,,,,,,,training,55.0,"[0, 0, 0, 0]","['0', '1', '2', '3']",9793.0,"['', 2, 8, 48, -24, -4, -4, -48, 24, -4, -8, -48, -24]",4,,,"[8, 12, 3]",3,53
w3bff607,,,,,,,training,22.0,"[2, 3, 0, 0, 0, 0, 0, 3, 0]","['0', '9', '10', '11']",23609.0,"['', -2, -4, -48, -48, 2, -8, -24, -24, 2, 4, 24, 24]",5,,,"[2, 4, 7, 8, 11, 12, 3, 6]",8,35
w3bff607,,,,,,,training,50.0,"[0, 0, 0, 0, 0]","['0', '5', '6', '8']",9237.0,"['', 4, -8, 24, 24, 2, 4, 24, 48, -2, 4, 24, -48]",6,,,"[3, 4, 7, 8]",4,34
w3bff607,,,,,,,training,41.0,"[0, 0]","['0', '1', '2', '3']",9084.0,"['', -2, -4, 48, -24, 2, -4, 48, 24, -2, -8, -24, -24]",7,,,[3],1,42
w3bff607,,,,,,,training,56.0,"[0, 0, 0]","['0', '1', '2', '3']",9575.0,"['', 2, 8, 48, 24, -2, 4, 24, 24, -2, -4, -48, -24]",8,,,"[4, 3]",2,0
w3bff607,,,,,,,training,47.0,"[0, 0, 0, 0, 0, 0]","['0', '9', '10', '12']",9951.0,"['', -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48]",9,,,"[8, 3, 4, 11, 12]",5,11
w18cab35,,,,,,,training,38.0,[],"['0', '9', '10', '11']",25210.0,"['', 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48]",0,,,"[5, 9, 1, 2, 6, 10, 12, 8, 7, 11, 4, 3]",12,52
w18cab35,,,,,,,training,53.0,[],"['0', '9', '10', '11']",10473.0,"['', 2, 4, -48, -24, -4, -8, 24, -48, -2, 8, 48, -24]",1,,,[11],1,37
w18cab35,,,,,,,training,-54.0,[],"['0', '9', '10', '11']",13059.0,"['', -2, -4, 24, -48, -4, 8, -24, -24, 4, -4, -48, 24]",2,,,"[7, 4, 3, 11, 12, 8]",6,16
w18cab35,,,,,,,training,56.0,[],"['0', '9', '10', '12']",18687.0,"['', 2, -8, -24, 48, -2, -4, -24, -24, 4, 8, 24, 48]",3,,,"[7, 8, 11, 12]",4,29
w18cab35,,,,,,,training,41.0,[],"['0', '5', '6', '7']",8532.0,"['', 2, 4, 24, -24, 4, -8, 48, -24, -4, 8, -48, 48]",4,,,"[4, 3, 7]",3,14
w18cab35,,,,,,,training,18.0,[],"['0', '9', '10', '11']",11187.0,"['', 2, 8, -48, -24, 2, 8, -24, -48, 4, -4, 24, -48]",5,,,"[12, 11, 7, 8, 4, 3]",6,5
w18cab35,,,,,,,training,58.0,[],"['0', '1', '2', '4']",9812.0,"['', 4, 8, -24, 48, 2, 8, -48, -48, 2, -4, 24, -48]",6,,,"[1, 4]",2,20
w18cab35,,,,,,,training,46.0,[],"['0', '5', '6', '7']",16540.0,"['', 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48]",7,,,"[9, 11, 12, 5, 1, 4, 3, 7]",8,36
w18cab35,,,,,,,training,52.0,[],"['0', '9', '10', '11']",9791.0,"['', -4, 8, 48, -24, -2, -4, 24, -48, 4, 4, 48, -48]",8,,,"[1, 5, 9, 11]",4,47
w18cab35,,,,,,,training,47.0,[],"['0', '1', '2', '3']",9717.0,"['', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",9,,,"[10, 6, 2, 4, 3]",5,23
w918f146,,,,,,,training,23.0,"[3, 40]","['0', '1', '2', '4']",59730.0,"['', 4, -4, -48, 24, -2, -4, 24, 48, 4, -4, 48, -48]",0,,,[1],1,39
w918f146,,,,,,,training,26.0,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0]","['0', '5', '6', '8']",31158.0,"['', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",1,,,"[11, 3, 8, 12, 7, 4, 9, 10, 6, 2]",10,13
w918f146,,,,,,,training,47.0,"[0, 0, 0, 0, 2, 0]","['0', '9', '10', '12']",11718.0,"['', -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48]",2,,,"[4, 3, 11, 12, 8]",5,11
w918f146,,,,,,,training,23.0,"[0, 0, 0, 0, 0, 0, 3, 0]","['0', '9', '10', '11']",14372.0,"['', 2, 4, -24, -48, -2, -4, -24, -24, -2, 8, 24, -24]",3,,,"[3, 4, 8, 7, 11, 12, 10]",7,58
w918f146,,,,,,,training,49.0,"[0, 0, 2, 0]","['0', '1', '2', '3']",11304.0,"['', -4, 8, 48, -24, -2, -4, 24, -48, 4, 4, 48, -48]",4,,,"[4, 3, 7]",3,47
w918f146,,,,,,,training,50.0,"[0, 0, 0, 3, 0]","['0', '1', '2', '4']",11964.0,"['', 2, 4, -24, 48, -4, 8, -48, 48, 2, -4, 24, -24]",5,,,"[7, 12, 4, 3]",4,49
w918f146,,,,,,,training,46.0,"[0, 0, 0, 3, 0]","['0', '5', '6', '7']",12332.0,"['', -4, 4, 24, -24, -2, 4, 48, -24, -4, -8, -48, 48]",6,,,"[4, 11, 7, 8]",4,55
w918f146,,,,,,,training,37.0,"[0, 0, 0, 0]","['0', '9', '10', '11']",8205.0,"['', 2, -4, -24, -24, 4, -8, -48, -48, -4, -4, 48, 48]",7,,,"[4, 7, 11]",3,45
w918f146,,,,,,,training,43.0,"[0, 0, 2, 0]","['0', '5', '6', '7']",11403.0,"['', -2, -4, 48, -24, 2, -4, 48, 24, -2, -8, -24, -24]",8,,,"[4, 7, 12]",3,42
w918f146,,,,,,,training,21.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['0', '9', '10', '11']",13674.0,"['', 2, -4, 24, -48, -2, -8, 24, -48, 2, 4, 24, -48]",9,,,"[4, 7, 12, 11, 8, 3, 10, 6, 2]",9,30
w642a390,,,,,,,training,-19.0,[],"['0', '9', '10', '12']",22603.0,"['', 2, 4, -48, -24, -4, -8, 24, -48, -2, 8, 48, -24]",0,,,[5],1,37
w642a390,,,,,,,training,-19.0,[],"['0', '1', '2', '4']",45923.0,"['', 2, 4, 24, -24, 4, 8, 24, -24, 4, 4, 24, 48]",1,,,[1],1,7
w642a390,,,,,,,training,-24.0,[],"['0', '1', '2', '4']",15660.0,"['', -2, 4, 24, -24, -4, 4, -24, 24, -4, -8, -24, 24]",2,,,"[5, 9]",2,15
w642a390,,,,,,,training,-24.0,[],"['0', '5', '6', '7']",36252.0,"['', -4, 4, 48, -48, -4, 4, -24, 24, -4, -8, 24, 24]",3,,,[],0,59
w642a390,,,,,,,training,-51.0,[],"['0', '9', '10', '12']",73220.0,"['', 4, 8, -24, 48, 2, 8, -48, -48, 2, -4, 24, -48]",4,,,[9],1,20
w642a390,,,,,,,training,22.0,[],"['0', '1', '2', '3']",12725.0,"['', 2, -4, 24, 24, -4, 4, -24, -24, -2, 4, -24, -48]",5,,,[],0,28
w642a390,,,,,,,training,30.0,[],"['0', '1', '2', '3']",43055.0,"['', 2, 4, 24, -24, 4, -8, 48, -24, -4, 8, -48, 48]",6,,,[],0,14
w642a390,,,,,,,training,-18.0,[],"['0', '9', '10', '11']",75239.0,"['', -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48]",7,,,[],0,31
w642a390,,,,,,,training,50.0,[],"['0', '5', '6', '7']",11569.0,"['', -4, 4, 24, -24, -2, 4, 48, -24, -4, -8, -48, 48]",8,,,[],0,55
w642a390,,,,,,,training,30.0,[],"['0', '5', '6', '7']",10817.0,"['', 2, -4, 24, -24, -2, 8, 24, 48, 4, -4, 48, 48]",9,,,[],0,57
w44a6e05,,,,,,,training,-44.0,[42],"['0', '1', '2', '4']",66236.0,"['', -4, 8, -24, -48, -4, 8, -48, 48, 4, -8, -24, 48]",0,,,[],0,10
w44a6e05,,,,,,,training,-18.0,[42],"['0', '5', '6', '8']",53648.0,"['', -2, -8, 24, 48, -2, 8, -24, -24, -2, -4, 24, -24]",1,,,[],0,51
w44a6e05,,,,,,,training,29.0,"[3, 41]","['0', '9', '10', '12']",64351.0,"['', -2, -4, -48, -48, 2, -8, -24, -24, 2, 4, 24, 24]",2,,,[9],1,35
w44a6e05,,,,,,,training,-36.0,"[3, 2, 40]","['0', '1', '2', '4']",72355.0,"['', -2, -8, -24, -24, 4, 8, 48, 24, -2, 8, -24, -48]",3,,,"[1, 3]",2,26
w44a6e05,,,,,,,training,16.0,"[0, 0, 16]","['0', '9', '10', '12']",39488.0,"['', 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24]",4,,,"[7, 12]",2,1
w44a6e05,,,,,,,training,55.0,"[0, 3, 3, 0]","['0', '1', '2', '3']",26603.0,"['', 2, 8, 48, 24, -2, 4, 24, 24, -2, -4, -48, -24]",5,,,"[3, 1, 2]",3,0
w44a6e05,,,,,,,training,24.0,"[0, 0, 0, 0, 3, 3, 8]","['0', '9', '10', '11']",38112.0,"['', 2, 4, -24, -48, -2, -4, -24, -24, -2, 8, 24, -24]",6,,,"[8, 7, 12, 11, 10, 9]",6,58
w44a6e05,,,,,,,training,27.0,"[2, 2, 3, 0, 0, 3, 3, 8]","['0', '5', '6', '8']",59370.0,"['', -4, 4, 24, 24, 2, 8, -24, 24, -4, 4, -24, 48]",7,,,"[2, 7, 1, 8, 11, 6, 5]",7,24
w44a6e05,,,,,,,training,17.0,"[2, 2, 3, 0, 0, 0, 0, 2, 3, 6]","['0', '1', '2', '3']",49876.0,"['', -2, 4, 24, -24, -4, 4, -24, 24, -4, -8, -24, 24]",8,,,"[10, 2, 6, 7, 4, 3, 8, 5, 1]",9,15
w44a6e05,,,,,,,training,28.0,"[0, 0, 2, 3, 3, 0, 0, 0, 0]","['0', '5', '6', '8']",31461.0,"['', 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48]",9,,,"[4, 8, 11, 5, 7, 6, 12, 3]",8,44
w42e4795,,,,,,,training,-20.0,[42],"['0', '1', '2', '3']",52466.0,"['', -4, 8, -24, -48, -4, 8, -48, 48, 4, -8, -24, 48]",0,,,[],0,10
w42e4795,,,,,,,training,54.0,[42],"['0', '9', '10', '11']",53038.0,"['', 2, 4, -48, -24, -4, -8, 24, -48, -2, 8, 48, -24]",1,,,[],0,37
w42e4795,,,,,,,training,-49.0,"[0, 40]","['0', '5', '6', '8']",60728.0,"['', 2, 4, -48, 48, -4, 4, -48, -48, 2, -4, 24, 48]",2,,,[7],1,18
w42e4795,,,,,,,training,42.0,"[0, 3, 0]","['0', '9', '10', '12']",13191.0,"['', 2, 8, 24, -24, 2, -8, -24, -24, 4, -8, 48, 48]",3,,,"[11, 12]",2,9
w42e4795,,,,,,,training,-23.0,"[0, 40]","['0', '1', '2', '4']",295857.0,"['', -2, 4, -48, -24, 2, 4, 24, 24, -2, -4, 48, -24]",4,,,[3],1,19
w42e4795,,,,,,,training,28.0,"[0, 0, 16]","['0', '5', '6', '8']",28015.0,"['', 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48]",5,,,"[8, 12]",2,36
w42e4795,,,,,,,training,40.0,"[0, 0, 0, 0, 0]","['0', '9', '10', '11']",12979.0,"['', 4, -4, -24, 24, 2, 4, -24, -48, 4, -8, 48, -48]",6,,,"[4, 3, 12, 11]",4,2
w42e4795,,,,,,,training,28.0,"[0, 0, 16]","['0', '1', '2', '4']",30356.0,"['', -2, 8, -24, 24, -4, 8, 48, 24, -2, -4, 24, -48]",7,,,"[3, 4]",2,48
w42e4795,,,,,,,training,51.0,"[0, 0]","['0', '9', '10', '12']",8114.0,"['', -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48]",8,,,[12],1,11
w42e4795,,,,,,,training,52.0,"[0, 0, 0]","['0', '5', '6', '8']",11177.0,"['', -2, -4, 48, 24, 2, 4, -48, 48, -4, 4, 48, 24]",9,,,"[7, 8]",2,3
we9313cf,,,,,,,training,26.0,[],"['0', '1', '2', '4']",40680.0,"['', -2, -8, 24, 48, -2, 8, -24, -24, -2, -4, 24, -24]",0,,,"[5, 1, 9, 2, 6, 10, 11, 12, 7, 8, 3, 4]",12,51
we9313cf,,,,,,,training,12.0,[],"['0', '5', '6', '8']",42458.0,"['', -2, 4, 24, -24, -4, 4, -24, 24, -4, -8, -24, 24]",1,,,"[9, 1, 5, 2, 10, 12, 6, 8, 7, 11, 4, 3]",12,15
we9313cf,,,,,,,training,10.0,[],"['0', '5', '6', '7']",26303.0,"['', -4, -4, -24, 24, 2, -4, 24, -48, -2, 8, -48, -48]",2,,,"[1, 5, 9, 11, 10, 12, 4, 2, 3, 7, 6, 8]",12,4
we9313cf,,,,,,,training,30.0,[],"['0', '1', '2', '4']",17726.0,"['', 2, 8, 48, 24, -2, 4, 24, 24, -2, -4, -48, -24]",3,,,"[1, 5, 9, 4]",4,0
we9313cf,,,,,,,training,42.0,[],"['0', '5', '6', '7']",11464.0,"['', -2, -4, 48, -24, 2, -4, 48, 24, -2, -8, -24, -24]",4,,,"[9, 1, 5, 7]",4,42
we9313cf,,,,,,,training,52.0,[],"['0', '9', '10', '11']",10209.0,"['', -4, -8, -48, -48, -4, -4, 48, 24, 4, 4, 48, -48]",5,,,"[9, 1, 5, 11]",4,32
we9313cf,,,,,,,training,40.0,[],"['0', '1', '2', '3']",23910.0,"['', -2, 4, 48, 24, -4, 8, -48, 24, 4, -8, 24, 24]",6,,,"[9, 11, 12, 5, 1, 7, 4, 8, 3, 2]",10,8
we9313cf,,,,,,,training,39.0,[],"['0', '9', '10', '12']",21837.0,"['', -4, 8, -24, -48, -4, 8, -48, 48, 4, -8, -24, 48]",7,,,"[1, 5, 9, 11, 12]",5,10
we9313cf,,,,,,,training,30.0,[],"['0', '9', '10', '11']",24720.0,"['', 2, -4, -24, -24, 4, -8, -48, -48, -4, -4, 48, 48]",8,,,"[1, 3, 4, 11, 9, 5, 7, 8, 12, 10]",10,45
we9313cf,,,,,,,training,24.0,[],"['0', '5', '6', '8']",20544.0,"['', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",9,,,"[1, 9, 5, 11, 12, 7, 8, 3, 4, 2, 6, 10]",12,13
w123769e,,,,,,,training,53.0,[],"['0', '9', '10', '11']",33483.0,"['', -4, -8, -48, -48, -4, -4, 48, 24, 4, 4, 48, -48]",0,,,"[6, 1, 9]",3,32
w123769e,,,,,,,training,-53.0,[],"['0', '1', '2', '4']",55233.0,"['', 2, -4, 24, -48, -4, -8, -48, -48, -4, 4, -48, 48]",1,,,"[9, 5, 1]",3,56
w123769e,,,,,,,training,24.0,[],"['0', '9', '10', '11']",23649.0,"['', 2, -4, 24, -48, -2, -8, 24, -48, 2, 4, 24, -48]",2,,,"[11, 7, 4, 3, 8, 12]",6,30
w123769e,,,,,,,training,18.0,[],"['0', '5', '6', '8']",21689.0,"['', -2, 4, 24, -24, -4, 4, -24, 24, -4, -8, -24, 24]",3,,,"[8, 7, 3, 4, 11, 12]",6,15
w123769e,,,,,,,training,16.0,[],"['0', '5', '6', '7']",17976.0,"['', -4, -4, -24, 24, 2, -4, 24, -48, -2, 8, -48, -48]",4,,,"[8, 7, 4, 12, 11, 3]",6,4
w123769e,,,,,,,training,45.0,[],"['0', '1', '2', '4']",30631.0,"['', 2, 4, -24, 48, -4, 8, -48, 48, 2, -4, 24, -24]",5,,,"[4, 7, 11, 12, 8, 1, 2, 5, 6]",9,49
w123769e,,,,,,,training,54.0,[],"['0', '5', '6', '7']",15147.0,"['', -2, -8, -24, -24, 4, 8, 48, 24, -2, 8, -24, -48]",6,,,"[8, 4, 12, 11, 3, 7]",6,26
w123769e,,,,,,,training,16.0,[],"['0', '1', '2', '4']",26525.0,"['', -2, 4, -24, 24, -2, -4, -48, -48, 4, -8, 24, 24]",7,,,"[11, 12, 7, 8, 4, 3, 10, 9, 1, 2]",10,46
w123769e,,,,,,,training,18.0,[],"['0', '9', '10', '11']",12972.0,"['', 2, 8, -48, -24, 2, 8, -24, -48, 4, -4, 24, -48]",8,,,"[8, 7, 3, 4, 11, 12]",6,5
w123769e,,,,,,,training,42.0,[],"['0', '9', '10', '11']",14339.0,"['', -2, -8, -48, -48, -4, -8, 24, 24, 4, -4, 48, -24]",9,,,"[12, 11, 4, 3, 7, 8]",6,41
wcc992cf,,,,,,,training,-50.0,[],"['0', '1', '2', '4']",13391.0,"['', 2, -4, 24, -48, -4, 4, 48, 48, 4, 4, -48, -24]",0,,,[],0,25
wcc992cf,,,,,,,training,14.0,[],"['0', '5', '6', '8']",10565.0,"['', 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48]",1,,,[],0,52
wcc992cf,,,,,,,training,-38.0,[],"['0', '1', '2', '3']",50846.0,"['', 2, 8, -48, -24, 2, 8, -24, -48, 4, -4, 24, -48]",2,,,[],0,5
wcc992cf,,,,,,,training,-61.0,[],"['0', '5', '6', '7']",9856.0,"['', 2, -4, 24, -48, -4, -8, -48, -48, -4, 4, -48, 48]",3,,,[9],1,56
wcc992cf,,,,,,,training,-56.0,[],"['0', '9', '10', '11']",11549.0,"['', 2, 4, -24, 24, 4, 8, -48, -48, -4, -4, -48, -24]",4,,,[],0,38
wcc992cf,,,,,,,training,30.0,[],"['0', '1', '2', '3']",9639.0,"['', 2, 4, 24, -24, 4, 8, 24, -24, 4, 4, 24, 48]",5,,,[],0,7
wcc992cf,,,,,,,training,-26.0,[],"['0', '1', '2', '4']",7887.0,"['', 2, -4, -24, -24, 4, -8, -48, -48, -4, -4, 48, 48]",6,,,[],0,45
wcc992cf,,,,,,,training,-18.0,[],"['0', '1', '2', '3']",12934.0,"['', -2, 8, -24, 24, -4, 8, 48, 24, -2, -4, 24, -48]",7,,,[],0,48
wcc992cf,,,,,,,training,-40.0,[],"['0', '1', '2', '3']",44195.0,"['', 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24]",8,,,[],0,1
wcc992cf,,,,,,,training,-60.0,[],"['0', '9', '10', '11']",7947.0,"['', 2, 8, 48, -24, -4, -4, -48, 24, -4, -8, -48, -24]",9,,,[],0,53
w70c9aa9,,,,,,,training,50.0,[],"['0', '1', '2', '3']",65759.0,"['', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",0,,,"[2, 3]",2,23
w70c9aa9,,,,,,,training,47.0,[],"['0', '1', '2', '3']",9643.0,"['', -2, 4, 48, 24, -4, 8, -48, 24, 4, -8, 24, 24]",1,,,"[3, 1, 2]",3,8
w70c9aa9,,,,,,,training,47.0,[],"['0', '9', '10', '12']",9703.0,"['', -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48]",2,,,"[3, 4, 12, 9, 10]",5,11
w70c9aa9,,,,,,,training,51.0,[],"['0', '1', '2', '4']",10947.0,"['', 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24]",3,,,"[11, 12, 7, 8, 4]",5,1
w70c9aa9,,,,,,,training,22.0,[],"['0', '9', '10', '11']",109425.0,"['', 2, -4, 24, -48, -2, -8, 24, -48, 2, 4, 24, -48]",4,,,"[4, 3, 8, 7, 11, 12, 9, 10]",8,30
w70c9aa9,,,,,,,training,54.0,[],"['0', '5', '6', '7']",12345.0,"['', -2, -8, -24, -24, 4, 8, 48, 24, -2, 8, -24, -48]",5,,,"[3, 4, 12, 11, 8, 7]",6,26
w70c9aa9,,,,,,,training,32.0,[],"['0', '9', '10', '11']",42020.0,"['', -2, 8, 24, -48, 2, 4, -24, 24, -2, -8, 48, -24]",6,,,"[3, 4, 8, 7, 12, 11]",6,43
w70c9aa9,,,,,,,training,52.0,[],"['0', '9', '10', '11']",9687.0,"['', -4, -8, -48, -48, -4, -4, 48, 24, 4, 4, 48, -48]",7,,,"[4, 3, 12, 11]",4,32
w70c9aa9,,,,,,,training,32.0,[],"['0', '5', '6', '8']",8412.0,"['', 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48]",8,,,"[3, 4, 7, 8]",4,44
w70c9aa9,,,,,,,training,32.0,[],"['0', '1', '2', '4']",10225.0,"['', -2, -8, 24, 48, -2, 8, -24, -24, -2, -4, 24, -24]",9,,,"[11, 12, 7, 8, 3, 4]",6,51
w9de536c,,,,,,,training,-24.0,[42],"['0', '5', '6', '7']",60110.0,"['', 2, -4, 24, 24, -4, 4, -24, -24, -2, 4, -24, -48]",0,,,[],0,28
w9de536c,,,,,,,training,-54.0,[42],"['0', '1', '2', '4']",72144.0,"['', -2, -4, -48, -48, 2, -8, -24, -24, 2, 4, 24, 24]",1,,,[],0,35
w9de536c,,,,,,,training,42.0,"[3, 0, 37]","['0', '9', '10', '12']",58065.0,"['', -4, 8, -24, -48, -4, 8, -48, 48, 4, -8, -24, 48]",2,,,"[9, 11]",2,10
w9de536c,,,,,,,training,18.0,"[3, 3, 2, 3, 3, 0, 12]","['0', '9', '10', '12']",51949.0,"['', -2, -4, 24, -48, -4, 8, -24, -24, 4, -4, -48, 24]",3,,,"[5, 1, 2, 3, 9, 12]",6,16
w9de536c,,,,,,,training,15.0,"[3, 3, 0, 0, 3, 19]","['0', '9', '10', '11']",49904.0,"['', -2, 4, -24, 24, -2, -4, -48, -48, 4, -8, 24, 24]",4,,,"[5, 9, 11, 12, 10]",5,46
w9de536c,,,,,,,training,42.0,"[0, 0, 0, 0, 0, 0, 0]","['0', '9', '10', '11']",18569.0,"['', -2, -8, -48, -48, -4, -8, 24, 24, 4, -4, 48, -24]",5,,,"[3, 4, 12, 8, 7, 11]",6,41
w9de536c,,,,,,,training,46.0,"[0, 0, 0, 0, 0, 0, 0]","['0', '5', '6', '7']",14375.0,"['', -2, 8, -24, 24, -4, 8, 48, 24, -2, -4, 24, -48]",6,,,"[3, 4, 11, 12, 8, 7]",6,48
w9de536c,,,,,,,training,48.0,"[0, 0, 0, 0, 0, 0, 0]","['0', '5', '6', '7']",12217.0,"['', 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48]",7,,,"[3, 4, 11, 12, 8, 7]",6,36
w9de536c,,,,,,,training,34.0,"[0, 0, 0, 0, 2, 2, 4]","['0', '9', '10', '11']",25524.0,"['', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",8,,,"[7, 8, 12, 11, 4, 3]",6,23
w9de536c,,,,,,,training,57.0,"[0, 2, 2, 0]","['0', '1', '2', '4']",15873.0,"['', 4, 8, -24, 48, 2, 8, -48, -48, 2, -4, 24, -48]",9,,,"[4, 11, 12]",3,20
w1cd2a79,,,,,,,training,48.0,[],"['0', '9', '10', '12']",53890.0,"['', 2, -8, -24, 48, -2, -4, -24, -24, 4, 8, 24, 48]",0,,,"[5, 1, 9, 12, 10, 11, 2, 4, 3, 7, 6, 8]",12,29
w1cd2a79,,,,,,,training,24.0,[],"['0', '5', '6', '8']",27015.0,"['', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",1,,,"[5, 6, 8, 7, 1, 2, 3, 4, 11, 10, 12, 9]",12,13
w1cd2a79,,,,,,,training,14.0,[],"['0', '1', '2', '4']",21112.0,"['', -2, 4, -24, 24, -2, -4, -48, -48, 4, -8, 24, 24]",2,,,"[4, 2, 3, 1, 9, 10, 12, 11, 5, 6, 7, 8]",12,46
w1cd2a79,,,,,,,training,32.0,[],"['0', '9', '10', '11']",20116.0,"['', -4, 4, -24, -24, -4, -8, 24, -24, 4, -8, 48, -48]",3,,,"[5, 6, 9, 1, 10, 12, 11, 2, 3, 4, 7, 8]",12,40
w1cd2a79,,,,,,,training,34.0,[],"['0', '1', '2', '3']",24308.0,"['', 2, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24]",4,,,"[7, 8, 12, 11, 4, 3, 1, 2, 5, 6, 9, 10]",12,22
w1cd2a79,,,,,,,training,48.0,[],"['0', '1', '2', '4']",21874.0,"['', 4, 8, -24, 48, 2, 8, -48, -48, 2, -4, 24, -48]",5,,,"[4, 3, 7, 8, 12, 11, 10, 9, 1, 5, 6, 2]",12,20
w1cd2a79,,,,,,,training,24.0,[],"['0', '9', '10', '12']",14376.0,"['', -2, -4, -48, -48, 2, -8, -24, -24, 2, 4, 24, 24]",6,,,"[4, 3, 7, 8, 12, 11]",6,35
w1cd2a79,,,,,,,training,44.0,[],"['0', '5', '6', '8']",20890.0,"['', 2, -4, 24, -24, -2, 8, 24, 48, 4, -4, 48, 48]",7,,,"[4, 3, 7, 8, 12, 11, 6, 10, 5, 9]",10,57
w1cd2a79,,,,,,,training,32.0,[],"['0', '5', '6', '8']",12768.0,"['', -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48]",8,,,"[7, 8, 12, 11, 4, 3]",6,31
w1cd2a79,,,,,,,training,36.0,[],"['0', '9', '10', '11']",524992.0,"['', -2, 4, -48, -24, 2, 4, 24, 24, -2, -4, 48, -24]",9,,,"[7, 8, 12, 11, 4, 3]",6,19
w81250e4,,,,,,,training,-16.0,"[3, 2, 19]","['0', '1', '2', '3']",64031.0,"['', 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48]",0,,,"[5, 8]",2,36
w81250e4,,,,,,,training,29.0,"[0, 40]","['0', '9', '10', '11']",63346.0,"['', 2, -4, 24, -48, -2, -8, 24, -48, 2, 4, 24, -48]",1,,,[8],1,30
w81250e4,,,,,,,training,59.0,"[0, 0]","['0', '1', '2', '4']",17689.0,"['', 4, 8, -24, 48, 2, 8, -48, -48, 2, -4, 24, -48]",2,,,[4],1,20
w81250e4,,,,,,,training,13.0,"[0, 18]","['0', '5', '6', '7']",29939.0,"['', -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48]",3,,,[7],1,31
w81250e4,,,,,,,training,29.0,"[0, 18]","['0', '9', '10', '11']",37833.0,"['', -2, -4, -48, -48, 2, -8, -24, -24, 2, 4, 24, 24]",4,,,[11],1,35
