wid,view_history,responses,questions,correct,button_pressed,stimulus,block,score,delays,path,trial_time,state_rewards,trial_index,key_press,restarts,clicks,n_clicks,stim_i
w8864203,,,,,,,training,56.0,[],"['0', '1', '2', '3']",56146.0,"['', 2, 8, 48, 24, -2, 4, 24, 24, -2, -4, -48, -24]",0,,,"[5, 9]",2,0
w8864203,,,,,,,training,53.0,[],"['0', '1', '2', '4']",23206.0,"['', 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24]",1,,,"[5, 9, 4]",3,1
w8864203,,,,,,,training,41.0,[],"['0', '9', '10', '11']",20350.0,"['', 4, -4, -24, 24, 2, 4, -24, -48, 4, -8, 48, -48]",2,,,"[5, 9, 11]",3,2
w8864203,,,,,,,training,50.0,[],"['0', '5', '6', '8']",15391.0,"['', -2, -4, 48, 24, 2, 4, -48, 48, -4, 4, 48, 24]",3,,,"[5, 1, 9, 7]",4,3
w8864203,,,,,,,training,18.0,[],"['0', '5', '6', '7']",12601.0,"['', -4, -4, -24, 24, 2, -4, 24, -48, -2, 8, -48, -48]",4,,,"[1, 5, 9, 7]",4,4
w8864203,,,,,,,training,18.0,[],"['0', '9', '10', '11']",15662.0,"['', 2, 8, -48, -24, 2, 8, -24, -48, 4, -4, 24, -48]",5,,,"[5, 9, 11, 12, 7, 8]",6,5
w8864203,,,,,,,training,31.0,[],"['0', '1', '2', '4']",32698.0,"['', 4, 8, -24, 24, -2, 4, -24, 48, 2, -8, 24, 48]",6,,,"[1, 5, 9, 4, 3]",5,6
w8864203,,,,,,,training,29.0,[],"['0', '5', '6', '7']",39424.0,"['', 2, 4, 24, -24, 4, 8, 24, -24, 4, 4, 24, 48]",7,,,"[5, 9, 1, 7, 11, 6, 10]",7,7
w8864203,,,,,,,training,19.0,[],"['0', '5', '6', '8']",51581.0,"['', -2, 4, 48, 24, -4, 8, -48, 24, 4, -8, 24, 24]",8,,,"[10, 6, 9, 5, 1, 11, 12, 8, 7]",9,8
w8864203,,,,,,,training,40.0,[],"['0', '9', '10', '11']",11778.0,"['', 2, 8, 24, -24, 2, -8, -24, -24, 4, -8, 48, 48]",9,,,"[1, 5, 9, 11]",4,9
w8ac756d,,,,,,,training,40.0,[],"['0', '5', '6', '8']",26948.0,"['', -4, 8, -24, -48, -4, 8, -48, 48, 4, -8, -24, 48]",0,,,"[1, 2, 3, 4, 9, 10, 11, 12, 5, 6, 7, 8]",12,10
w8ac756d,,,,,,,training,12.0,[],"['0', '9', '10', '11']",24037.0,"['', 2, 8, -48, -24, 2, 8, -24, -48, 4, -4, 24, -48]",1,,,"[1, 2, 4, 3, 9, 10, 11, 12, 5, 6, 7, 8]",12,5
w8ac756d,,,,,,,training,49.0,[],"['0', '9', '10', '12']",9456.0,"['', -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48]",2,,,"[9, 10, 12]",3,11
w8ac756d,,,,,,,training,26.0,[],"['0', '9', '10', '12']",22235.0,"['', 4, -8, -48, -48, -4, 4, 24, 24, -2, -8, -24, 48]",3,,,"[9, 10, 11, 12, 5, 6, 8, 7, 1, 2, 4, 3]",12,12
w8ac756d,,,,,,,training,29.0,[],"['0', '5', '6', '8']",12465.0,"['', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",4,,,"[9, 10, 12, 11, 5, 6, 8]",7,13
w8ac756d,,,,,,,training,48.0,[],"['0', '9', '10', '12']",9621.0,"['', 2, 4, 24, -24, 4, -8, 48, -24, -4, 8, -48, 48]",5,,,"[9, 10, 11, 12]",4,14
w8ac756d,,,,,,,training,14.0,[],"['0', '1', '2', '3']",17926.0,"['', -2, 4, 24, -24, -4, 4, -24, 24, -4, -8, -24, 24]",6,,,"[9, 10, 12, 11, 5, 6, 7, 8, 1, 2, 4, 3]",12,15
w8ac756d,,,,,,,training,16.0,[],"['0', '9', '10', '12']",15288.0,"['', -2, -4, 24, -48, -4, 8, -24, -24, 4, -4, -48, 24]",7,,,"[9, 11, 10, 12, 7, 8, 3, 4]",8,16
w8ac756d,,,,,,,training,50.0,[],"['0', '9', '10', '11']",10039.0,"['', 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48]",8,,,"[3, 4, 11, 12]",4,17
w8ac756d,,,,,,,training,47.0,[],"['0', '9', '10', '11']",8860.0,"['', -2, -4, 48, 24, 2, 4, -48, 48, -4, 4, 48, 24]",9,,,[11],1,3
wb78f93f,,,,,,,training,49.0,"[0, 0, 0, 0, 2, 0]","['0', '1', '2', '4']",42259.0,"['', 2, 4, -48, 48, -4, 4, -48, -48, 2, -4, 24, 48]",0,,,"[7, 8, 3, 4, 11]",5,18
wb78f93f,,,,,,,training,42.0,"[0, 3, 0]","['0', '9', '10', '11']",26158.0,"['', 2, 8, 24, -24, 2, -8, -24, -24, 4, -8, 48, 48]",1,,,"[12, 11]",2,9
wb78f93f,,,,,,,training,39.0,"[0, 0, 0, 0]","['0', '9', '10', '11']",13601.0,"['', -2, 4, -48, -24, 2, 4, 24, 24, -2, -4, 48, -24]",2,,,"[3, 8, 11]",3,19
wb78f93f,,,,,,,training,55.0,"[0, 0, 0, 0, 0, 0]","['0', '1', '2', '4']",14795.0,"['', 4, 8, -24, 48, 2, 8, -48, -48, 2, -4, 24, -48]",3,,,"[7, 12, 3, 11, 4]",5,20
wb78f93f,,,,,,,training,39.0,"[0, 0, 0, 0]","['0', '9', '10', '11']",14821.0,"['', 4, 4, -48, 48, 4, 4, -24, -24, 2, -8, 48, -24]",4,,,"[8, 3, 11]",3,21
wb78f93f,,,,,,,training,44.0,"[0, 0, 0]","['0', '1', '2', '3']",10219.0,"['', 2, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24]",5,,,"[12, 3]",2,22
wb78f93f,,,,,,,training,50.0,"[0, 0, 0]","['0', '1', '2', '3']",10008.0,"['', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",6,,,"[8, 3]",2,23
wb78f93f,,,,,,,training,42.0,"[0, 0, 0, 0, 0, 0, 0]","['0', '9', '10', '12']",14135.0,"['', -4, 4, 24, 24, 2, 8, -24, 24, -4, 4, -24, 48]",7,,,"[11, 4, 7, 8, 3, 12]",6,24
wb78f93f,,,,,,,training,18.0,"[0, 0, 0, 0, 0, 0, 0]","['0', '9', '10', '11']",17261.0,"['', 2, 8, -48, -24, 2, 8, -24, -48, 4, -4, 24, -48]",8,,,"[3, 11, 8, 7, 4, 12]",6,5
wb78f93f,,,,,,,training,45.0,"[0, 0, 0, 0]","['0', '5', '6', '7']",11549.0,"['', 2, -4, 24, -48, -4, 4, 48, 48, 4, 4, -48, -24]",9,,,"[12, 3, 7]",3,25
wb8a5091,,,,,,,training,57.0,[],"['0', '5', '6', '7']",1050940.0,"['', -2, -8, -24, -24, 4, 8, 48, 24, -2, 8, -24, -48]",0,,,"[3, 4, 7]",3,26
wb8a5091,,,,,,,training,12.0,[],"['0', '1', '2', '3']",23046.0,"['', -2, -4, 24, -48, -4, 8, -24, -24, 4, -4, -48, 24]",1,,,"[3, 4, 11, 12, 8, 7]",6,16
wb8a5091,,,,,,,training,41.0,[],"['0', '5', '6', '7']",10323.0,"['', -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48]",2,,,[7],1,11
wb8a5091,,,,,,,training,58.0,[],"['0', '9', '10', '12']",8852.0,"['', -2, -4, 48, -48, 2, 4, -48, 24, 4, 8, -48, 48]",3,,,"[11, 12]",2,27
wb8a5091,,,,,,,training,36.0,[],"['0', '9', '10', '11']",14011.0,"['', -2, 4, -48, -24, 2, 4, 24, 24, -2, -4, 48, -24]",4,,,"[3, 4, 12, 7, 8, 11]",6,19
wb8a5091,,,,,,,training,52.0,[],"['0', '1', '2', '3']",18541.0,"['', 2, 8, 48, 24, -2, 4, 24, 24, -2, -4, -48, -24]",5,,,"[11, 12, 7, 8, 4, 3]",6,0
wb8a5091,,,,,,,training,51.0,[],"['0', '1', '2', '3']",10152.0,"['', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",6,,,[3],1,23
wb8a5091,,,,,,,training,16.0,[],"['0', '1', '2', '3']",13593.0,"['', 2, -4, 24, 24, -4, 4, -24, -24, -2, 4, -24, -48]",7,,,"[3, 4, 12, 11, 7, 8]",6,28
wb8a5091,,,,,,,training,41.0,[],"['0', '1', '2', '4']",178644.0,"['', 2, -8, -24, 48, -2, -4, -24, -24, 4, 8, 24, 48]",8,,,[4],1,29
wb8a5091,,,,,,,training,16.0,[],"['0', '1', '2', '3']",13334.0,"['', 2, -4, 24, -48, -2, -8, 24, -48, 2, 4, 24, -48]",9,,,"[3, 4, 8, 7, 12, 11]",6,30
w57d2fb6,,,,,,,training,-42.0,[],"['0', '5', '6', '8']",720293.0,"['', 4, -4, -24, 24, 2, 4, -24, -48, 4, -8, 48, -48]",0,,,[],0,2
w57d2fb6,,,,,,,training,35.0,[],"['0', '5', '6', '7']",39356.0,"['', 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48]",1,,,[5],1,17
w57d2fb6,,,,,,,training,34.0,[],"['0', '9', '10', '11']",311628.0,"['', 2, -8, -24, 48, -2, -4, -24, -24, 4, 8, 24, 48]",2,,,"[9, 5]",2,29
w57d2fb6,,,,,,,training,37.0,[],"['0', '5', '6', '8']",28855.0,"['', -4, -4, -48, -48, -2, -8, 24, 48, 2, 4, -24, -48]",3,,,[1],1,31
w57d2fb6,,,,,,,training,55.0,[],"['0', '9', '10', '11']",9619.0,"['', -4, -8, -48, -48, -4, -4, 48, 24, 4, 4, 48, -48]",4,,,[9],1,32
w57d2fb6,,,,,,,training,21.0,[],"['0', '1', '2', '4']",9811.0,"['', 2, -4, 24, 24, -4, 4, -24, -24, -2, 4, -24, -48]",5,,,[1],1,28
w57d2fb6,,,,,,,training,43.0,[],"['0', '5', '6', '8']",11765.0,"['', 4, -8, 24, 48, 4, -8, -24, 48, -2, -8, 24, -24]",6,,,[5],1,33
w57d2fb6,,,,,,,training,-37.0,[],"['0', '9', '10', '11']",31279.0,"['', -2, -4, 48, -48, 2, 4, -48, 24, 4, 8, -48, 48]",7,,,[9],1,27
w57d2fb6,,,,,,,training,35.0,[],"['0', '5', '6', '8']",11191.0,"['', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",8,,,[5],1,13
w57d2fb6,,,,,,,training,17.0,[],"['0', '1', '2', '3']",46476.0,"['', 4, -8, 24, 24, 2, 4, 24, 48, -2, 4, 24, -48]",9,,,"[9, 5, 1]",3,34
wee86ff6,,,,,,,training,-54.0,[42],"['0', '5', '6', '7']",52149.0,"['', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",0,,,[],0,23
wee86ff6,,,,,,,training,20.0,[42],"['0', '1', '2', '4']",52027.0,"['', 4, -8, 24, 24, 2, 4, 24, 48, -2, 4, 24, -48]",1,,,[],0,34
wee86ff6,,,,,,,training,30.0,[42],"['0', '9', '10', '11']",66287.0,"['', -2, -4, -48, -48, 2, -8, -24, -24, 2, 4, 24, 24]",2,,,[],0,35
wee86ff6,,,,,,,training,-36.0,[42],"['0', '9', '10', '12']",64952.0,"['', 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48]",3,,,[],0,36
wee86ff6,,,,,,,training,42.0,[42],"['0', '1', '2', '3']",49631.0,"['', -2, -4, 48, -48, 2, 4, -48, 24, 4, 8, -48, 48]",4,,,[],0,27
wee86ff6,,,,,,,training,54.0,[42],"['0', '9', '10', '11']",52821.0,"['', 2, 4, -48, -24, -4, -8, 24, -48, -2, 8, 48, -24]",5,,,[],0,37
wee86ff6,,,,,,,training,-18.0,[42],"['0', '5', '6', '7']",75530.0,"['', 4, -4, -24, 24, 2, 4, -24, -48, 4, -8, 48, -48]",6,,,[],0,2
wee86ff6,,,,,,,training,-18.0,[42],"['0', '1', '2', '4']",69485.0,"['', 2, 4, 24, -24, 4, 8, -48, 24, 4, -8, -24, 24]",7,,,[],0,13
wee86ff6,,,,,,,training,-36.0,[42],"['0', '5', '6', '8']",60447.0,"['', 2, 4, -24, 24, 4, 8, -48, -48, -4, -4, -48, -24]",8,,,[],0,38
wee86ff6,,,,,,,training,-48.0,[42],"['0', '1', '2', '3']",49964.0,"['', 4, -4, -48, 24, -2, -4, 24, 48, 4, -4, 48, -48]",9,,,[],0,39
w97f2d79,,,,,,,training,41.0,[],"['0', '9', '10', '11']",30522.0,"['', -4, 4, -24, -24, -4, -8, 24, -24, 4, -8, 48, -48]",0,,,"[1, 5, 9]",3,40
w97f2d79,,,,,,,training,-26.0,[],"['0', '9', '10', '12']",22877.0,"['', -2, -8, -48, -48, -4, -8, 24, 24, 4, -4, 48, -24]",1,,,"[1, 5]",2,41
w97f2d79,,,,,,,training,54.0,[],"['0', '1', '2', '4']",16136.0,"['', 4, 4, -48, 48, -2, 4, -48, -24, -2, -4, -48, 24]",2,,,"[1, 3]",2,1
w97f2d79,,,,,,,training,52.0,[],"['0', '5', '6', '8']",13305.0,"['', -2, -4, 48, 24, 2, 4, -48, 48, -4, 4, 48, 24]",3,,,"[5, 7]",2,3
w97f2d79,,,,,,,training,18.0,[],"['0', '1', '2', '3']",53903.0,"['', 4, -8, 24, 24, 2, 4, 24, 48, -2, 4, 24, -48]",4,,,"[1, 3]",2,34
w97f2d79,,,,,,,training,20.0,[],"['0', '9', '10', '11']",60506.0,"['', 4, 8, -24, 48, 2, 8, -48, -48, 2, -4, 24, -48]",5,,,"[9, 12]",2,20
w97f2d79,,,,,,,training,19.0,[],"['0', '5', '6', '8']",17569.0,"['', -2, -4, 48, -24, 2, -4, 48, 24, -2, -8, -24, -24]",6,,,"[9, 1, 5]",3,42
w97f2d79,,,,,,,training,28.0,[],"['0', '5', '6', '7']",27877.0,"['', -2, 4, -48, -24, 2, 4, 24, 24, -2, -4, 48, -24]",7,,,"[9, 1]",2,19
w97f2d79,,,,,,,training,41.0,[],"['0', '1', '2', '3']",20959.0,"['', 2, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24]",8,,,"[9, 5, 1, 3, 12]",5,22
w97f2d79,,,,,,,training,35.0,[],"['0', '5', '6', '7']",44586.0,"['', -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48]",9,,,"[9, 1, 5, 3, 11, 8, 7]",7,11
w6285f54,,,,,,,training,29.0,[],"['0', '5', '6', '8']",15949.0,"['', -2, 8, 24, -48, 2, 4, -24, 24, -2, -8, 48, -24]",0,,,[5],1,43
w6285f54,,,,,,,training,-33.0,[],"['0', '5', '6', '8']",13654.0,"['', -4, 8, 48, 24, 2, -8, -48, -24, -4, -4, 48, -24]",1,,,"[1, 9, 5]",3,23
w6285f54,,,,,,,training,-30.0,[],"['0', '9', '10', '11']",9815.0,"['', 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48]",2,,,[],0,44
w6285f54,,,,,,,training,-29.0,[],"['0', '5', '6', '7']",8317.0,"['', 4, -8, 24, 48, 4, -8, -24, 48, -2, -8, 24, -24]",3,,,[5],1,33
w6285f54,,,,,,,training,-38.0,[],"['0', '1', '2', '3']",8413.0,"['', 2, 8, -48, -24, 2, 8, -24, -48, 4, -4, 24, -48]",4,,,[],0,5
w6285f54,,,,,,,training,36.0,[],"['0', '1', '2', '4']",9468.0,"['', 4, 8, -24, 24, -2, 4, -24, 48, 2, -8, 24, 48]",5,,,[],0,6
w6285f54,,,,,,,training,-28.0,[],"['0', '9', '10', '11']",9508.0,"['', -4, 8, -24, -48, -4, 8, -48, 48, 4, -8, -24, 48]",6,,,[],0,10
w6285f54,,,,,,,training,-52.0,[],"['0', '5', '6', '8']",9339.0,"['', 2, -4, -24, -24, 4, -8, -48, -48, -4, -4, 48, 48]",7,,,[],0,45
w6285f54,,,,,,,training,-30.0,[],"['0', '1', '2', '3']",8376.0,"['', 2, -8, -24, 48, -2, -4, -24, -24, 4, 8, 24, 48]",8,,,[],0,29
w6285f54,,,,,,,training,-32.0,[],"['0', '9', '10', '12']",10616.0,"['', 2, 4, -24, 24, 4, 8, -48, -48, -4, -4, -48, -24]",9,,,[],0,38
w250e368,,,,,,,training,42.0,"[3, 0, 0, 2, 2, 3, 2]","['0', '5', '6', '7']",54783.0,"['', 2, -4, 24, -48, -4, 4, 48, 48, 4, 4, -48, -24]",0,,,"[5, 4, 12, 8, 3, 7]",6,25
w250e368,,,,,,,training,14.0,"[0, 0, 0, 0, 0, 0, 4]","['0', '9', '10', '12']",23836.0,"['', -2, 4, -24, 24, -2, -4, -48, -48, 4, -8, 24, 24]",1,,,"[12, 3, 8, 4, 11, 7]",6,46
w250e368,,,,,,,training,47.0,"[0, 0, 0, 2, 3, 0]","['0', '9', '10', '12']",19493.0,"['', 2, 4, 24, -24, 4, -8, 48, -24, -4, 8, -48, 48]",2,,,"[3, 11, 12, 8, 10]",5,14
w250e368,,,,,,,training,44.0,"[0, 0, 0, 0, 0]","['0', '9', '10', '12']",11745.0,"['', -4, 4, 24, 24, 2, 8, -24, 24, -4, 4, -24, 48]",3,,,"[3, 4, 11, 12]",4,24
w250e368,,,,,,,training,49.0,"[0, 0]","['0', '5', '6', '8']",9298.0,"['', 4, 8, -24, 24, -2, 4, -24, 48, 2, -8, 24, 48]",4,,,[8],1,6
w250e368,,,,,,,training,52.0,"[0, 0, 0, 0, 0, 0, 0]","['0', '1', '2', '3']",12206.0,"['', 2, 8, 48, 24, -2, 4, 24, 24, -2, -4, -48, -24]",5,,,"[4, 11, 12, 8, 7, 3]",6,0
w250e368,,,,,,,training,44.0,"[0, 0, 0]","['0', '5', '6', '7']",9155.0,"['', -2, -4, 48, -24, 2, -4, 48, 24, -2, -8, -24, -24]",6,,,"[8, 7]",2,42
w250e368,,,,,,,training,38.0,"[0, 0, 0]","['0', '5', '6', '7']",8766.0,"['', -4, -8, -48, -48, -4, -4, 48, 24, 4, 4, 48, -48]",7,,,"[8, 7]",2,32
w250e368,,,,,,,training,45.0,"[0, 0]","['0', '1', '2', '3']",9867.0,"['', 2, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24]",8,,,[3],1,22
w250e368,,,,,,,training,55.0,"[0, 0]","['0', '9', '10', '11']",10174.0,"['', -4, 8, 48, -24, -2, -4, 24, -48, 4, 4, 48, -48]",9,,,[11],1,47
wcb3d9b5,,,,,,,training,44.0,[],"['0', '9', '10', '11']",21107.0,"['', 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48]",0,,,"[1, 5, 9, 6, 2, 7, 3, 4, 11, 10]",10,17
wcb3d9b5,,,,,,,training,14.0,[],"['0', '1', '2', '3']",16577.0,"['', -2, 4, 24, -24, -4, 4, -24, 24, -4, -8, -24, 24]",1,,,"[4, 11, 12, 8, 7, 3, 1, 5, 9, 10, 2, 6]",12,15
wcb3d9b5,,,,,,,training,41.0,[],"['0', '9', '10', '11']",9865.0,"['', 2, 8, 24, -24, 2, -8, -24, -24, 4, -8, 48, 48]",2,,,"[11, 9, 10]",3,9
wcb3d9b5,,,,,,,training,44.0,[],"['0', '5', '6', '7']",12899.0,"['', -2, 8, -24, 24, -4, 8, 48, 24, -2, -4, 24, -48]",3,,,"[8, 7, 5, 6, 3, 4, 11, 12]",8,48
wcb3d9b5,,,,,,,training,42.0,[],"['0', '9', '10', '11']",14087.0,"['', -2, -8, -48, -48, -4, -8, 24, 24, 4, -4, 48, -24]",4,,,"[7, 8, 12, 11, 4, 3]",6,41
wcb3d9b5,,,,,,,training,40.0,[],"['0', '5', '6', '7']",9698.0,"['', 2, 4, 24, -24, 4, -8, 48, -24, -4, 8, -48, 48]",5,,,"[11, 4, 3, 7]",4,14
wcb3d9b5,,,,,,,training,47.0,[],"['0', '9', '10', '12']",9296.0,"['', -4, 4, 24, 24, 2, 8, -24, 24, -4, 4, -24, 48]",6,,,[12],1,24
wcb3d9b5,,,,,,,training,48.0,[],"['0', '1', '2', '4']",23616.0,"['', 4, 4, -48, 48, 4, 4, -24, -24, 2, -8, 48, -24]",7,,,"[7, 3, 4, 11, 10, 9, 2, 1]",8,21
wcb3d9b5,,,,,,,training,18.0,[],"['0', '9', '10', '11']",11714.0,"['', 2, 8, -48, -24, 2, 8, -24, -48, 4, -4, 24, -48]",8,,,"[8, 7, 3, 4, 11, 12]",6,5
wcb3d9b5,,,,,,,training,49.0,[],"['0', '5', '6', '8']",8503.0,"['', 2, 4, -24, 48, -4, 8, -48, 48, 2, -4, 24, -24]",9,,,"[8, 5, 6]",3,49
w62e6de7,,,,,,,training,-44.0,[],"['0', '5', '6', '7']",22205.0,"['', -4, 8, -24, -48, -4, 8, -48, 48, 4, -8, -24, 48]",0,,,[],0,10
w62e6de7,,,,,,,training,-20.0,[],"['0', '1', '2', '3']",18312.0,"['', 2, 4, -24, 48, -4, 8, -48, 48, 2, -4, 24, -24]",1,,,"[1, 9]",2,49
w62e6de7,,,,,,,training,56.0,[],"['0', '9', '10', '11']",8215.0,"['', -4, 8, 48, -24, -2, -4, 24, -48, 4, 4, 48, -48]",2,,,[],0,47
w62e6de7,,,,,,,training,56.0,[],"['0', '9', '10', '11']",9975.0,"['', -4, -8, -48, -48, -4, -4, 48, 24, 4, 4, 48, -48]",3,,,[],0,32
w62e6de7,,,,,,,training,28.0,[],"['0', '5', '6', '8']",8594.0,"['', -2, 8, -24, 24, -4, 8, 48, 24, -2, -4, 24, -48]",4,,,[],0,48
w62e6de7,,,,,,,training,-30.0,[],"['0', '9', '10', '12']",9919.0,"['', -2, 4, -48, -24, 2, 4, 24, 24, -2, -4, 48, -24]",5,,,[],0,19
w62e6de7,,,,,,,training,30.0,[],"['0', '5', '6', '7']",10897.0,"['', -4, -8, 24, -24, -2, 8, 24, 48, 4, -4, 24, -48]",6,,,[],0,50
w62e6de7,,,,,,,training,18.0,[],"['0', '1', '2', '3']",11769.0,"['', 4, -8, 24, 24, 2, 4, 24, 48, -2, 4, 24, -48]",7,,,"[3, 1]",2,34
w62e6de7,,,,,,,training,22.0,[],"['0', '1', '2', '4']",10210.0,"['', 4, -4, -48, 24, -2, -4, 24, 48, 4, -4, 48, -48]",8,,,"[4, 1]",2,39
w62e6de7,,,,,,,training,11.0,[],"['0', '1', '2', '3']",11552.0,"['', -2, -8, 24, 48, -2, 8, -24, -24, -2, -4, 24, -24]",9,,,"[7, 3, 1]",3,51
w21babce,,,,,,,training,34.0,[],"['0', '5', '6', '7']",51010.0,"['', 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48]",0,,,"[9, 5]",2,17
w21babce,,,,,,,training,15.0,[],"['0', '9', '10', '11']",53826.0,"['', -2, 8, -24, 24, -4, 8, 48, 24, -2, -4, 24, -48]",1,,,"[9, 5, 1]",3,48
w21babce,,,,,,,training,57.0,[],"['0', '1', '2', '4']",10044.0,"['', 4, 8, -24, 48, 2, 8, -48, -48, 2, -4, 24, -48]",2,,,"[5, 9, 1]",3,20
w21babce,,,,,,,training,17.0,[],"['0', '9', '10', '11']",42978.0,"['', -2, 4, 48, 24, -4, 8, -48, 24, 4, -8, 24, 24]",3,,,"[1, 5, 9]",3,8
w21babce,,,,,,,training,41.0,[],"['0', '1', '2', '4']",11062.0,"['', 4, -8, 24, 48, 4, -8, -24, 48, -2, -8, 24, -24]",4,,,"[5, 9, 1]",3,33
w21babce,,,,,,,training,-39.0,[],"['0', '9', '10', '12']",79174.0,"['', 2, 8, -24, -48, -2, 8, 48, 24, 4, 8, -24, -48]",5,,,"[1, 9, 5]",3,36
w21babce,,,,,,,training,24.0,[],"['0', '1', '2', '3']",42626.0,"['', -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48]",6,,,[],0,11
w21babce,,,,,,,training,-21.0,[],"['0', '1', '2', '4']",89842.0,"['', 2, 4, -48, -24, -4, -8, 24, -48, -2, 8, 48, -24]",7,,,"[1, 9, 5]",3,37
w21babce,,,,,,,training,11.0,[],"['0', '5', '6', '7']",49137.0,"['', 4, -4, 48, -48, -2, -8, 24, 24, -2, 4, 48, -48]",8,,,"[5, 1, 9]",3,52
w21babce,,,,,,,training,33.0,[],"['0', '5', '6', '8']",11443.0,"['', 4, 8, -24, -24, -4, -8, -48, 48, 2, -8, -24, -48]",9,,,"[5, 9, 1]",3,44
w3bd453e,,,,,,,training,53.0,"[3, 0, 3, 0]","['0', '9', '10', '11']",23284.0,"['', -4, -8, -48, -48, -4, -4, 48, 24, 4, 4, 48, -48]",0,,,"[1, 11, 9]",3,32
w3bd453e,,,,,,,training,30.0,[42],"['0', '5', '6', '7']",52064.0,"['', -2, 4, -48, -24, 2, 4, 24, 24, -2, -4, 48, -24]",1,,,[],0,19
w3bd453e,,,,,,,training,11.0,"[0, 0, 0, 0, 0, 8]","['0', '5', '6', '8']",17338.0,"['', 2, 8, 48, -24, -4, -4, -48, 24, -4, -8, -48, -24]",2,,,"[11, 12, 4, 7, 8]",5,53
w3bd453e,,,,,,,training,39.0,"[0, 0, 0, 0, 2, 4]","['0', '9', '10', '12']",14822.0,"['', -4, 8, -24, -48, -4, 8, -48, 48, 4, -8, -24, 48]",3,,,"[3, 4, 11, 12, 8]",5,10
w3bd453e,,,,,,,training,17.0,"[0, 18]","['0', '5', '6', '7']",27767.0,"['', -4, 8, 48, -24, -2, -4, 24, -48, 4, 4, 48, -48]",4,,,[7],1,47
w3bd453e,,,,,,,training,10.0,"[0, 0, 0, 3, 14]","['0', '5', '6', '7']",27441.0,"['', 2, -4, 24, -48, -2, -8, 24, -48, 2, 4, 24, -48]",5,,,"[4, 3, 7, 5]",4,30
w3bd453e,,,,,,,training,15.0,"[0, 3, 0, 0, 3, 11]","['0', '9', '10', '11']",27698.0,"['', -2, 4, -24, 24, -2, -4, -48, -48, 4, -8, 24, 24]",6,,,"[4, 1, 11, 12, 9]",5,46
w3bd453e,,,,,,,training,42.0,"[0, 0, 0, 3, 0]","['0', '1', '2', '3']",14234.0,"['', 2, -4, 48, 24, -2, -4, 24, 24, 2, -8, -24, 24]",7,,,"[7, 8, 3, 4]",4,22
w3bd453e,,,,,,,training,29.0,"[0, 0, 0, 3, 0, 11]","['0', '5', '6', '8']",26436.0,"['', -4, 4, 24, 24, 2, 8, -24, 24, -4, 4, -24, 48]",8,,,"[11, 7, 4, 1, 8]",5,24
w3bd453e,,,,,,,training,45.0,"[0, 0, 3, 0]","['0', '5', '6', '7']",11845.0,"['', 2, -4, 24, -48, -4, 4, 48, 48, 4, 4, -48, -24]",9,,,"[11, 7, 8]",3,25
wb82340a,,,,,,,training,-33.0,[],"['0', '5', '6', '8']",21986.0,"['', -4, 4, 24, 24, -2, -4, 48, -24, -4, 8, -48, 48]",0,,,"[9, 1, 5]",3,11
wb82340a,,,,,,,training,-40.0,[],"['0', '1', '2', '3']",10010.0,"['', 4, 4, -48, 48, 4, 4, -24, -24, 2, -8, 48, -24]",1,,,[],0,21
wb82340a,,,,,,,training,20.0,[],"['0', '9', '10', '12']",11372.0,"['', -2, 4, 48, 24, -4, 8, -48, 24, 4, -8, 24, 24]",2,,,[],0,8
wb82340a,,,,,,,training,14.0,[],"['0', '5', '6', '7']",26217.0,"['', 2, -4, 24, -48, -2, -8, 24, -48, 2, 4, 24, -48]",3,,,[],0,30
wb82340a,,,,,,,training,-48.0,[],"['0', '1', '2', '4']",22651.0,"['', 4, -4, -48, -48, 4, 8, 24, -24, -2, 8, 48, -48]",4,,,[],0,17
wb82340a,,,,,,,training,-18.0,[],"['0', '5', '6', '7']",11356.0,"['', 4, -4, -24, 24, 2, 4, -24, -48, 4, -8, 48, -48]",5,,,[],0,2
wb82340a,,,,,,,training,-58.0,[],"['0', '1', '2', '3']",11211.0,"['', -2, -8, -48, -48, -4, -8, 24, 24, 4, -4, 48, -24]",6,,,[],0,41
