wid,view_history,responses,questions,correct,stimulus,button_pressed,score,block,trial_time,state_rewards,trial_index,delays,clicks,n_clicks,stim_i
w24bfe32,,,,,,,22.0,training,25157.0,"['', -10, -5, -5, 10, 5, -5, -5, 5, 10, 10, -5, 5]",0,[],"[9, 5, 1]",3,0
w24bfe32,,,,,,,22.0,training,18905.0,"['', -5, 10, -5, 5, 10, 10, 10, -10, 10, -5, 10, -10]",1,[],"[1, 5, 9, 10, 6, 8, 12, 7]",8,1
w24bfe32,,,,,,,14.0,training,14271.0,"['', -5, 10, -5, 10, -5, -10, -10, 5, 10, 5, -10, 5]",2,[],"[9, 10, 5, 6, 11, 12]",6,2
w24bfe32,,,,,,,-1.0,training,43217.0,"['', -5, -5, -10, 5, -10, 10, 10, 5, -5, 5, -10, 10]",3,[],"[9, 10, 12, 5, 1, 11, 6, 8, 7, 2, 3]",11,3
w24bfe32,,,,,,,16.0,training,9944.0,"['', 10, 5, 5, 5, -10, 5, 5, -10, 10, 5, -10, 5]",4,[],"[5, 9, 10, 12]",4,4
w24bfe32,,,,,,,13.0,training,18007.0,"['', 10, 10, 5, 5, 10, -5, 10, -5, -5, 10, 5, 10]",5,[],"[9, 5, 7, 6, 8, 11, 10, 12, 1, 2, 3, 4]",12,5
w24bfe32,,,,,,,10.0,training,17976.0,"['', -5, -5, 5, 5, 10, 5, 5, -10, -10, -10, -5, 10]",6,[],"[9, 5, 1, 6, 7, 8, 10, 11, 2, 3]",10,6
w24bfe32,,,,,,,9.0,training,13342.0,"['', -10, -10, -10, -5, 5, 5, 5, 5, 5, -10, 10, -5]",7,[],"[9, 5, 10, 6, 7, 8]",6,7
w24bfe32,,,,,,,-7.0,training,27528.0,"['', -10, 5, -10, 10, 10, -10, -10, 5, 10, -5, -5, -10]",8,[],"[9, 5, 10, 6, 7, 8, 12, 11, 1, 2, 3, 4]",12,8
w24bfe32,,,,,,,18.0,training,13352.0,"['', 10, 5, 10, 5, 5, -5, 10, 10, 5, 5, -5, -5]",9,[],"[9, 5, 1, 10, 11, 2, 3]",7,9
w24bfe32,,,,,,,-1.0,test,19213.0,"['', 5, 10, -5, -5, -5, -5, -5, -10, -5, -5, 10, 5]",10,[],"[9, 5, 1, 2, 4, 3, 10, 12, 11, 7, 6]",11,10
w24bfe32,,,,,,,12.0,test,10111.0,"['', 10, -5, 10, -10, -10, -10, 10, 10, 10, 10, -10, -5]",11,[],"[9, 10, 12]",3,11
w24bfe32,,,,,,,20.0,test,10075.0,"['', -5, -5, 10, -5, 10, 5, 10, -5, 5, -5, 5, 5]",12,[],"[9, 5, 6, 8, 7]",5,12
w24bfe32,,,,,,,-12.0,test,31014.0,"['', -5, -5, -10, 10, 5, -10, 5, -10, -10, -5, 5, 10]",13,[],"[9, 5, 6, 1, 2, 10, 12, 11, 7, 8, 4, 3]",12,13
w24bfe32,,,,,,,19.0,test,11945.0,"['', 10, -10, -5, 5, 5, 10, 10, 10, -5, 10, 5, -10]",14,[],"[9, 5, 1, 2, 6, 8]",6,14
w24bfe32,,,,,,,14.0,test,10019.0,"['', -10, -5, -5, -10, 10, 5, 5, -10, -5, 5, 5, 5]",15,[],"[9, 5, 1, 6, 7, 8]",6,15
w24bfe32,,,,,,,9.0,test,18915.0,"['', 10, 5, -5, 5, 10, -5, -10, 10, 10, -10, 10, 10]",16,[],"[9, 5, 10, 6, 7, 8, 12, 1, 2, 3, 4]",11,16
w24bfe32,,,,,,,9.0,test,12235.0,"['', -10, -10, 10, 10, -5, -10, -5, -10, 10, -5, 10, 10]",17,[],"[9, 10, 5, 1, 11, 12]",6,17
w24bfe32,,,,,,,-12.0,test,23886.0,"['', 5, -10, -5, 5, 10, -5, -10, -10, 10, -10, -5, -5]",18,[],"[9, 5, 10, 6, 1, 2, 7, 8, 12, 11, 4, 3]",12,18
w24bfe32,,,,,,,0.0,test,20549.0,"['', 10, -10, 10, 10, 5, -5, -5, -10, -5, -5, 5, 10]",19,[],"[9, 5, 1, 2, 6, 7, 8, 10, 12, 4]",10,19
w24bfe32,,,,,,,-5.0,test,42118.0,"['', 5, -10, 10, -5, 10, 5, -10, -10, -5, -5, -10, 5]",20,[],"[9, 1, 5, 6, 7, 8, 2, 4, 10, 11]",10,20
w24bfe32,,,,,,,4.0,test,13490.0,"['', -5, 10, -5, 10, -10, -10, -5, -10, 10, -5, 5, 5]",21,[],"[9, 10, 5, 1, 11, 12]",6,21
w24bfe32,,,,,,,10.0,test,16649.0,"['', 10, 5, 10, 5, -5, 10, -10, -10, 5, 5, -10, -10]",22,[],"[9, 5, 10, 12, 11, 7, 6, 2, 1, 4]",10,22
w24bfe32,,,,,,,14.0,test,14747.0,"['', 5, 10, -5, 5, -10, 10, 5, 10, 10, -10, 10, 10]",23,[],"[9, 10, 5, 1, 2, 4]",6,23
w24bfe32,,,,,,,4.0,test,12295.0,"['', 5, 10, -10, -5, -10, 5, 5, 5, -10, -10, 10, -5]",24,[],"[9, 1, 5, 4, 3, 2]",6,24
w24bfe32,,,,,,,19.0,test,11216.0,"['', 5, 10, 10, -10, -5, 5, -5, 10, -5, 5, -10, -5]",25,[],"[9, 1, 5, 2, 4, 3]",6,25
w24bfe32,,,,,,,9.0,test,14446.0,"['', -10, -10, -10, -10, -10, -10, 5, -5, 10, -5, 10, -10]",26,[],"[9, 1, 5, 10, 12, 11]",6,26
w24bfe32,,,,,,,3.0,test,21745.0,"['', 5, -5, -10, -10, -5, -5, 10, 10, 10, -5, 10, 5]",27,[],"[9, 1, 5, 10, 11, 12, 2, 4, 3, 7, 6, 8]",12,27
w24bfe32,,,,,,,18.0,test,14091.0,"['', 10, 10, 5, 5, -10, 10, -10, 5, 10, -5, -5, 5]",28,[],"[9, 10, 1, 2, 5, 4, 3]",7,28
w24bfe32,,,,,,,9.0,test,11029.0,"['', -5, -10, 5, 10, -10, -5, -5, 5, 5, 5, -10, 5]",29,[],"[9, 1, 5, 10, 11, 12]",6,29
wc4cbf51,,,,,,,-2.0,training,67682.0,"['', -10, 10, -5, 10, -5, 5, 5, 5, -10, 5, 10, 5]",0,"[0, 0, 2, 0, 0, 0, 6, 4]","[9, 1, 5, 6, 7, 8, 2]",7,30
wc4cbf51,,,,,,,18.0,training,29600.0,"['', -10, -5, -5, 5, 10, 10, -5, -5, 5, 10, 10, 5]",1,"[0, 0, 16]","[9, 10]",2,31
wc4cbf51,,,,,,,9.0,training,48053.0,"['', -10, -5, -10, 10, 10, -5, 10, -5, -10, -10, 5, 5]",2,"[0, 0, 3, 2, 4, 6, 0]","[1, 5, 6, 7, 9, 10]",6,32
wc4cbf51,,,,,,,-11.0,training,94256.0,"['', 10, -10, -5, 5, -10, -10, 10, -5, -5, -10, -10, 10]",3,"[0, 5, 6, 0, 3, 6, 15]","[5, 6, 7, 1, 9, 11]",6,33
wc4cbf51,,,,,,,9.0,training,36171.0,"['', -5, -10, 5, 10, -10, -5, -5, 5, 5, 5, -10, 5]",4,"[0, 0, 3, 3, 0, 4, 0]","[1, 9, 5, 10, 11, 12]",6,29
wc4cbf51,,,,,,,3.0,training,30532.0,"['', 5, 10, -5, -5, 5, 10, 5, -5, 10, -10, -10, 5]",5,"[0, 0, 11]","[9, 11]",2,34
wc4cbf51,,,,,,,22.0,training,23757.0,"['', -5, -5, 10, -5, 10, 5, 10, -5, 5, -5, 5, 5]",6,"[0, 0, 5, 0]","[5, 7, 6]",3,12
wc4cbf51,,,,,,,4.0,training,47137.0,"['', -5, -5, -10, 10, -5, 5, 5, 10, 10, -10, -5, 10]",7,"[0, 0, 0, 0, 0, 6, 0]","[5, 1, 9, 11, 12, 10]",6,35
wc4cbf51,,,,,,,2.0,training,57312.0,"['', 5, -10, -5, -10, 5, -10, 10, -5, 10, -10, 5, -5]",8,"[0, 3, 0, 19]","[5, 7, 6]",3,36
wc4cbf51,,,,,,,-10.0,training,25993.0,"['', -10, 5, -5, -5, -10, 10, 5, 10, -5, 10, -5, -10]",9,"[0, 0, 0, 0, 0, 4]","[9, 1, 5, 10, 11]",5,37
wc4cbf51,,,,,,,10.0,test,23808.0,"['', 5, 5, -5, 5, 10, 10, -10, -10, -5, 10, 10, -5]",10,"[0, 0, 0, 0, 0, 0]","[9, 1, 2, 4, 3]",5,38
wc4cbf51,,,,,,,14.0,test,24263.0,"['', -10, -5, -5, -10, 10, 5, 5, -10, -5, 5, 5, 5]",11,"[0, 0, 0, 0, 0, 0, 0]","[1, 9, 5, 6, 7, 8]",6,15
wc4cbf51,,,,,,,-1.0,test,29488.0,"['', -10, -5, -10, -10, 5, 10, -5, -5, 5, -10, -5, -5]",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 10, 11, 12, 5, 6, 7, 8, 1, 3, 4]",11,39
wc4cbf51,,,,,,,5.0,test,20071.0,"['', 10, -10, 5, 10, -10, 5, -10, -5, -10, -5, -10, 5]",13,"[0, 0, 0, 0, 0, 0]","[9, 1, 3, 4, 2]",5,40
wc4cbf51,,,,,,,2.0,test,30226.0,"['', 5, -10, -5, 5, -10, 10, 10, -5, -10, -10, -10, -5]",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 5, 1, 2, 4, 3, 6, 7]",8,41
wc4cbf51,,,,,,,16.0,test,11914.0,"['', 10, 5, 5, 5, 10, -10, 10, 10, -10, -10, 5, 10]",15,"[0, 0, 0, 0, 0]","[9, 1, 4, 2]",4,42
wc4cbf51,,,,,,,7.0,test,10545.0,"['', -5, -10, 5, -10, 5, -10, 5, -5, 10, -5, 5, 5]",16,"[0, 0, 0, 0]","[9, 10, 11]",3,43
wc4cbf51,,,,,,,11.0,test,11101.0,"['', -5, 10, -10, -10, 5, -5, -10, -10, 10, 10, -10, -5]",17,"[0, 0, 0, 0, 0]","[9, 10, 12, 11]",4,44
wc4cbf51,,,,,,,17.0,test,25881.0,"['', 10, 10, 5, -10, -5, 5, -10, -5, 10, -10, 5, 5]",18,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 10, 11, 12, 1, 4, 3, 2]",8,45
wc4cbf51,,,,,,,21.0,test,11775.0,"['', 10, 5, 10, 10, -10, 5, 10, -10, -5, -10, 5, -10]",19,"[0, 0, 0, 0, 0]","[9, 1, 2, 3]",4,46
wc4cbf51,,,,,,,17.0,test,8763.0,"['', -5, 5, 10, 10, 10, -5, 10, -5, 5, 5, 10, -5]",20,"[0, 0, 0, 0]","[9, 10, 11]",3,47
wc4cbf51,,,,,,,-10.0,test,31954.0,"['', -10, 5, -10, 5, 5, -10, -10, 5, -10, -5, 10, -5]",21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 6, 7, 8, 1, 9, 4, 11, 10, 2]",10,48
wc4cbf51,,,,,,,17.0,test,9035.0,"['', -10, 5, 5, 5, 5, -5, 10, 10, 5, 10, -5, 5]",22,"[0, 0, 0, 0]","[9, 10, 12]",3,49
wc4cbf51,,,,,,,2.0,test,20498.0,"['', -5, -5, -10, 5, -10, 10, 10, 5, -5, 5, -10, 10]",23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 4, 3, 5, 9, 10, 12]",8,3
wc4cbf51,,,,,,,-3.0,test,24267.0,"['', -5, 5, -10, 5, -5, -10, 5, -5, -5, -10, -10, -10]",24,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 9, 5, 3, 6, 10, 4]",8,50
wc4cbf51,,,,,,,-4.0,test,22825.0,"['', -5, 5, 5, 5, 5, -5, -10, -5, -10, 5, -5, 5]",25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 1, 5, 6, 7, 8, 2, 4, 3]",9,51
wc4cbf51,,,,,,,-3.0,test,31943.0,"['', -10, -5, 10, -10, 10, -10, -10, 10, 5, -10, -5, 10]",26,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 9, 10, 11, 5, 6, 7, 12]",8,52
wc4cbf51,,,,,,,17.0,test,33934.0,"['', -5, -5, 5, 5, 10, 5, 5, -10, -10, -10, -5, 10]",27,"[0, 0, 0, 0]","[5, 6, 7]",3,6
wc4cbf51,,,,,,,12.0,test,10763.0,"['', -10, -10, -10, -10, -10, -10, 5, -5, 10, -5, 10, -10]",28,"[0, 0, 0, 0]","[9, 10, 11]",3,26
wc4cbf51,,,,,,,15.0,test,19424.0,"['', -10, 10, -5, 10, 5, 10, 5, -10, -5, -10, -10, 5]",29,"[0, 0, 0, 0, 0, 0]","[9, 1, 5, 6, 7]",5,53
wc9bcf64,,,,,,,-2.0,training,31325.0,"['', -10, -5, 5, -10, 10, -5, -5, 10, -10, -5, -10, -5]",0,[],"[1, 5]",2,54
wc9bcf64,,,,,,,2.0,training,109010.0,"['', -10, -5, -5, 10, 5, -5, -5, 5, 10, 10, -5, 5]",1,[],"[11, 1, 5]",3,0
wc9bcf64,,,,,,,-8.0,training,42375.0,"['', 5, -10, -5, 5, 10, -5, -10, -10, 10, -10, -5, -5]",2,[],"[9, 5, 1]",3,18
wc9bcf64,,,,,,,-13.0,training,14807.0,"['', -10, -5, 10, -10, 10, -10, -10, 10, 5, -10, -5, 10]",3,[],"[1, 5, 9]",3,52
wc9bcf64,,,,,,,17.0,training,11027.0,"['', 5, 10, -5, 5, -10, 10, 5, 10, 10, -10, 10, 10]",4,[],"[1, 3, 4]",3,23
wc9bcf64,,,,,,,-15.0,training,108341.0,"['', -5, 10, 5, -10, 5, 10, -5, -10, 5, -10, -5, -5]",5,[],"[9, 5, 7, 11, 1]",5,55
wc9bcf64,,,,,,,-12.0,training,13570.0,"['', 10, -5, 5, -10, -10, -5, 5, 10, -10, -5, -5, -5]",6,[],"[9, 10, 11, 5, 6, 1, 2]",7,56
wc9bcf64,,,,,,,5.0,training,11165.0,"['', 5, -5, 10, 5, 5, -5, -10, -5, 5, 10, -5, 10]",7,[],"[1, 9, 5, 6, 10]",5,57
wc9bcf64,,,,,,,6.0,training,9465.0,"['', -5, -5, 10, -5, 10, 5, 10, -5, 5, -5, 5, 5]",8,[],"[9, 1, 5, 6]",4,12
wc9bcf64,,,,,,,10.0,training,8714.0,"['', -10, -10, -10, -5, 5, 5, 5, 5, 5, -10, 10, -5]",9,[],"[5, 1, 9, 10, 6]",5,7
wc9bcf64,,,,,,,5.0,test,8822.0,"['', -10, -5, -10, -10, 5, 10, -5, -5, 5, -10, -5, -5]",10,[],"[9, 1, 5, 6, 10]",5,39
wc9bcf64,,,,,,,-2.0,test,13387.0,"['', -10, -5, 10, 5, 5, -5, 5, 5, 10, -10, 5, -10]",11,[],"[9, 1, 5, 10, 6, 8, 12]",7,58
wc9bcf64,,,,,,,-7.0,test,13688.0,"['', -10, -5, 10, 10, -5, 10, -5, -10, 5, -10, 5, 5]",12,[],"[9, 1, 5, 6, 10, 12, 8]",7,59
wc9bcf64,,,,,,,20.0,test,10102.0,"['', 10, 10, 5, 5, 10, -5, 10, -5, -5, 10, 5, 10]",13,[],"[1, 9, 5, 2, 6]",5,5
wc9bcf64,,,,,,,15.0,test,11746.0,"['', 5, 10, -5, -5, 5, 10, 5, -5, 10, -10, -10, 5]",14,[],"[9, 1, 5, 10, 6]",5,34
wc9bcf64,,,,,,,20.0,test,9807.0,"['', 10, -10, -5, 5, 5, 10, 10, 10, -5, 10, 5, -10]",15,[],"[9, 1, 5, 2, 6]",5,14
wc9bcf64,,,,,,,-5.0,test,9410.0,"['', -5, -10, 5, 10, -10, -5, -5, 5, 5, 5, -10, 5]",16,[],"[9, 1, 5, 10, 2]",5,29
wc9bcf64,,,,,,,15.0,test,9516.0,"['', 10, 5, 5, 5, -5, 10, -10, -10, 10, -5, -5, -10]",17,[],"[9, 1, 5, 2, 10]",5,60
wc9bcf64,,,,,,,-1.0,test,11003.0,"['', -5, -10, -5, 5, 5, 5, -10, -5, 10, -5, 10, -10]",18,[],"[2, 1, 9, 5, 6, 10]",6,61
wc9bcf64,,,,,,,26.0,test,8526.0,"['', 10, 10, 5, 10, 5, 10, -5, -10, -10, 10, 10, -10]",19,[],"[9, 1, 5, 2]",4,62
wc9bcf64,,,,,,,10.0,test,10215.0,"['', 10, -5, 10, 10, -5, -10, -10, -10, 5, -10, -5, -5]",20,[],"[1, 9, 5, 2, 10]",5,63
wc9bcf64,,,,,,,-30.0,test,13039.0,"['', 10, -10, -5, 5, -10, -10, 10, -5, -5, -10, -10, 10]",21,[],"[1, 9, 5, 2, 10]",5,33
wc9bcf64,,,,,,,15.0,test,8682.0,"['', 10, 5, 10, 5, -5, 10, -10, -10, 5, 5, -10, -10]",22,[],"[1, 9, 5, 2, 10]",5,22
wc9bcf64,,,,,,,4.0,test,11975.0,"['', 10, -10, 10, 10, 5, -5, -5, -10, -5, -5, 5, 10]",23,[],"[1, 9, 5, 2, 6, 3]",6,19
wc9bcf64,,,,,,,17.0,test,8804.0,"['', -5, 5, 10, 5, -10, -5, -5, 10, 5, 10, -10, 5]",24,[],"[1, 9, 10]",3,64
wc9bcf64,,,,,,,1.0,test,10106.0,"['', 10, 5, -10, -10, -5, 5, 10, -5, -5, -10, -10, -5]",25,[],"[1, 9, 5, 2]",4,65
wc9bcf64,,,,,,,0.0,test,10690.0,"['', -10, -10, 5, 5, -10, 5, -5, 5, 10, -10, 5, -10]",26,[],"[1, 9, 10, 5, 6]",5,66
wc9bcf64,,,,,,,6.0,test,9270.0,"['', 5, 5, -5, 5, 10, 10, -10, -10, -5, 10, 10, -5]",27,[],"[1, 5, 9, 6]",4,38
wc9bcf64,,,,,,,7.0,test,10403.0,"['', 10, 10, 5, -10, -5, 5, -10, -5, 10, -10, 5, 5]",28,[],"[1, 9, 2]",3,45
wc9bcf64,,,,,,,10.0,test,10399.0,"['', -5, 5, 10, 10, 10, -5, 10, -5, 5, 5, 10, -5]",29,[],"[1, 9, 5, 6, 7]",5,47
wd8e6fd9,,,,,,,-11.0,training,20769.0,"['', -10, -5, 10, -10, 10, -10, -10, 10, 5, -10, -5, 10]",0,"[0, 0]",[5],1,52
wd8e6fd9,,,,,,,2.0,training,13315.0,"['', 5, 10, -10, -5, -10, 5, 5, 5, -10, -10, 10, -5]",1,"[0, 0, 0, 0]","[5, 9, 1]",3,24
wd8e6fd9,,,,,,,-8.0,training,53380.0,"['', -10, 5, -10, 10, 10, -10, -10, 5, 10, -5, -5, -10]",2,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 9, 10, 11, 5, 6, 7, 12]",8,8
wd8e6fd9,,,,,,,14.0,training,10654.0,"['', 5, -5, -5, 5, -10, 5, 10, 10, 10, -5, 10, -5]",3,"[0, 0]",[9],1,67
wd8e6fd9,,,,,,,-7.0,training,8991.0,"['', -10, -10, -10, -10, -10, -10, 5, -5, 10, -5, 10, -10]",4,"[0, 0, 0]","[5, 1]",2,26
wd8e6fd9,,,,,,,24.0,training,10049.0,"['', 10, -10, -5, 5, 5, 10, 10, 10, -5, 10, 5, -10]",5,"[0, 0]",[5],1,14
wd8e6fd9,,,,,,,-11.0,training,7775.0,"['', 5, -10, -5, -10, 5, -10, 10, -5, 10, -10, 5, -5]",6,"[0, 0]",[5],1,36
wd8e6fd9,,,,,,,-1.0,training,7601.0,"['', -10, 10, 5, 10, 10, -5, -10, -5, -5, 10, -10, 10]",7,"[0, 0]",[5],1,68
wd8e6fd9,,,,,,,8.0,training,10978.0,"['', 10, -5, 5, -10, -10, -5, 5, 10, -10, -5, -5, -5]",8,"[0, 0, 0]","[5, 9]",2,56
wd8e6fd9,,,,,,,23.0,training,10191.0,"['', 10, 5, 10, 5, -5, 10, -10, -10, 5, 5, -10, -10]",9,"[0, 0, 0]","[1, 3]",2,22
wd8e6fd9,,,,,,,-8.0,test,11649.0,"['', -10, 5, -5, -5, -10, 10, 5, 10, -5, 10, -5, -10]",10,"[0, 0, 0, 0]","[1, 5, 11]",3,37
wd8e6fd9,,,,,,,-2.0,test,7739.0,"['', 5, -10, -5, 5, -10, 10, 10, -5, -10, -10, -10, -5]",11,"[0, 0, 0]","[1, 3]",2,41
wd8e6fd9,,,,,,,12.0,test,9859.0,"['', -5, -10, 5, 10, -10, -5, -5, 5, 5, 5, -10, 5]",12,"[0, 0, 0, 0]","[1, 5, 11]",3,29
wd8e6fd9,,,,,,,12.0,test,9851.0,"['', -5, 5, -5, 10, -10, 10, -10, 10, 10, -5, -5, 10]",13,"[0, 0, 0, 0]","[1, 9, 12]",3,69
wd8e6fd9,,,,,,,-3.0,test,8727.0,"['', -10, -5, 10, 10, -5, 10, -5, -10, 5, -10, 5, 5]",14,"[0, 0, 0, 0]","[1, 5, 12]",3,59
wd8e6fd9,,,,,,,8.0,test,8638.0,"['', 5, 10, -5, -5, 5, 10, 5, -5, 10, -10, -10, 5]",15,"[0, 0, 0]","[1, 4]",2,34
wd8e6fd9,,,,,,,17.0,test,9534.0,"['', -5, 5, 10, 5, -10, -5, -5, 10, 5, 10, -10, 5]",16,"[0, 0, 0, 0]","[1, 5, 12]",3,64
wd8e6fd9,,,,,,,3.0,test,9492.0,"['', 10, 5, -10, -10, -5, 10, 10, 10, -10, -5, 5, 5]",17,"[0, 0, 0]","[1, 3]",2,70
wd8e6fd9,,,,,,,23.0,test,9871.0,"['', 10, 5, 10, 5, 5, -5, 10, 10, 5, 5, -5, -5]",18,"[0, 0, 0]","[1, 3]",2,9
wd8e6fd9,,,,,,,17.0,test,9624.0,"['', -10, 10, -5, 10, 5, 10, 5, -10, -5, -10, -10, 5]",19,"[0, 0, 0, 0]","[1, 5, 8]",3,53
wd8e6fd9,,,,,,,18.0,test,8451.0,"['', 10, 5, 5, 5, -10, 5, 5, -10, 10, 5, -10, 5]",20,"[0, 0, 0]","[1, 3]",2,4
wd8e6fd9,,,,,,,23.0,test,9443.0,"['', 5, 10, 10, -10, -5, 5, -5, 10, -5, 5, -10, -5]",21,"[0, 0, 0]","[1, 3]",2,25
wd8e6fd9,,,,,,,-2.0,test,14805.0,"['', -10, 10, -5, 10, -5, 5, 5, 5, -10, 5, 10, 5]",22,"[0, 0, 0, 0, 0, 0, 0, 0]","[1, 3, 5, 9, 12, 8, 7]",7,30
wd8e6fd9,,,,,,,8.0,test,7806.0,"['', -10, 5, 5, 5, 5, -5, 10, 10, 5, 10, -5, 5]",23,"[0, 0, 0]","[5, 7]",2,49
wd8e6fd9,,,,,,,12.0,test,9468.0,"['', 10, -5, 10, 10, -5, -10, -10, -10, 5, -10, -5, -5]",24,"[0, 0, 0, 0]","[5, 1, 3]",3,63
wd8e6fd9,,,,,,,22.0,test,9548.0,"['', -10, -5, -5, 10, 5, -5, -5, 5, 10, 10, -5, 5]",25,"[0, 0, 0, 0]","[1, 9, 12]",3,0
wd8e6fd9,,,,,,,-2.0,test,9719.0,"['', 5, -10, -5, 5, 10, -5, -10, -10, 10, -10, -5, -5]",26,"[0, 0, 0]","[1, 3]",2,18
wd8e6fd9,,,,,,,-7.0,test,9639.0,"['', 5, -5, -5, -5, 5, 5, 5, 10, -10, 10, 10, 10]",27,"[0, 0, 0]","[1, 3]",2,71
wd8e6fd9,,,,,,,7.0,test,9899.0,"['', -5, -5, -10, 10, -5, 5, 5, 10, 10, -10, -5, 10]",28,"[0, 0, 0, 0]","[1, 5, 12]",3,35
wd8e6fd9,,,,,,,2.0,test,10103.0,"['', -10, -5, 10, 5, 5, -5, 5, 5, 10, -10, 5, -10]",29,"[0, 0, 0, 0]","[1, 5, 8]",3,58
w1aa271b,,,,,,,-8.0,training,26619.0,"['', 10, -10, -5, 5, -10, -10, 10, -5, -5, -10, -10, 10]",0,[],"[9, 5, 1]",3,33
w1aa271b,,,,,,,2.0,training,14200.0,"['', -5, -5, -10, 5, -10, 10, 10, 5, -5, 5, -10, 10]",1,[],"[9, 10, 11, 1, 5, 6, 7, 8]",8,3
w1aa271b,,,,,,,4.0,training,25407.0,"['', -10, -10, -10, -10, -10, -10, 5, -5, 10, -5, 10, -10]",2,[],"[9, 10, 12, 1, 5, 7, 6, 8, 2, 4, 3]",11,26
w1aa271b,,,,,,,9.0,training,12803.0,"['', -10, -10, -10, -5, -10, 10, 10, -10, -5, 10, 10, 10]",3,[],"[5, 1, 9, 10, 6, 11]",6,72
w1aa271b,,,,,,,1.0,training,13218.0,"['', -10, 5, -5, -5, -10, 10, 5, 10, -5, 10, -5, -10]",4,[],"[9, 10, 11, 12, 5, 1, 7, 6, 8]",9,37
w1aa271b,,,,,,,11.0,training,85343.0,"['', -10, -5, -5, 5, 10, 10, -5, -5, 5, 10, 10, 5]",5,[],"[1, 9, 5, 6]",4,31
w1aa271b,,,,,,,6.0,training,75908.0,"['', 10, 5, -5, 5, 10, -5, -10, 10, 10, -10, 10, 10]",6,[],"[9, 10, 11, 12]",4,16
w1aa271b,,,,,,,-17.0,training,28641.0,"['', -10, -5, 10, 10, 10, -10, -10, -5, 5, -5, -10, -5]",7,[],"[9, 10, 11, 12, 5, 6, 7, 8, 1, 2, 4, 3]",12,73
w1aa271b,,,,,,,20.0,training,10698.0,"['', -5, -5, 10, -5, 10, 5, 10, -5, 5, -5, 5, 5]",8,[],"[9, 5, 6, 7, 8]",5,12
w1aa271b,,,,,,,8.0,training,12651.0,"['', 10, 5, -10, -10, -5, 10, 10, 10, -10, -5, 5, 5]",9,[],"[9, 10, 5, 1, 6, 7, 8]",7,70
w1aa271b,,,,,,,-7.0,test,24994.0,"['', -10, 5, 10, -5, -5, -5, -10, -10, -5, 5, 5, -5]",10,[],"[9, 5, 6, 8, 7, 10, 12, 11, 1, 4, 2, 3]",12,74
w1aa271b,,,,,,,7.0,test,8861.0,"['', -5, 10, -5, 10, -10, -10, -5, -10, 10, -5, 5, 5]",11,[],"[9, 10, 11]",3,21
w1aa271b,,,,,,,0.0,test,9634.0,"['', -10, 10, -5, 10, -5, 5, 5, 5, -10, 5, 10, 5]",12,[],"[5, 1, 9, 10, 11]",5,30
w1aa271b,,,,,,,7.0,test,9530.0,"['', -5, -5, -10, 10, -5, 5, 5, 10, 10, -10, -5, 10]",13,[],"[9, 10, 12]",3,35
w1aa271b,,,,,,,10.0,test,8927.0,"['', -5, 5, -5, 10, -10, 10, -10, 10, 10, -5, -5, 10]",14,[],"[1, 9, 10, 11, 12]",5,69
w1aa271b,,,,,,,-1.0,test,9556.0,"['', 5, -5, -5, 5, -10, 10, 10, -5, -10, 5, -10, 5]",15,[],"[9, 5, 1, 2, 4, 3]",6,75
w1aa271b,,,,,,,-12.0,test,20811.0,"['', -5, -5, -10, 10, 5, -10, 5, -10, -10, -5, 5, 10]",16,[],"[9, 5, 1, 2, 4, 3, 6, 7, 8, 12, 10, 11]",12,13
w1aa271b,,,,,,,1.0,test,10397.0,"['', 10, 10, 5, -10, -5, 5, -10, -5, 10, -10, 5, 5]",17,[],"[9, 10, 11, 12]",4,45
w1aa271b,,,,,,,0.0,test,20113.0,"['', 5, 10, -5, -5, -5, -5, -5, -10, -5, -5, 10, 5]",18,[],"[9, 5, 10, 11, 6, 7, 1, 2, 4, 3]",10,10
w1aa271b,,,,,,,-1.0,test,13177.0,"['', -5, 5, -10, 5, -5, -10, 5, -5, -5, -10, -10, -10]",19,[],"[9, 5, 1, 2, 4, 3]",6,50
w1aa271b,,,,,,,11.0,test,12311.0,"['', 10, 5, 5, 5, -5, 10, -10, -10, 10, -5, -5, -10]",20,[],"[9, 5, 10, 11, 12, 1, 2, 4, 3]",9,60
w1aa271b,,,,,,,15.0,test,9168.0,"['', -10, -5, -5, -10, 10, 5, 5, -10, -5, 5, 5, 5]",21,[],"[9, 5, 6, 7, 8]",5,15
w1aa271b,,,,,,,6.0,test,12579.0,"['', -10, 10, 5, 10, 10, -5, -10, -5, -5, 10, -10, 10]",22,[],"[1, 5, 9, 10, 6, 7, 8, 11, 12]",9,68
