wid,view_history,responses,questions,correct,stimulus,button_pressed,score,block,trial_time,state_rewards,trial_index,delays,clicks,n_clicks,stim_i
w86fcfd1,,,,,,,6.0,test,10569.0,"['', 10, 5, -10, -10, -5, 5, 10, -5, -5, -10, -10, -5]",22,"[0, 0, 0, 0, 0]","[2, 10, 6, 7]",4,65
w86fcfd1,,,,,,,8.0,test,13155.0,"['', 5, 5, 5, -10, 10, -10, 5, -10, -5, 5, -10, -10]",23,"[0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 10, 4, 3, 11, 12]",7,96
w86fcfd1,,,,,,,15.0,test,11345.0,"['', -5, -5, 5, 5, 10, 5, 5, -10, -10, -10, -5, 10]",24,"[0, 0, 0, 0, 0, 0]","[2, 10, 6, 7, 5]",5,6
w86fcfd1,,,,,,,5.0,test,9739.0,"['', -10, -5, -10, -10, 5, 10, -5, -5, 5, -10, -5, -5]",25,"[0, 0, 0, 0, 0, 0]","[2, 6, 7, 8, 5]",5,39
w86fcfd1,,,,,,,15.0,test,11345.0,"['', -5, 5, 10, 5, -10, -5, -5, 10, 5, 10, -10, 5]",26,"[0, 0, 0, 0, 0, 0]","[2, 6, 10, 11, 12]",5,64
w86fcfd1,,,,,,,-9.0,test,19151.0,"['', 5, -10, -5, 5, 10, -5, -10, -10, 10, -10, -5, -5]",27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 10, 6, 7, 8, 5, 3, 4, 1]",9,18
w86fcfd1,,,,,,,14.0,test,10988.0,"['', -10, -10, 5, 5, 5, 5, 5, 5, 10, 5, -5, 5]",28,"[0, 0, 0, 0, 0, 0, 0]","[2, 6, 10, 11, 12, 9]",6,93
w86fcfd1,,,,,,,6.0,test,9703.0,"['', -5, 10, -5, 5, 10, 10, 10, -10, 10, -5, 10, -10]",29,"[0, 0, 0, 0, 0]","[2, 4, 1, 3]",4,1
wd49478d,,,,,,,13.0,training,30836.0,"['', -5, 5, -5, 10, -10, 10, -10, 10, 10, -5, -5, 10]",0,"[0, 0, 0]","[1, 5]",2,69
wd49478d,,,,,,,8.0,training,15787.0,"['', -5, 10, -5, 10, -10, -10, -5, -10, 10, -5, 5, 5]",1,"[0, 0, 0]","[1, 5]",2,21
wd49478d,,,,,,,-2.0,training,19340.0,"['', -10, 10, -5, 10, -5, 5, 5, 5, -10, 5, 10, 5]",2,"[0, 0, 0]","[1, 5]",2,30
wd49478d,,,,,,,18.0,training,10296.0,"['', -10, 10, -5, 10, 5, 10, 5, -10, -5, -10, -10, 5]",3,"[0, 0, 0]","[1, 5]",2,53
wd49478d,,,,,,,4.0,training,9730.0,"['', 10, 5, -10, -10, -5, 5, 10, -5, -5, -10, -10, -5]",4,"[0, 0]",[1],1,65
wd49478d,,,,,,,4.0,training,7721.0,"['', 5, 10, -10, -5, -10, 5, 5, 5, -10, -10, 10, -5]",5,"[0, 0]",[1],1,24
wd49478d,,,,,,,9.0,training,10878.0,"['', 5, -5, 10, 5, 5, -5, -10, -5, 5, 10, -5, 10]",6,"[0, 0]",[1],1,57
wd49478d,,,,,,,23.0,training,11393.0,"['', -5, -5, 10, -5, 10, 5, 10, -5, 5, -5, 5, 5]",7,"[0, 0, 0]","[1, 5]",2,12
wd49478d,,,,,,,4.0,training,10658.0,"['', 10, 5, 5, 5, -10, 5, 5, -10, 10, 5, -10, 5]",8,"[0, 0]",[9],1,4
wd49478d,,,,,,,17.0,training,9004.0,"['', -10, -5, -5, -10, 10, 5, 5, -10, -5, 5, 5, 5]",9,"[0, 0, 0, 0]","[9, 1, 5]",3,15
wd49478d,,,,,,,3.0,test,57713.0,"['', 5, -5, 5, 5, -5, 10, 10, 5, -10, -5, 10, 5]",10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 1, 9, 4, 3, 7, 6, 8, 11, 10, 12, 2]",12,77
wd49478d,,,,,,,2.0,test,31881.0,"['', -5, -10, -10, -5, 5, -5, 10, 10, -5, -10, -5, -5]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 1, 5, 10, 2, 6, 7, 8]",8,98
wd49478d,,,,,,,2.0,test,9019.0,"['', 5, 10, 5, -10, -10, -5, -10, -10, 10, 5, -10, 5]",12,"[0, 0, 0, 0]","[9, 1, 5]",3,84
wd49478d,,,,,,,-8.0,test,13067.0,"['', 10, -10, -5, 5, 5, 10, 10, 10, -5, 10, 5, -10]",13,"[0, 0, 0, 0]","[9, 1, 5]",3,14
wd49478d,,,,,,,2.0,test,9477.0,"['', 10, 10, 5, -10, -5, 5, -10, -5, 10, -10, 5, 5]",14,"[0, 0, 0, 0]","[9, 11, 12]",3,45
wd49478d,,,,,,,4.0,test,8675.0,"['', -10, -10, 5, 5, -10, 5, -5, 5, 10, -10, 5, -10]",15,"[0, 0]",[9],1,66
wd49478d,,,,,,,14.0,test,10844.0,"['', 5, 5, -10, -5, -5, -5, -5, 10, 10, -5, 10, -5]",16,"[0, 0]",[9],1,76
wd49478d,,,,,,,11.0,test,13289.0,"['', -10, -5, -10, 10, 10, -5, 10, -5, -10, -10, 5, 5]",17,"[0, 0, 0, 0, 0]","[9, 1, 5, 7]",4,32
wd49478d,,,,,,,6.0,test,9615.0,"['', 10, -5, -5, 5, 5, 5, -5, -10, -5, 10, -5, 10]",18,"[0, 0, 0, 0, 0]","[9, 1, 4, 3]",4,92
wd49478d,,,,,,,1.0,test,12033.0,"['', -10, -10, -10, -5, 5, 5, 5, 5, 5, -10, 10, -5]",19,"[0, 0, 0, 0, 0]","[9, 1, 5, 11]",4,7
wd49478d,,,,,,,12.0,test,12115.0,"['', 10, -5, 10, -10, -10, -10, 10, 10, 10, 10, -10, -5]",20,"[0, 0, 0, 0]","[9, 11, 12]",3,11
wd49478d,,,,,,,12.0,test,11666.0,"['', -5, 10, -10, -10, 5, -5, -10, -10, 10, 10, -10, -5]",21,"[0, 0, 0, 0]","[9, 11, 12]",3,44
wd49478d,,,,,,,21.0,test,10370.0,"['', 10, 10, 5, 5, 10, -5, 10, -5, -5, 10, 5, 10]",22,"[0, 0, 0, 0, 0]","[9, 1, 4, 3]",4,5
wd49478d,,,,,,,2.0,test,11817.0,"['', 5, 5, 5, -10, 10, -10, 5, -10, -5, 5, -10, -10]",23,"[0, 0, 0, 0]","[5, 7, 8]",3,96
wd49478d,,,,,,,12.0,test,11402.0,"['', 10, -5, 10, 10, -5, -10, -10, -10, 5, -10, -5, -5]",24,"[0, 0, 0, 0]","[9, 1, 4]",3,63
wd49478d,,,,,,,-16.0,test,18251.0,"['', -5, 5, -10, 5, -5, -10, 5, -5, -5, -10, -10, -10]",25,"[0, 0, 0, 0, 0, 0, 0]","[9, 1, 5, 6, 2, 10]",6,50
wd49478d,,,,,,,3.0,test,23707.0,"['', 5, -5, -5, 5, -10, 10, 10, -5, -10, 5, -10, 5]",26,"[0, 0, 0, 0, 0, 0, 0, 0]","[9, 1, 5, 10, 2, 6, 7]",7,75
wd49478d,,,,,,,-3.0,test,12066.0,"['', -5, -10, 5, 10, -10, -5, -5, 5, 5, 5, -10, 5]",27,"[0, 0, 0, 0]","[9, 1, 5]",3,29
wd49478d,,,,,,,12.0,test,11813.0,"['', -10, -5, -5, 5, 10, 10, -5, -5, 5, 10, 10, 5]",28,"[0, 0, 0, 0]","[5, 7, 8]",3,31
wd49478d,,,,,,,-10.0,test,10568.0,"['', -10, -5, 10, 10, 10, -10, -10, -5, 5, -5, -10, -5]",29,"[0, 0, 0, 0, 0, 0]","[9, 1, 5, 7, 8]",5,73
w249ddb2,,,,,,,-26.0,training,17259.0,"['', -10, -10, -10, -5, -10, 10, 10, -10, -5, 10, 10, 10]",0,"[0, 0]",[5],1,72
w249ddb2,,,,,,,19.0,training,10197.0,"['', -5, 5, 10, 10, 10, -5, 10, -5, 5, 5, 10, -5]",1,"[0, 0]",[9],1,47
w249ddb2,,,,,,,-2.0,training,10195.0,"['', 10, 5, 5, 5, -5, 10, -10, -10, 10, -5, -5, -10]",2,"[0, 0, 0]","[5, 9]",2,60
w249ddb2,,,,,,,2.0,training,10555.0,"['', 10, 5, -10, -10, -5, 10, 10, 10, -10, -5, 5, 5]",3,"[0, 0, 0, 0]","[1, 2, 3]",3,70
w249ddb2,,,,,,,-3.0,training,19668.0,"['', 5, -5, 5, 5, -5, 10, 10, 5, -10, -5, 10, 5]",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 8, 5, 9, 10, 1, 3, 4]",8,77
w249ddb2,,,,,,,5.0,training,13269.0,"['', 5, -5, -5, 5, -10, 10, 10, -5, -10, 5, -10, 5]",5,"[0, 0, 0, 0, 0, 0]","[10, 6, 2, 8, 7]",5,75
w249ddb2,,,,,,,3.0,training,21923.0,"['', -5, -10, 5, -10, 5, -10, 5, -5, 10, -5, 5, 5]",6,"[0, 0, 0, 0, 0, 0, 0, 0]","[10, 2, 6, 8, 11, 12, 9]",7,43
w249ddb2,,,,,,,20.0,training,10485.0,"['', -10, -5, -5, 10, 5, -5, -5, 5, 10, 10, -5, 5]",7,"[0, 0, 0, 0, 0, 0]","[10, 6, 2, 11, 12]",5,0
w249ddb2,,,,,,,9.0,training,10895.0,"['', 5, 5, 5, -10, 10, -10, 5, -10, -5, 5, -10, -10]",8,"[0, 0, 0, 0, 0, 0, 0]","[10, 12, 6, 2, 3, 1]",6,96
w249ddb2,,,,,,,-3.0,training,13603.0,"['', 10, -10, -5, 5, -10, -10, 10, -5, -5, -10, -10, 10]",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 6, 2, 9, 5, 1, 3, 4]",8,33
w249ddb2,,,,,,,9.0,test,13114.0,"['', -5, -10, -5, 5, 5, 5, -10, -5, 10, -5, 10, -10]",10,"[0, 0, 0, 0, 0, 0, 0]","[6, 10, 2, 1, 9, 11]",6,61
w249ddb2,,,,,,,-12.0,test,29850.0,"['', 5, -10, -5, 5, 10, -5, -10, -10, 10, -10, -5, -5]",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 11, 12, 10, 6, 2, 5, 8, 7, 4, 1, 3]",12,18
w249ddb2,,,,,,,20.0,test,9606.0,"['', 5, -5, 10, 5, 5, -5, -10, -5, 5, 10, -5, 10]",12,"[0, 0, 0, 0, 0, 0]","[10, 6, 2, 9, 12]",5,57
w249ddb2,,,,,,,12.0,test,16661.0,"['', -10, -10, 5, 5, 5, 5, 5, 5, 10, 5, -5, 5]",13,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 2, 6, 5, 8, 11, 9, 12]",8,93
w249ddb2,,,,,,,8.0,test,13101.0,"['', -10, 10, 5, 10, 10, -5, -10, -5, -5, 10, -10, 10]",14,"[0, 0, 0, 0, 0, 0, 0, 0]","[10, 6, 2, 12, 9, 1, 3]",7,68
w249ddb2,,,,,,,-3.0,test,12177.0,"['', 5, -10, -5, -10, 5, -10, 10, -5, 10, -10, 5, -5]",15,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 2, 6, 5, 9, 1, 12, 11]",8,36
w249ddb2,,,,,,,25.0,test,10856.0,"['', 10, 10, 10, 5, 10, -5, -5, -5, -5, -10, 10, -5]",16,"[0, 0, 0, 0, 0, 0]","[10, 2, 6, 3, 1]",5,89
w249ddb2,,,,,,,3.0,test,11464.0,"['', 10, -10, 10, 10, 5, -5, -5, -10, -5, -5, 5, 10]",17,"[0, 0, 0, 0, 0, 0, 0, 0]","[10, 2, 6, 5, 9, 1, 3]",7,19
w249ddb2,,,,,,,5.0,test,8742.0,"['', -10, -5, 10, -10, 10, -10, -10, 10, 5, -10, -5, 10]",18,"[0, 0, 0, 0, 0, 0]","[10, 2, 6, 8, 5]",5,52
w249ddb2,,,,,,,8.0,test,12512.0,"['', -10, -5, 5, -10, 10, -5, -5, 10, -10, -5, -10, -5]",19,"[0, 0, 0, 0, 0, 0, 0, 0]","[10, 2, 6, 9, 5, 1, 7]",7,54
w249ddb2,,,,,,,6.0,test,13912.0,"['', 10, -5, 10, -10, -10, -10, 10, 10, 10, 10, -10, -5]",20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 2, 6, 12, 11, 8, 5, 1, 3]",9,11
w249ddb2,,,,,,,-9.0,test,19478.0,"['', 5, 10, -10, -5, -10, 5, 5, 5, -10, -10, 10, -5]",21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 1, 12, 4, 3, 7, 8, 5, 6]",9,24
w249ddb2,,,,,,,22.0,test,11347.0,"['', 10, 10, 5, 10, 5, 10, -5, -10, -10, 10, 10, -10]",22,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 12, 7, 8, 4, 3, 1, 9]",8,62
w249ddb2,,,,,,,3.0,test,10497.0,"['', -5, 5, -5, 10, -10, 10, -10, 10, 10, -5, -5, 10]",23,"[0, 0, 0, 0, 0, 0, 0, 0]","[11, 12, 7, 8, 4, 3, 6]",7,69
w249ddb2,,,,,,,2.0,test,10626.0,"['', 10, -10, 5, 10, -10, 5, -10, -5, -10, -5, -10, 5]",24,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 7, 4, 8, 11, 3, 2, 1]",8,40
w249ddb2,,,,,,,16.0,test,11883.0,"['', 10, 5, 10, 5, 5, -5, 10, 10, 5, 5, -5, -5]",25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 11, 3, 7, 8, 6, 5, 1, 2]",9,9
w249ddb2,,,,,,,10.0,test,12483.0,"['', -10, -5, -5, -10, 10, 5, 5, -10, -5, 5, 5, 5]",26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 12, 8, 3, 4, 7, 10, 5, 9, 6]",10,15
w249ddb2,,,,,,,3.0,test,8781.0,"['', -10, 5, -5, 5, 10, -10, 10, -10, 10, -10, -10, -5]",27,"[0, 0, 0, 0, 0, 0, 0, 0]","[11, 8, 3, 1, 9, 5, 7]",7,83
w249ddb2,,,,,,,-3.0,test,8626.0,"['', -10, 5, -10, 10, 10, -10, -10, 5, 10, -5, -5, -10]",28,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 7, 5, 9, 2, 4, 3, 1]",8,8
w249ddb2,,,,,,,11.0,test,9490.0,"['', -5, 10, -5, 10, -5, -10, -10, 5, 10, 5, -10, 5]",29,"[0, 0, 0, 0, 0]","[10, 6, 2, 4]",4,2
w1d333c2,,,,,,,0.0,training,38452.0,"['', -10, 10, -5, 10, -5, 5, 5, 5, -10, 5, 10, 5]",0,[],[],0,30
w1d333c2,,,,,,,-10.0,training,10938.0,"['', -10, -5, 10, 10, 10, -10, -10, -5, 5, -5, -10, -5]",1,[],[],0,73
w1d333c2,,,,,,,5.0,training,10158.0,"['', 5, -5, -10, -10, -5, 5, 5, -5, 5, -5, -5, -10]",2,[],[],0,94
w1d333c2,,,,,,,-5.0,training,100652.0,"['', 5, 5, -10, 5, -5, 5, -10, -5, -5, 10, -10, -5]",3,[],[],0,99
w1d333c2,,,,,,,0.0,training,99851.0,"['', -10, 5, 5, 5, 5, -5, 10, 10, 5, 10, -5, 5]",4,[],[],0,49
w1d333c2,,,,,,,10.0,training,9649.0,"['', -5, -5, 10, -5, 10, 5, 10, -5, 5, -5, 5, 5]",5,[],[],0,12
w1d333c2,,,,,,,5.0,training,9077.0,"['', 5, 10, -10, -5, -10, 5, 5, 5, -10, -10, 10, -5]",6,[],[],0,24
w1d333c2,,,,,,,20.0,training,11699.0,"['', 10, 5, 5, 5, -10, 5, 5, -10, 10, 5, -10, 5]",7,[],[],0,4
w1d333c2,,,,,,,25.0,training,10652.0,"['', -10, -10, -5, 5, 10, 10, 5, 10, -10, -5, -5, 10]",8,[],[],0,81
w1d333c2,,,,,,,15.0,training,33198.0,"['', -5, 10, -10, 10, 5, 5, -5, 10, -10, -10, -10, -5]",9,[],[],0,95
w1d333c2,,,,,,,10.0,test,9756.0,"['', 5, -5, -5, 5, -10, 10, 10, -5, -10, 5, -10, 5]",10,[],[],0,75
w1d333c2,,,,,,,-20.0,test,8764.0,"['', 10, 5, -10, -10, -5, 5, 10, -5, -5, -10, -10, -5]",11,[],[],0,65
w1d333c2,,,,,,,10.0,test,7774.0,"['', 10, 10, 5, 5, 10, -5, 10, -5, -5, 10, 5, 10]",12,[],[],0,5
w1d333c2,,,,,,,15.0,test,11317.0,"['', -10, -10, 5, 5, 5, 5, 5, 5, 10, 5, -5, 5]",13,[],[],0,93
w1d333c2,,,,,,,-5.0,test,10953.0,"['', 5, -5, -10, 5, -10, 10, -5, -5, -10, 10, 5, -5]",14,[],[],0,91
w1d333c2,,,,,,,20.0,test,10067.0,"['', 5, 10, 5, -10, -10, -5, -10, -10, 10, 5, -10, 5]",15,[],[],0,84
w1d333c2,,,,,,,10.0,test,8904.0,"['', -5, -10, 5, -10, -5, 5, 10, -5, 5, -5, -5, 5]",16,[],[],0,82
w1d333c2,,,,,,,-5.0,test,10249.0,"['', -5, -5, 5, 5, 10, 5, 5, -10, -10, -10, -5, 10]",17,[],[],0,6
w1d333c2,,,,,,,15.0,test,9172.0,"['', 10, 5, -10, -10, -5, 10, 10, 10, -10, -5, 5, 5]",18,[],[],0,70
w1d333c2,,,,,,,-5.0,test,8919.0,"['', 10, -10, 10, 10, 5, -5, -5, -10, -5, -5, 5, 10]",19,[],[],0,19
w1d333c2,,,,,,,10.0,test,7640.0,"['', 5, 10, -5, -5, 5, 10, 5, -5, 10, -10, -10, 5]",20,[],[],0,34
w1d333c2,,,,,,,-10.0,test,10768.0,"['', 10, 10, 5, 10, 5, 10, -5, -10, -10, 10, 10, -10]",21,[],[],0,62
w1d333c2,,,,,,,0.0,test,9937.0,"['', -5, 10, -5, 10, -5, -10, -10, 5, 10, 5, -10, 5]",22,[],[],0,2
w1d333c2,,,,,,,5.0,test,13522.0,"['', -10, -5, -5, 10, 5, -5, -5, 5, 10, 10, -5, 5]",23,[],[],0,0
w1d333c2,,,,,,,10.0,test,10866.0,"['', 5, 10, -5, -5, -5, -5, -5, -10, -5, -5, 10, 5]",24,[],[],0,10
w1d333c2,,,,,,,15.0,test,10818.0,"['', -5, 10, -10, -10, 5, -5, -10, -10, 10, 10, -10, -5]",25,[],[],0,44
w1d333c2,,,,,,,20.0,test,8632.0,"['', 5, -5, -5, -5, 5, 5, 10, 10, 5, -10, 10, -10]",26,[],[],0,97
w1d333c2,,,,,,,10.0,test,8111.0,"['', 10, -5, 5, -10, -10, -5, 5, 10, -10, -5, -5, -5]",27,[],[],0,56
w1d333c2,,,,,,,5.0,test,11158.0,"['', -10, -10, -10, -5, 5, 5, 5, 5, 5, -10, 10, -5]",28,[],[],0,7
w1d333c2,,,,,,,-10.0,test,8646.0,"['', -10, -5, 10, -10, 10, -10, -10, 10, 5, -10, -5, 10]",29,[],[],0,52
w7878bca,,,,,,,24.0,training,42270.0,"['', 10, 10, 10, 5, 10, 5, 10, -5, 10, 5, 10, 5]",0,"[0, 20]",[1],1,86
w7878bca,,,,,,,23.0,training,18398.0,"['', -5, -5, 10, -5, 10, 5, 10, -5, 5, -5, 5, 5]",1,"[4, 0, 0]","[7, 5]",2,12
w7878bca,,,,,,,11.0,training,14577.0,"['', -10, -5, -10, 10, 10, -5, 10, -5, -10, -10, 5, 5]",2,"[0, 0, 0, 0, 0]","[9, 5, 8, 7]",4,32
w7878bca,,,,,,,13.0,training,11446.0,"['', 5, -5, -5, 5, -10, 5, 10, 10, 10, -5, 10, -5]",3,"[0, 0, 0]","[9, 11]",2,67
w7878bca,,,,,,,18.0,training,29722.0,"['', -10, -5, -5, 5, 10, 10, -5, -5, 5, 10, 10, 5]",4,"[4, 3, 0, 0, 0, 0, 3, 0]","[3, 1, 5, 7, 8, 9, 11]",7,31
w7878bca,,,,,,,0.0,training,17197.0,"['', 10, -10, -5, 5, -10, -10, 10, -5, -5, -10, -10, 10]",5,"[0, 0, 0, 0, 0, 0]","[5, 9, 1, 3, 4]",5,33
w7878bca,,,,,,,7.0,training,40302.0,"['', -10, -5, -10, -10, 5, 10, -5, -5, 5, -10, -5, -5]",6,"[0, 3, 0, 5]","[5, 7, 6]",3,39
w7878bca,,,,,,,-6.0,training,30511.0,"['', -10, 5, -10, 5, 5, -10, -10, 5, -10, -5, 10, -5]",7,"[0, 0, 2, 0, 0, 6, 3]","[9, 1, 5, 7, 8, 6]",6,48
w7878bca,,,,,,,21.0,training,16688.0,"['', -10, -10, -5, 5, 10, 10, 5, 10, -10, -5, -5, 10]",8,"[0, 0, 2, 0, 3]","[9, 1, 5, 7]",4,81
w7878bca,,,,,,,22.0,training,13159.0,"['', -10, -5, -5, 10, 5, -5, -5, 5, 10, 10, -5, 5]",9,"[0, 0, 0, 3]","[9, 11, 12]",3,0
w7878bca,,,,,,,17.0,test,11632.0,"['', -10, -10, 5, 5, 5, 5, 5, 5, 10, 5, -5, 5]",10,"[0, 0, 0, 0]","[9, 11, 12]",3,93
w7878bca,,,,,,,8.0,test,15409.0,"['', 10, 5, -10, -10, -5, 10, 10, 10, -10, -5, 5, 5]",11,"[0, 0, 0, 0, 0, 0, 0, 0]","[9, 1, 3, 4, 5, 7, 6]",7,70
w7878bca,,,,,,,17.0,test,12161.0,"['', 10, 5, 5, 5, -10, 5, 5, -10, 10, 5, -10, 5]",12,"[0, 0, 0, 0]","[9, 11, 12]",3,4
w7878bca,,,,,,,0.0,test,12521.0,"['', -10, 10, -5, 10, -5, 5, 5, 5, -10, 5, 10, 5]",13,"[0, 0, 0, 0, 0, 0]","[9, 1, 5, 7, 8]",5,30
w7878bca,,,,,,,14.0,test,13504.0,"['', 5, -5, -5, -5, 5, 5, 5, 10, -10, 10, 10, 10]",14,"[0, 0, 0, 0, 0, 0, 0]","[9, 1, 5, 7, 8, 6]",6,71
w7878bca,,,,,,,22.0,test,10508.0,"['', 10, 5, 10, 10, -10, 5, 10, -10, -5, -10, 5, -10]",15,"[0, 0, 0, 0]","[9, 1, 3]",3,46
w7878bca,,,,,,,8.0,test,9777.0,"['', 10, 5, -5, 5, 10, -5, -10, 10, 10, -10, 10, 10]",16,"[0, 0, 0]","[9, 11]",2,16
w7878bca,,,,,,,6.0,test,8584.0,"['', 10, -5, -5, 5, 5, 5, -5, -10, -5, 10, -5, 10]",17,"[0, 0, 0, 0, 0]","[9, 1, 3, 4]",4,92
w7878bca,,,,,,,1.0,test,15114.0,"['', -10, 5, -5, -5, -10, 10, 5, 10, -5, 10, -5, -10]",18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 1, 5, 11, 12, 4, 3, 7, 8]",9,37
w7878bca,,,,,,,-5.0,test,10086.0,"['', -5, -5, -10, 10, 5, -10, 5, -10, -10, -5, 5, 10]",19,"[0, 0, 0, 0, 0, 0]","[9, 1, 5, 7, 8]",5,13
w7878bca,,,,,,,2.0,test,11089.0,"['', 5, -5, -5, -5, 5, 5, 10, 10, 5, -10, 10, -10]",20,"[0, 0, 0, 0]","[9, 1, 11]",3,97
w7878bca,,,,,,,13.0,test,14174.0,"['', 10, 5, 5, 5, -5, 10, -10, -10, 10, -5, -5, -10]",21,"[0, 0, 0, 0, 0, 0, 0, 0]","[9, 11, 12, 10, 1, 3, 4]",7,60
w7878bca,,,,,,,6.0,test,8689.0,"['', -5, -10, -10, -5, 5, -5, 10, 10, -5, -10, -5, -5]",22,"[0, 0, 0, 0, 0]","[9, 1, 5, 7]",4,98
w7878bca,,,,,,,-9.0,test,13465.0,"['', 5, -10, -5, 10, -10, 10, 5, -5, 5, -10, 5, 5]",23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 11, 10, 12, 1, 3, 2, 5, 7]",9,79
w7878bca,,,,,,,7.0,test,9942.0,"['', 10, -10, 10, 10, 5, -5, -5, -10, -5, -5, 5, 10]",24,"[0, 0, 0, 0]","[9, 1, 3]",3,19
w7878bca,,,,,,,4.0,test,10695.0,"['', -10, 5, -5, 5, 10, -10, 10, -10, 10, -10, -10, -5]",25,"[0, 0, 0, 0, 0, 0, 0]","[9, 11, 12, 1, 5, 7]",6,83
w7878bca,,,,,,,13.0,test,7476.0,"['', -5, 10, -5, 5, 10, 10, 10, -10, 10, -5, 10, -10]",26,"[0, 0, 0]","[9, 11]",2,1
w7878bca,,,,,,,15.0,test,9109.0,"['', -5, 10, -10, 10, 5, 5, -5, 10, -10, -10, -10, -5]",27,"[0, 0, 0, 0, 0, 0]","[9, 1, 5, 7, 8]",5,95
w7878bca,,,,,,,-12.0,test,13404.0,"['', -10, -5, 10, 10, 10, -10, -10, -5, 5, -5, -10, -5]",28,"[0, 0, 0, 0, 0, 0, 0, 0]","[9, 11, 12, 1, 5, 7, 8]",7,73
w7878bca,,,,,,,20.0,test,9890.0,"['', 10, 5, 10, 5, -5, 10, -10, -10, 5, 5, -10, -10]",29,"[0, 0, 0, 0, 0, 0]","[9, 11, 12, 1, 3]",5,22
wcec8665,,,,,,,-7.0,training,14125.0,"['', 5, -10, -5, 10, -10, 10, 5, -5, 5, -10, 5, 5]",0,[],"[6, 10]",2,79
wcec8665,,,,,,,-2.0,training,31035.0,"['', -10, 5, -5, -5, -10, 10, 5, 10, -5, 10, -5, -10]",1,[],"[12, 3, 7, 8, 9, 1, 5, 6, 4, 2, 11, 10]",12,37
wcec8665,,,,,,,3.0,training,30946.0,"['', -10, -5, 5, -10, 10, -5, -5, 10, -10, -5, -10, -5]",2,[],"[4, 2, 3, 7, 6, 8, 5, 9, 1, 11, 10, 12]",12,54
wcec8665,,,,,,,-7.0,training,15966.0,"['', 5, -5, -10, -10, -5, 5, 5, -5, 5, -5, -5, -10]",3,[],"[8, 6, 7, 5, 9, 1, 2, 3, 4, 11, 10, 12]",12,94
wcec8665,,,,,,,6.0,training,18117.0,"['', 5, -5, -5, 5, -10, 10, 10, -5, -10, 5, -10, 5]",4,[],"[10, 2, 6, 7]",4,75
wcec8665,,,,,,,5.0,training,13240.0,"['', 10, 5, -10, -10, -5, 5, 10, -5, -5, -10, -10, -5]",5,[],"[10, 2, 6, 4, 7]",5,65
wcec8665,,,,,,,5.0,training,22247.0,"['', 5, -5, -10, -10, -5, -5, 10, 10, 10, -5, 10, 5]",6,[],"[10, 2, 6, 1, 3, 4, 7, 5, 11, 9]",10,27
wcec8665,,,,,,,7.0,training,18127.0,"['', -10, -5, -10, -10, 5, 10, -5, -5, 5, -10, -5, -5]",7,[],"[10, 6, 5]",3,39
wcec8665,,,,,,,0.0,training,13236.0,"['', 5, -10, 10, -5, 10, 5, -10, -10, -5, -5, -10, 5]",8,[],"[10, 2, 6, 7, 5]",5,20
wcec8665,,,,,,,22.0,training,10316.0,"['', 5, -5, 10, 5, 5, -5, -10, -5, 5, 10, -5, 10]",9,[],"[10, 11, 12]",3,57
wcec8665,,,,,,,22.0,test,9057.0,"['', 10, 5, 10, 5, 5, -5, 10, 10, 5, 5, -5, -5]",10,[],"[10, 1, 3]",3,9
wcec8665,,,,,,,7.0,test,8791.0,"['', 10, -10, -5, 5, 5, 10, 10, 10, -5, 10, 5, -10]",11,[],"[10, 12, 11]",3,14
wcec8665,,,,,,,20.0,test,12035.0,"['', -5, -5, 10, -5, 10, 5, 10, -5, 5, -5, 5, 5]",12,[],"[10, 2, 6, 5, 7]",5,12
wcec8665,,,,,,,15.0,test,10158.0,"['', -10, -5, -5, -10, 10, 5, 5, -10, -5, 5, 5, 5]",13,[],"[10, 2, 6, 7, 5]",5,15
wcec8665,,,,,,,15.0,test,8949.0,"['', 5, -5, -5, -5, 5, 5, 10, 10, 5, -10, 10, -10]",14,[],"[10, 2, 6, 5, 7]",5,97
