wid,button_pressed,stimulus,view_history,responses,questions,correct,delays,score,trial_time,block,trial_index,key_press,clicks,n_clicks,stim_i
wed564b7,,,,,,,"[0, 0, 0]",52.0,9575.0,training,3,,"[7, 4]",2,12
wed564b7,,,,,,,"[0, 0]",47.0,11479.0,training,4,,[12],1,43
wed564b7,,,,,,,"[0, 0, 0, 0]",49.0,11379.0,training,5,,"[8, 7, 3]",3,54
wed564b7,,,,,,,"[0, 0, 2, 2, 4]",36.0,22179.0,training,6,,"[12, 11, 4, 3]",4,30
wed564b7,,,,,,,"[0, 3, 0]",38.0,18666.0,training,7,,"[12, 11]",2,26
wed564b7,,,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21.0,21004.0,training,8,,"[4, 3, 7, 8, 11, 12, 6, 2, 10]",9,25
wed564b7,,,,,,,"[0, 0, 2, 0]",47.0,14816.0,training,9,,"[3, 7, 11]",3,59
w9276193,,,,,,,[],42.0,23139.0,training,0,,"[1, 5, 6, 7, 2, 4, 9, 10, 11, 12]",10,34
w9276193,,,,,,,[],40.0,19675.0,training,1,,"[9, 11, 1, 3, 5, 8]",6,31
w9276193,,,,,,,[],38.0,15345.0,training,2,,"[12, 4, 7, 9, 5, 11]",6,35
w9276193,,,,,,,[],29.0,15590.0,training,3,,"[1, 4, 5, 7, 9, 11, 3, 12, 10]",9,41
w9276193,,,,,,,[],43.0,22310.0,training,4,,[7],1,3
w9276193,,,,,,,[],54.0,11344.0,training,5,,"[9, 11]",2,20
w9276193,,,,,,,[],46.0,9992.0,training,6,,"[9, 11]",2,4
w9276193,,,,,,,[],25.0,14150.0,training,7,,"[9, 11, 12, 1, 4, 3, 5, 7, 8, 6, 10]",11,36
w9276193,,,,,,,[],14.0,17472.0,training,8,,"[9, 11, 1, 3, 5, 7]",6,8
w9276193,,,,,,,[],48.0,10846.0,training,9,,"[1, 4, 9, 11, 5, 8]",6,55
