wid,button_pressed,stimulus,view_history,responses,questions,correct,delays,score,trial_time,block,trial_index,key_press,clicks,n_clicks,stim_i
w2a0ab42,,,,,,,[],44.0,17065.0,training,2,,"[1, 2, 5, 9, 10, 12, 11, 7, 6, 8]",10,33
w2a0ab42,,,,,,,[],38.0,19518.0,training,3,,"[1, 9, 5, 10, 6, 2, 7, 8, 12, 11, 4, 3]",12,10
w2a0ab42,,,,,,,[],40.0,23988.0,training,4,,"[1, 9, 5, 6, 2, 10, 4, 3, 7, 8, 12, 11]",12,7
w2a0ab42,,,,,,,[],36.0,20767.0,training,5,,"[1, 9, 5, 10, 11, 12, 6, 7, 8, 2, 4, 3]",12,42
w2a0ab42,,,,,,,[],47.0,19353.0,training,6,,"[1, 9, 5, 2, 4, 3, 6, 10, 11, 7, 8]",11,17
w2a0ab42,,,,,,,[],44.0,17448.0,training,7,,"[1, 9, 5, 2, 6, 3, 4, 7, 8, 11, 12, 10]",12,0
w2a0ab42,,,,,,,[],13.0,18476.0,training,8,,"[1, 9, 5, 10, 11, 12, 7, 8, 3, 4, 2]",11,47
w2a0ab42,,,,,,,[],37.0,14203.0,training,9,,"[1, 9, 5, 2, 4, 3, 7, 8, 12, 11, 10]",11,43
w100388f,,,,,,,"[3, 0, 2, 0, 2, 2, 2, 0]",43.0,44775.0,training,0,,"[1, 11, 4, 12, 3, 7, 8]",7,10
w100388f,,,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 3, 0]",14.0,94310.0,training,1,,"[3, 11, 12, 8, 7, 4, 2, 6, 10, 5, 1, 9]",12,39
w100388f,,,,,,,"[0, 0, 0, 0, 3, 2, 0]",36.0,25468.0,training,2,,"[7, 3, 4, 11, 12, 8]",6,23
w100388f,,,,,,,"[0, 0]",41.0,9673.0,training,3,,[7],1,34
w100388f,,,,,,,"[0, 0]",43.0,9410.0,training,4,,[7],1,3
w100388f,,,,,,,"[0, 0, 0]",50.0,9966.0,training,5,,"[7, 3]",2,30
w100388f,,,,,,,"[0, 0, 0, 0, 0, 0, 0, 3, 3, 0]",27.0,28704.0,training,6,,"[3, 4, 11, 12, 8, 7, 6, 2, 10]",9,36
w100388f,,,,,,,"[0, 0, 0, 0, 0]",34.0,20550.0,training,7,,"[8, 7, 3, 4]",4,14
w100388f,,,,,,,"[0, 0, 0]",40.0,12302.0,training,8,,"[11, 12]",2,46
w100388f,,,,,,,"[0, 0]",55.0,14339.0,training,9,,[12],1,37
w91c085c,,,,,,,"[0, 3, 3, 0]",41.0,18185.0,training,0,,"[11, 9, 10]",3,27
w91c085c,,,,,,,"[0, 3, 0]",36.0,13777.0,training,1,,"[8, 7]",2,51
w91c085c,,,,,,,"[0, 0, 3, 0]",47.0,10212.0,training,2,,"[11, 8, 7]",3,46
w91c085c,,,,,,,"[0, 0, 0, 14]",41.0,25816.0,training,3,,"[12, 7, 8]",3,35
w91c085c,,,,,,,"[0, 0, 0, 0, 11]",50.0,22540.0,training,4,,"[11, 3, 8, 12]",4,53
w91c085c,,,,,,,"[0, 0, 0, 0]",39.0,9725.0,training,5,,"[11, 8, 7]",3,34
w91c085c,,,,,,,"[0, 0]",55.0,9565.0,training,6,,[11],1,20
w91c085c,,,,,,,"[0, 2, 0]",38.0,11698.0,training,7,,"[11, 3]",2,30
w91c085c,,,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]",12.0,18500.0,training,8,,"[11, 3, 8, 7, 12, 4, 6, 2, 1, 5]",10,38
w91c085c,,,,,,,"[0, 0, 0, 0, 0]",48.0,8610.0,training,9,,"[11, 3, 4, 8]",4,7
webc188d,,,,,,,"[0, 0, 0, 0, 0]",32.0,29191.0,training,0,,"[4, 8, 11, 12]",4,59
webc188d,,,,,,,"[3, 2, 2, 3]",39.0,41174.0,training,1,,"[5, 8, 11]",3,4
webc188d,,,,,,,"[0, 0, 3, 3]",45.0,21705.0,training,2,,"[12, 7, 5]",3,42
webc188d,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",52.0,23912.0,training,3,,"[8, 7, 11, 12, 4, 3]",6,32
webc188d,,,,,,,"[0, 0, 0, 0, 0, 0]",35.0,10586.0,training,4,,"[7, 8, 3, 4, 11]",5,26
webc188d,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",48.0,11076.0,training,5,,"[7, 8, 4, 3, 12, 11]",6,56
webc188d,,,,,,,"[0, 0]",55.0,10927.0,training,6,,[11],1,54
webc188d,,,,,,,"[0, 0]",47.0,9696.0,training,7,,[11],1,21
webc188d,,,,,,,"[0, 0, 0, 0, 0, 0]",49.0,10460.0,training,8,,"[11, 4, 12, 7, 8]",5,55
webc188d,,,,,,,"[0, 0, 0, 0, 0]",56.0,8783.0,training,9,,"[8, 12, 11, 7]",4,40
wd68ac06,,,,,,,[],52.0,46526.0,training,0,,"[4, 11, 7, 8, 12, 3]",6,32
wd68ac06,,,,,,,[],39.0,26870.0,training,1,,"[3, 2, 1]",3,52
wd68ac06,,,,,,,[],42.0,19738.0,training,2,,"[11, 12, 8, 7, 4, 3, 2, 1]",8,10
wd68ac06,,,,,,,[],49.0,13307.0,training,3,,"[3, 2, 1]",3,30
wd68ac06,,,,,,,[],39.0,18399.0,training,4,,"[3, 4, 11, 9, 10]",5,35
wd68ac06,,,,,,,[],48.0,14942.0,training,5,,"[8, 7, 6, 5]",4,48
wd68ac06,,,,,,,[],28.0,23262.0,training,6,,"[12, 11, 4, 3, 7, 8, 5, 6]",8,36
wd68ac06,,,,,,,[],52.0,17101.0,training,7,,"[8, 7, 3, 4]",4,24
wd68ac06,,,,,,,[],37.0,10088.0,training,8,,[11],1,58
wd68ac06,,,,,,,[],50.0,15950.0,training,9,,"[8, 7, 3, 4, 11, 12]",6,37
w262270e,,,,,,,"[3, 2, 0, 0, 0, 0, 3, 3]",35.0,86227.0,training,0,,"[5, 7, 11, 3, 4, 12, 8]",7,46
w262270e,,,,,,,"[0, 2, 0]",46.0,23306.0,training,1,,"[12, 3]",2,43
w262270e,,,,,,,"[0, 0, 0]",46.0,11094.0,training,2,,"[12, 8]",2,42
w262270e,,,,,,,"[0, 0]",59.0,45370.0,training,3,,[12],1,5
w262270e,,,,,,,"[0, 0, 0, 0, 0]",36.0,26957.0,training,4,,"[12, 8, 7, 11]",4,30
w262270e,,,,,,,"[0, 0]",47.0,16812.0,training,5,,[12],1,33
w262270e,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,25558.0,training,6,,"[12, 8, 7, 11, 4, 3]",6,1
w262270e,,,,,,,"[0, 0, 0]",58.0,10209.0,training,7,,"[11, 12]",2,6
w262270e,,,,,,,"[0, 0, 0]",52.0,135891.0,training,8,,"[12, 8]",2,28
w262270e,,,,,,,"[0, 0, 0, 0, 0, 0, 5]",6.0,37691.0,training,9,,"[12, 8, 7, 11, 4, 3]",6,39
w92f2ebc,,,,,,,[],40.0,25970.0,training,0,,"[11, 12, 7, 8, 3, 4, 1, 2, 9, 10]",10,50
w92f2ebc,,,,,,,[],14.0,15403.0,training,1,,"[11, 12, 7, 8, 3, 4, 5, 6]",8,57
w92f2ebc,,,,,,,[],52.0,9521.0,training,2,,"[11, 4, 3, 7, 8, 12, 2, 1]",8,9
w92f2ebc,,,,,,,[],48.0,9839.0,training,3,,"[11, 4, 3, 7, 8, 12]",6,55
w92f2ebc,,,,,,,[],14.0,14601.0,training,4,,"[11, 4, 3, 7, 8, 12, 10, 9, 2, 1]",10,47
w92f2ebc,,,,,,,[],42.0,16269.0,training,5,,"[4, 3, 7, 8, 12, 11, 10, 2, 6, 1, 9, 5]",12,52
w92f2ebc,,,,,,,[],30.0,9758.0,training,6,,"[12, 11, 7, 8, 3, 4]",6,45
w92f2ebc,,,,,,,[],48.0,9191.0,training,7,,"[11, 12, 4, 3, 7, 8]",6,53
w92f2ebc,,,,,,,[],42.0,14458.0,training,8,,"[11, 7, 8, 12, 4, 3, 10, 2, 1, 9]",10,30
w92f2ebc,,,,,,,[],32.0,9510.0,training,9,,"[7, 11, 4, 3, 12, 8]",6,51
w34122c9,,,,,,,[],-26.0,26655.0,training,0,,"[9, 5, 6, 7, 11, 10, 1, 2]",8,16
w34122c9,,,,,,,[],26.0,16199.0,training,1,,"[7, 3, 4, 11]",4,25
w34122c9,,,,,,,[],26.0,13211.0,training,2,,"[7, 11, 4, 3]",4,55
w34122c9,,,,,,,[],46.0,9711.0,training,3,,"[3, 4]",2,49
w34122c9,,,,,,,[],51.0,16200.0,training,4,,[3],1,54
w34122c9,,,,,,,[],40.0,9413.0,training,5,,"[7, 3, 4, 11]",4,11
w34122c9,,,,,,,[],18.0,9608.0,training,6,,"[4, 11, 3, 7]",4,38
w34122c9,,,,,,,[],56.0,10482.0,training,7,,"[3, 4, 11, 7]",4,40
w34122c9,,,,,,,[],38.0,8794.0,training,8,,"[3, 4, 11, 7]",4,23
w34122c9,,,,,,,[],53.0,10004.0,training,9,,"[3, 4, 11]",3,20
w66a7dde,,,,,,,[],35.0,35507.0,training,0,,"[2, 6, 10, 3, 7, 12, 11]",7,22
w66a7dde,,,,,,,[],29.0,34726.0,training,1,,"[2, 10, 6, 3, 8, 11, 5]",7,45
w66a7dde,,,,,,,[],35.0,74319.0,training,2,,"[2, 6, 10, 3, 1, 8, 5]",7,5
w66a7dde,,,,,,,[],40.0,35251.0,training,3,,"[2, 6, 10, 3, 8, 5, 11, 9]",8,4
w66a7dde,,,,,,,[],29.0,57923.0,training,4,,"[6, 10, 2, 3, 7, 1, 5]",7,37
w66a7dde,,,,,,,[],15.0,23172.0,training,5,,"[2, 10, 6, 5, 11, 12, 9, 3, 1, 8, 7]",11,39
w66a7dde,,,,,,,[],47.0,74695.0,training,6,,"[6, 2, 10, 5, 1, 3, 4]",7,13
w66a7dde,,,,,,,[],10.0,28976.0,training,7,,"[10, 9, 11, 12, 1, 5, 6, 2, 3, 8, 7, 4]",12,38
w66a7dde,,,,,,,[],48.0,12036.0,training,8,,"[6, 2, 10, 3, 5, 11]",6,15
w66a7dde,,,,,,,[],-46.0,38129.0,training,9,,"[2, 10]",2,7
w1c95d79,,,,,,,[],45.0,30465.0,training,0,,"[9, 11, 12, 5, 8, 7, 1, 4, 3]",9,53
w1c95d79,,,,,,,[],20.0,22949.0,training,1,,"[5, 7, 8, 12, 11, 9, 1, 4, 3, 10]",10,25
w1c95d79,,,,,,,[],51.0,14069.0,training,2,,"[12, 11, 9, 8, 5, 7, 3, 1, 4]",9,9
w1c95d79,,,,,,,[],35.0,13691.0,training,3,,"[11, 12, 9, 5, 7, 8, 1, 4, 3]",9,27
w1c95d79,,,,,,,[],42.0,13138.0,training,4,,"[11, 12, 8, 7, 3, 4]",6,42
w1c95d79,,,,,,,[],32.0,10657.0,training,5,,"[11, 8, 12, 7, 4, 3]",6,51
w1c95d79,,,,,,,[],47.0,10747.0,training,6,,"[9, 12, 11, 4, 1, 3, 5, 7, 8]",9,37
w1c95d79,,,,,,,[],45.0,19459.0,training,7,,[12],1,12
w1c95d79,,,,,,,[],45.0,17788.0,training,8,,"[9, 11, 12]",3,52
w1c95d79,,,,,,,[],21.0,15091.0,training,9,,"[5, 9, 8, 7, 11, 12, 4, 1, 3]",9,1
w49a4ecc,,,,,,,[],34.0,20875.0,training,0,,"[11, 12, 7, 8]",4,51
w49a4ecc,,,,,,,[],48.0,23511.0,training,1,,"[4, 1, 9, 5, 7, 11, 10, 2]",8,0
w49a4ecc,,,,,,,[],32.0,26787.0,training,2,,"[11, 3, 4, 12, 8, 7, 6, 5, 2, 1, 9, 10]",12,11
w49a4ecc,,,,,,,[],45.0,14834.0,training,3,,"[8, 7, 3]",3,50
w49a4ecc,,,,,,,[],44.0,24844.0,training,4,,"[3, 4, 11, 12, 7, 8, 9, 5, 10, 6]",10,33
w49a4ecc,,,,,,,[],44.0,17162.0,training,5,,"[4, 3, 7, 8, 11, 12, 10, 6]",8,3
w49a4ecc,,,,,,,[],23.0,11847.0,training,6,,"[12, 4, 3, 7, 8, 11, 10]",7,1
w49a4ecc,,,,,,,[],52.0,10292.0,training,7,,"[10, 2, 6, 11]",4,20
w49a4ecc,,,,,,,[],20.0,35996.0,training,8,,"[2, 10, 6, 11, 12, 4, 3, 7, 8, 9]",10,2
w49a4ecc,,,,,,,[],27.0,17377.0,training,9,,"[10, 2, 6, 7, 8, 3, 11, 12, 4]",9,36
w995b876,,,,,,,[],57.0,16890.0,training,0,,"[9, 10, 12]",3,5
w995b876,,,,,,,[],18.0,27184.0,training,1,,"[1, 2, 3, 4, 5, 6, 7, 11]",8,39
w995b876,,,,,,,[],37.0,19789.0,training,2,,"[9, 11, 4]",3,30
w995b876,,,,,,,[],38.0,31272.0,training,3,,"[5, 7, 2, 12, 10, 9, 11, 6, 3, 4, 1, 8]",12,59
w995b876,,,,,,,[],52.0,23302.0,training,4,,"[9, 12, 11, 4, 3, 7, 8, 6]",8,40
w995b876,,,,,,,[],48.0,18226.0,training,5,,"[4, 3, 7, 8, 12, 11, 1, 2]",8,24
w995b876,,,,,,,[],42.0,25443.0,training,6,,"[7, 8, 3, 4, 11, 12, 10, 6]",8,46
w995b876,,,,,,,[],28.0,17622.0,training,7,,"[12, 11, 4, 3, 7, 8, 6, 5]",8,45
w995b876,,,,,,,[],46.0,14726.0,training,8,,"[3, 4, 11, 12, 8, 7, 10, 9]",8,15
w995b876,,,,,,,[],46.0,17932.0,training,9,,"[8, 7, 3, 4, 11, 12, 6, 2, 1, 5]",10,44
w9fe461d,,,,,,,"[2, 2, 3, 0, 0]",44.0,43284.0,training,0,,"[10, 2, 6, 12]",4,43
w9fe461d,,,,,,,"[0, 18]",23.0,72206.0,training,1,,[4],1,4
w9fe461d,,,,,,,"[0, 0]",37.0,24350.0,training,2,,[12],1,41
w9fe461d,,,,,,,"[0, 0]",39.0,16801.0,training,3,,[11],1,26
w9fe461d,,,,,,,"[0, 0, 0, 0, 11]",26.0,31792.0,training,4,,"[7, 12, 4, 8]",4,2
w9fe461d,,,,,,,"[0, 0]",49.0,9181.0,training,5,,[11],1,50
w9fe461d,,,,,,,"[0, 0, 0, 0, 0]",32.0,64838.0,training,6,,"[7, 4, 12, 8]",4,45
w9fe461d,,,,,,,"[0, 0]",53.0,10360.0,training,7,,[11],1,15
w9fe461d,,,,,,,"[0, 0]",55.0,9529.0,training,8,,[11],1,20
w9fe461d,,,,,,,"[0, 0, 0, 0]",51.0,11169.0,training,9,,"[11, 12, 8]",3,28
w12a699a,,,,,,,"[3, 2, 0, 2, 0, 2, 0, 3, 0]",44.0,68741.0,training,0,,"[9, 12, 8, 2, 4, 7, 3, 5]",8,48
w12a699a,,,,,,,"[0, 0, 2, 2, 0]",54.0,28842.0,training,1,,"[4, 3, 7, 12]",4,32
w12a699a,,,,,,,"[0, 0, 0, 2, 2, 2, 0]",42.0,24089.0,training,2,,"[4, 7, 3, 11, 12, 8]",6,49
w12a699a,,,,,,,"[0, 0, 0, 3, 2, 0]",49.0,23790.0,training,3,,"[3, 4, 11, 12, 7]",5,15
w12a699a,,,,,,,"[0, 0, 0, 3, 0]",52.0,15974.0,training,4,,"[4, 3, 11, 12]",4,20
w12a699a,,,,,,,"[0, 0, 0]",40.0,11849.0,training,5,,"[4, 3]",2,5
w12a699a,,,,,,,"[0, 0, 0, 0, 0, 0]",43.0,13987.0,training,6,,"[4, 3, 11, 12, 7]",5,42
w12a699a,,,,,,,"[0, 0, 0, 0, 0, 0, 5]",16.0,24595.0,training,7,,"[12, 11, 4, 3, 7, 8]",6,25
w12a699a,,,,,,,"[0, 0, 0, 0]",47.0,11056.0,training,8,,"[4, 12, 11]",3,50
w12a699a,,,,,,,"[0, 0, 0, 0]",45.0,10299.0,training,9,,"[4, 3, 11]",3,4
w508093e,,,,,,,[],31.0,24094.0,training,0,,"[1, 5, 9, 10, 11]",5,6
w508093e,,,,,,,[],38.0,21393.0,training,1,,"[1, 5, 9, 2, 3, 4, 6, 10, 11, 12]",10,43
w508093e,,,,,,,[],24.0,27794.0,training,2,,"[9, 1, 5, 6, 10, 7, 8, 12, 11, 2, 3, 4]",12,36
w508093e,,,,,,,[],35.0,21352.0,training,3,,"[9, 1, 5, 2, 6, 3, 7, 8, 4]",9,11
w508093e,,,,,,,[],42.0,22211.0,training,4,,"[9, 1, 5, 10, 11, 12, 2, 3, 4, 6, 7, 8]",12,53
w508093e,,,,,,,[],38.0,20169.0,training,5,,"[9, 1, 5, 10, 2, 6, 7, 4, 3, 8]",10,49
w508093e,,,,,,,[],23.0,15774.0,training,6,,"[9, 1, 5, 10, 2, 12, 11]",7,25
w508093e,,,,,,,[],23.0,15811.0,training,7,,"[9, 1, 5, 10, 6, 11, 12]",7,2
w508093e,,,,,,,[],41.0,15073.0,training,8,,"[9, 1, 5, 6, 7]",5,22
w508093e,,,,,,,[],29.0,14311.0,training,9,,"[9, 1, 5, 2, 6, 7, 8]",7,56
w47d0970,,,,,,,"[3, 0, 2, 0, 0, 0, 0, 3]",29.0,45441.0,training,0,,"[5, 8, 4, 7, 12, 11, 3]",7,36
w47d0970,,,,,,,"[0, 0, 0, 0, 2, 2, 0, 2]",43.0,28825.0,training,1,,"[8, 7, 12, 11, 4, 3, 10]",7,50
w47d0970,,,,,,,"[0, 0]",47.0,12063.0,training,2,,[8],1,42
w47d0970,,,,,,,"[0, 0, 0, 0, 2, 3, 2]",42.0,24420.0,training,3,,"[8, 7, 12, 11, 4, 10]",6,21
w47d0970,,,,,,,"[0, 0, 0, 0, 0]",40.0,13203.0,training,4,,"[8, 7, 12, 11]",4,18
w47d0970,,,,,,,"[0, 0, 0, 0, 2, 3, 0, 0, 0]",44.0,26232.0,training,5,,"[4, 3, 8, 7, 12, 11, 6, 10]",8,34
w47d0970,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 0]",31.0,19444.0,training,6,,"[3, 4, 8, 7, 12, 11, 10]",7,58
w47d0970,,,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21.0,19665.0,training,7,,"[4, 3, 7, 8, 11, 12, 2, 6, 10]",9,25
w47d0970,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,12771.0,training,8,,"[4, 3, 7, 8, 12, 11]",6,2
w47d0970,,,,,,,"[0, 0, 2, 0]",49.0,11862.0,training,9,,"[4, 3, 2]",3,54
w3f48398,,,,,,,[],15.0,72454.0,training,0,,[8],1,17
w3f48398,,,,,,,[],-31.0,29836.0,training,1,,"[1, 9, 5]",3,7
w3f48398,,,,,,,[],42.0,15189.0,training,2,,"[8, 12, 10, 11, 9, 5, 6, 7, 3, 2, 4, 1]",12,13
w3f48398,,,,,,,[],50.0,10200.0,training,3,,"[9, 1, 5, 4, 2, 3]",6,44
w3f48398,,,,,,,[],24.0,13012.0,training,4,,"[9, 1, 5, 3, 4, 2, 11, 10, 12, 8, 6, 7]",12,45
w3f48398,,,,,,,[],42.0,15680.0,training,5,,"[9, 1, 5, 7, 6, 8, 11, 10, 12, 2, 3, 4]",12,12
w3f48398,,,,,,,[],32.0,16270.0,training,6,,"[10, 11, 9, 12, 4, 2, 3, 1, 5, 6, 7, 8]",12,18
w3f48398,,,,,,,[],26.0,15058.0,training,7,,"[12, 10, 11, 9, 4, 2, 3, 1, 5, 7, 6, 8]",12,58
w3f48398,,,,,,,[],24.0,10980.0,training,8,,"[11, 10, 9, 12, 4, 2, 3, 1, 7, 6, 8, 5]",12,36
w3f48398,,,,,,,[],32.0,11624.0,training,9,,"[10, 11, 12, 9, 2, 3, 4, 1, 5, 7, 6, 8]",12,35
w322a67f,,,,,,,[],42.0,17979.0,training,0,,"[1, 5, 9, 10, 12, 11, 6, 7, 8, 2, 4, 3]",12,56
w322a67f,,,,,,,[],36.0,11197.0,training,1,,"[9, 10, 11, 12, 5, 6, 7, 8, 1, 2, 4, 3]",12,49
w322a67f,,,,,,,[],44.0,10076.0,training,2,,"[11, 12]",2,12
w322a67f,,,,,,,[],42.0,10090.0,training,3,,"[4, 3, 7, 8, 12, 11]",6,43
w322a67f,,,,,,,[],54.0,10009.0,training,4,,"[12, 11]",2,20
w322a67f,,,,,,,[],10.0,11242.0,training,5,,"[4, 3, 7, 8, 11, 12, 10, 1, 2, 5, 6, 9]",12,57
w322a67f,,,,,,,[],47.0,8471.0,training,6,,[11],1,21
w322a67f,,,,,,,[],45.0,9794.0,training,7,,"[11, 12, 7]",3,42
w322a67f,,,,,,,[],32.0,9543.0,training,8,,"[11, 12, 7, 8, 4, 3]",6,14
w322a67f,,,,,,,[],55.0,11299.0,training,9,,[4],1,0
w562f406,,,,,,,[],14.0,57214.0,training,0,,[],0,50
w562f406,,,,,,,[],-42.0,9336.0,training,1,,[],0,12
w562f406,,,,,,,[],23.0,36653.0,training,2,,[1],1,18
w562f406,,,,,,,[],-17.0,28957.0,training,3,,"[5, 1, 9]",3,19
w562f406,,,,,,,[],48.0,7823.0,training,4,,[],0,43
w562f406,,,,,,,[],18.0,63771.0,training,5,,[],0,31
w562f406,,,,,,,[],52.0,13536.0,training,6,,[],0,13
w562f406,,,,,,,[],-19.0,192794.0,training,7,,[1],1,15
w562f406,,,,,,,[],-54.0,432414.0,training,8,,[],0,32
w562f406,,,,,,,[],26.0,234281.0,training,9,,[],0,28
w45d9d3d,,,,,,,[],18.0,16591.0,training,0,,"[6, 7, 3, 2, 4, 1, 9, 10, 11, 12, 5, 8]",12,1
w45d9d3d,,,,,,,[],35.0,14234.0,training,1,,"[9, 1, 5, 3, 7, 8, 12, 11, 10]",9,7
w45d9d3d,,,,,,,[],48.0,10509.0,training,2,,"[9, 1, 5, 7, 6, 8]",6,52
w45d9d3d,,,,,,,[],12.0,10291.0,training,3,,"[9, 1, 5, 10, 12, 11, 4, 3, 7, 8]",10,38
w45d9d3d,,,,,,,[],47.0,11132.0,training,4,,"[9, 11, 3, 7, 8]",5,48
w45d9d3d,,,,,,,[],41.0,9709.0,training,5,,"[2, 11, 12, 8, 7]",5,22
w45d9d3d,,,,,,,[],14.0,16906.0,training,6,,"[9, 10, 11, 3, 4, 7, 8, 12, 6, 5, 1, 2]",12,39
w45d9d3d,,,,,,,[],18.0,13255.0,training,7,,"[9, 10, 11, 12, 5, 6, 8, 7, 3, 2, 1, 4]",12,36
w45d9d3d,,,,,,,[],38.0,9876.0,training,8,,"[9, 1, 5, 6, 8, 7]",6,3
w45d9d3d,,,,,,,[],12.0,14394.0,training,9,,"[9, 10, 11, 1, 2, 3, 7, 6, 8, 12]",10,43
w6be0811,,,,,,,"[2, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3]",38.0,55761.0,training,0,,"[2, 1, 7, 3, 6, 5, 8, 9, 11, 4]",10,50
w6be0811,,,,,,,"[3, 0, 0, 0, 2, 2, 3, 3, 3, 3, 0]",46.0,56238.0,training,1,,"[1, 3, 4, 12, 8, 7, 11, 10, 9, 5]",10,37
w6be0811,,,,,,,"[0, 3, 2, 2, 2, 2, 0]",40.0,71787.0,training,2,,"[3, 4, 12, 11, 8, 7]",6,31
w6be0811,,,,,,,[42],-52.0,68365.0,training,3,,[],0,41
w6be0811,,,,,,,"[0, 0, 2, 2, 3, 0, 3, 0]",53.0,25359.0,training,4,,"[3, 4, 11, 12, 8, 10, 9]",7,6
w6be0811,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 3, 0]",36.0,23275.0,training,5,,"[4, 3, 8, 7, 12, 11, 9, 10]",8,18
w6be0811,,,,,,,"[3, 0, 0, 2, 2, 3, 3, 0]",51.0,23982.0,training,6,,"[9, 4, 3, 8, 7, 11, 12]",7,17
w6be0811,,,,,,,"[0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0]",16.0,26637.0,training,7,,"[3, 4, 11, 12, 8, 7, 9, 10, 1, 2]",10,8
w6be0811,,,,,,,"[0, 3, 2, 2, 2, 2, 3, 0, 2, 3, 0]",34.0,35517.0,training,8,,"[4, 3, 12, 11, 7, 8, 5, 6, 1, 2]",10,11
w6be0811,,,,,,,"[0, 0, 0, 3, 2, 2, 0, 3, 0, 3, 0]",42.0,26906.0,training,9,,"[4, 3, 7, 8, 11, 12, 6, 5, 10, 9]",10,3
wb91524e,,,,,,,[],18.0,20545.0,training,0,,"[10, 11, 12, 7, 6, 8, 3, 2, 4, 9, 1, 5]",12,23
wb91524e,,,,,,,[],34.0,12359.0,training,1,,"[11, 10, 12, 4, 2, 3, 7, 6, 8, 5, 1, 9]",12,12
wb91524e,,,,,,,[],42.0,11921.0,training,2,,"[12, 10, 11, 9, 4, 2, 1, 3, 7, 5, 6, 8]",12,56
wb91524e,,,,,,,[],42.0,9654.0,training,3,,"[11, 10, 12, 9, 1, 4, 2, 3, 7, 5, 6, 8]",12,15
wb91524e,,,,,,,[],36.0,11767.0,training,4,,"[11, 10, 12, 9, 1, 4, 2, 3, 5, 7, 6, 8]",12,42
wb91524e,,,,,,,[],46.0,10331.0,training,5,,"[9, 12, 10, 11, 4, 2, 1, 3, 5, 6, 7, 8]",12,17
wb91524e,,,,,,,[],40.0,10192.0,training,6,,"[11, 10, 12, 9, 1, 4, 2, 3, 5, 6, 7, 8]",12,48
wb91524e,,,,,,,[],14.0,11899.0,training,7,,"[11, 10, 12, 9, 1, 4, 2, 3, 5, 6, 7, 8]",12,39
wb91524e,,,,,,,[],42.0,9945.0,training,8,,"[11, 10, 12, 9, 1, 4, 2, 3, 5, 7, 6, 8]",12,28
wb91524e,,,,,,,[],38.0,19861.0,training,9,,"[11, 10, 12, 9, 1, 4, 2, 3, 5, 7, 6, 8]",12,46
w66b2542,,,,,,,"[3, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0]",16.0,54878.0,training,0,,"[9, 11, 7, 12, 4, 3, 8, 10, 2, 1]",10,8
w66b2542,,,,,,,"[0, 2, 3]",38.0,22113.0,training,1,,"[11, 10]",2,30
w66b2542,,,,,,,"[0, 2, 2, 0]",51.0,22098.0,training,2,,"[11, 4, 7]",3,56
w66b2542,,,,,,,"[0, 0, 0, 0, 0, 0]",49.0,11963.0,training,3,,"[11, 7, 4, 3, 8]",5,55
w66b2542,,,,,,,"[0, 0]",59.0,8698.0,training,4,,[12],1,5
w66b2542,,,,,,,"[0, 0, 0, 0, 0, 0, 0]",24.0,13405.0,training,5,,"[11, 4, 7, 8, 3, 12]",6,16
w66b2542,,,,,,,"[0, 0]",53.0,8363.0,training,6,,[4],1,12
w66b2542,,,,,,,"[0, 0, 0, 0]",47.0,9321.0,training,7,,"[4, 7, 8]",3,46
w66b2542,,,,,,,"[0, 0]",41.0,9416.0,training,8,,[4],1,6
w66b2542,,,,,,,"[0, 0, 0, 0]",41.0,9439.0,training,9,,"[4, 11, 12]",3,7
w81e01f7,,,,,,,[],-60.0,31420.0,training,0,,[],0,43
w81e01f7,,,,,,,[],43.0,16036.0,training,1,,[1],1,7
w81e01f7,,,,,,,[],21.0,12482.0,training,2,,[5],1,33
w81e01f7,,,,,,,[],17.0,15117.0,training,3,,[5],1,24
w81e01f7,,,,,,,[],-49.0,10546.0,training,4,,[1],1,56
w81e01f7,,,,,,,[],-41.0,11175.0,training,5,,[9],1,20
w81e01f7,,,,,,,[],-43.0,12250.0,training,6,,[1],1,52
w81e01f7,,,,,,,[],-53.0,10724.0,training,7,,[1],1,41
w81e01f7,,,,,,,[],21.0,8881.0,training,8,,[1],1,38
w81e01f7,,,,,,,[],42.0,10566.0,training,9,,[],0,23
wed564b7,,,,,,,"[3, 2, 0, 0, 3, 0, 0, 7]",23.0,77859.0,training,0,,"[5, 8, 12, 11, 10, 4, 3]",7,48
wed564b7,,,,,,,"[0, 0, 0, 0, 0, 3, 0]",38.0,26735.0,training,1,,"[7, 8, 3, 4, 11, 12]",6,18
wed564b7,,,,,,,"[0, 0]",53.0,14413.0,training,2,,[11],1,15
